[2339, 1656]
[paragraph, [187.0, 203.0, 1277.0, 36.0], shoonya_0sKK86NJSZQUD2, 5730850]
[paragraph, [187.0, 239.0, 1277.0, 36.0], shoonya_0sKK86NJSZQUD2, 5730850]
[paragraph, [187.0, 275.0, 1277.0, 36.0], shoonya_0sKK86NJSZQUD2, 5730850]
[paragraph, [187.0, 311.0, 1277.0, 36.0], shoonya_0sKK86NJSZQUD2, 5730850]
[paragraph, [187.0, 347.0, 1277.0, 36.0], shoonya_0sKK86NJSZQUD2, 5730850]
[paragraph, [187.0, 383.0, 1277.0, 36.0], shoonya_0sKK86NJSZQUD2, 5730850]
[paragraph, [187.0, 419.0, 1277.0, 36.0], shoonya_0sKK86NJSZQUD2, 5730850]
[paragraph, [187.0, 455.0, 1277.0, 36.0], shoonya_0sKK86NJSZQUD2, 5730850]
[paragraph, [187.0, 491.0, 1277.0, 36.0], shoonya_0sKK86NJSZQUD2, 5730850]
[paragraph, [187.0, 527.0, 1277.0, 36.0], shoonya_0sKK86NJSZQUD2, 5730850]
[paragraph, [184.0, 600.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 636.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 672.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 708.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 744.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 780.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 816.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 852.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 888.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 924.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 960.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 996.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 1032.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 1068.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 1104.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 1140.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 1176.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 1212.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 1248.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [184.0, 1284.0, 1282.0, 36.0], shoonya_1sCZL2FM2Q1Z98, 5730850]
[paragraph, [186.0, 1363.0, 1279.0, 36.0], shoonya_2sV8VH04H3L3LB, 5730850]
[paragraph, [186.0, 1399.0, 1279.0, 36.0], shoonya_2sV8VH04H3L3LB, 5730850]
[paragraph, [186.0, 1435.0, 1279.0, 36.0], shoonya_2sV8VH04H3L3LB, 5730850]
[paragraph, [186.0, 1471.0, 1279.0, 36.0], shoonya_2sV8VH04H3L3LB, 5730850]
[paragraph, [186.0, 1507.0, 1279.0, 36.0], shoonya_2sV8VH04H3L3LB, 5730850]
[paragraph, [186.0, 1543.0, 1279.0, 36.0], shoonya_2sV8VH04H3L3LB, 5730850]
[figure-caption, [390.0, 1833.0, 275.0, 36.0], shoonya_5sB1K67DEFE4L5, 5730850]
[paragraph, [181.0, 1915.0, 1285.0, 36.0], shoonya_3sXU4O3GX9HTV7, 5730850]
[paragraph, [181.0, 1951.0, 1285.0, 36.0], shoonya_3sXU4O3GX9HTV7, 5730850]
[paragraph, [181.0, 1987.0, 1285.0, 36.0], shoonya_3sXU4O3GX9HTV7, 5730850]
[paragraph, [181.0, 2023.0, 1285.0, 36.0], shoonya_3sXU4O3GX9HTV7, 5730850]
[paragraph, [181.0, 2059.0, 1285.0, 36.0], shoonya_3sXU4O3GX9HTV7, 5730850]
