[1387, 987]
[paragraph, [51.0, 73.0, 869.0, 18.0], eNj_q1PWwi, 5651859]
[paragraph, [51.0, 91.0, 869.0, 18.0], eNj_q1PWwi, 5651859]
[paragraph, [51.0, 109.0, 869.0, 18.0], eNj_q1PWwi, 5651859]
[paragraph, [51.0, 127.0, 869.0, 18.0], eNj_q1PWwi, 5651859]
[paragraph, [51.0, 145.0, 869.0, 18.0], eNj_q1PWwi, 5651859]
[paragraph, [51.0, 163.0, 869.0, 18.0], eNj_q1PWwi, 5651859]
[paragraph, [51.0, 181.0, 869.0, 18.0], eNj_q1PWwi, 5651859]
[paragraph, [57.0, 213.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [57.0, 231.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [57.0, 249.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [57.0, 267.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [57.0, 285.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [57.0, 303.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [57.0, 321.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [57.0, 339.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [57.0, 357.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [57.0, 375.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [57.0, 393.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [57.0, 411.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [57.0, 429.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [57.0, 447.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [57.0, 465.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [57.0, 483.0, 857.0, 18.0], shoonya_0sNBEMOINEDUXU, 5651859]
[paragraph, [61.0, 516.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 534.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 552.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 570.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 588.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 606.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 624.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 642.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 660.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 678.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 696.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 714.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 732.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 750.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 768.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 786.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 804.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 822.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [61.0, 840.0, 850.0, 18.0], bWEztqMvEm, 5651859]
[paragraph, [70.0, 870.0, 617.0, 18.0], p0qTq-HdRL, 5651859]
[paragraph, [70.0, 888.0, 617.0, 18.0], p0qTq-HdRL, 5651859]
[paragraph, [70.0, 906.0, 617.0, 18.0], p0qTq-HdRL, 5651859]
[paragraph, [81.0, 944.0, 219.0, 18.0], wl-VCaw5Gm, 5651859]
[paragraph, [81.0, 962.0, 219.0, 18.0], wl-VCaw5Gm, 5651859]
[paragraph, [81.0, 980.0, 219.0, 18.0], wl-VCaw5Gm, 5651859]
[paragraph, [56.0, 1006.0, 837.0, 18.0], Yci02i_CRr, 5651859]
[paragraph, [56.0, 1024.0, 837.0, 18.0], Yci02i_CRr, 5651859]
[paragraph, [56.0, 1042.0, 837.0, 18.0], Yci02i_CRr, 5651859]
[paragraph, [56.0, 1060.0, 837.0, 18.0], Yci02i_CRr, 5651859]
[paragraph, [56.0, 1078.0, 837.0, 18.0], Yci02i_CRr, 5651859]
[paragraph, [56.0, 1096.0, 837.0, 18.0], Yci02i_CRr, 5651859]
[paragraph, [64.0, 1126.0, 830.0, 18.0], qs9nB_5DKM, 5651859]
[paragraph, [64.0, 1144.0, 830.0, 18.0], qs9nB_5DKM, 5651859]
[paragraph, [64.0, 1162.0, 830.0, 18.0], qs9nB_5DKM, 5651859]
[paragraph, [64.0, 1180.0, 830.0, 18.0], qs9nB_5DKM, 5651859]
[paragraph, [64.0, 1198.0, 830.0, 18.0], qs9nB_5DKM, 5651859]
[paragraph, [64.0, 1216.0, 830.0, 18.0], qs9nB_5DKM, 5651859]
[paragraph, [64.0, 1234.0, 830.0, 18.0], qs9nB_5DKM, 5651859]
