[2484, 1767]
[paragraph, [353.0, 375.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 411.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 447.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 483.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 519.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 555.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 591.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 627.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 663.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 699.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 735.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 771.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 807.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 843.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 879.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 915.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 951.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 987.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1023.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1059.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1095.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1131.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1167.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1203.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1239.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1275.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1311.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1347.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1383.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1419.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1455.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1491.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1527.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1563.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1599.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1635.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1671.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1707.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1743.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1779.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1815.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1851.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1887.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1923.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1959.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 1995.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 2031.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 2067.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 2103.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 2139.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
[paragraph, [353.0, 2175.0, 1243.0, 36.0], shoonya_0sVWNL20B9LQGD, 5753772]
