[1259, 853]
[section-title, [286.0, 66.0, 269.0, 30.0], shoonya_0s2734POPHC5ZP, 5719845]
[folio, [74.0, 69.0, 76.0, 18.0], shoonya_1s05BFSND13W0N, 5719845]
[paragraph, [55.0, 120.0, 730.0, 18.0], shoonya_4s3J9TCZCF14WF, 5719845]
[paragraph, [55.0, 138.0, 730.0, 18.0], shoonya_4s3J9TCZCF14WF, 5719845]
[paragraph, [55.0, 156.0, 730.0, 18.0], shoonya_4s3J9TCZCF14WF, 5719845]
[paragraph, [55.0, 174.0, 730.0, 18.0], shoonya_4s3J9TCZCF14WF, 5719845]
[paragraph, [55.0, 192.0, 730.0, 18.0], shoonya_4s3J9TCZCF14WF, 5719845]
[sidebar, [705.0, 189.0, 71.0, 18.0], yfkiIlnCS_, 5719845]
[paragraph, [54.0, 219.0, 731.0, 18.0], w20yBhpuFL, 5719845]
[paragraph, [54.0, 237.0, 731.0, 18.0], w20yBhpuFL, 5719845]
[paragraph, [54.0, 255.0, 731.0, 18.0], w20yBhpuFL, 5719845]
[paragraph, [54.0, 273.0, 731.0, 18.0], w20yBhpuFL, 5719845]
[paragraph, [58.0, 315.0, 723.0, 18.0], 4DXG3RC_Ab, 5719845]
[paragraph, [58.0, 333.0, 723.0, 18.0], 4DXG3RC_Ab, 5719845]
[paragraph, [58.0, 351.0, 723.0, 18.0], 4DXG3RC_Ab, 5719845]
[paragraph, [58.0, 369.0, 723.0, 18.0], 4DXG3RC_Ab, 5719845]
[paragraph, [58.0, 387.0, 723.0, 18.0], 4DXG3RC_Ab, 5719845]
[paragraph, [54.0, 410.0, 728.0, 18.0], qVqabZkUyk, 5719845]
[paragraph, [54.0, 428.0, 728.0, 18.0], qVqabZkUyk, 5719845]
[paragraph, [54.0, 446.0, 728.0, 18.0], qVqabZkUyk, 5719845]
[paragraph, [54.0, 464.0, 728.0, 18.0], qVqabZkUyk, 5719845]
[paragraph, [54.0, 482.0, 728.0, 18.0], qVqabZkUyk, 5719845]
[paragraph, [54.0, 500.0, 728.0, 18.0], qVqabZkUyk, 5719845]
[paragraph, [54.0, 518.0, 728.0, 18.0], qVqabZkUyk, 5719845]
[paragraph, [54.0, 536.0, 728.0, 18.0], qVqabZkUyk, 5719845]
[paragraph, [54.0, 554.0, 728.0, 18.0], qVqabZkUyk, 5719845]
[section-title, [245.0, 596.0, 365.0, 30.0], gvHBYvAyZ9, 5719845]
[paragraph, [84.0, 642.0, 699.0, 18.0], YFFB9gGh1n, 5719845]
[paragraph, [84.0, 660.0, 699.0, 18.0], YFFB9gGh1n, 5719845]
[paragraph, [84.0, 678.0, 699.0, 18.0], YFFB9gGh1n, 5719845]
[paragraph, [84.0, 696.0, 699.0, 18.0], YFFB9gGh1n, 5719845]
[paragraph, [84.0, 714.0, 699.0, 18.0], YFFB9gGh1n, 5719845]
[paragraph, [84.0, 732.0, 699.0, 18.0], YFFB9gGh1n, 5719845]
[paragraph, [84.0, 750.0, 699.0, 18.0], YFFB9gGh1n, 5719845]
[sidebar, [697.0, 740.0, 77.0, 18.0], TdPA-Tw6X3, 5719845]
[paragraph, [71.0, 777.0, 716.0, 18.0], 1xWYWf6GLY, 5719845]
[paragraph, [71.0, 795.0, 716.0, 18.0], 1xWYWf6GLY, 5719845]
[paragraph, [71.0, 813.0, 716.0, 18.0], 1xWYWf6GLY, 5719845]
[paragraph, [71.0, 831.0, 716.0, 18.0], 1xWYWf6GLY, 5719845]
[paragraph, [71.0, 849.0, 716.0, 18.0], 1xWYWf6GLY, 5719845]
[paragraph, [71.0, 867.0, 716.0, 18.0], 1xWYWf6GLY, 5719845]
[paragraph, [71.0, 885.0, 716.0, 18.0], 1xWYWf6GLY, 5719845]
[paragraph, [71.0, 903.0, 716.0, 18.0], 1xWYWf6GLY, 5719845]
[paragraph, [71.0, 921.0, 716.0, 18.0], 1xWYWf6GLY, 5719845]
[paragraph, [71.0, 939.0, 716.0, 18.0], 1xWYWf6GLY, 5719845]
[section-title, [252.0, 992.0, 348.0, 30.0], 1lf1S0Z7yu, 5719845]
[paragraph, [89.0, 1037.0, 701.0, 18.0], xXUy-YoTBQ, 5719845]
[paragraph, [89.0, 1055.0, 701.0, 18.0], xXUy-YoTBQ, 5719845]
[paragraph, [89.0, 1073.0, 701.0, 18.0], xXUy-YoTBQ, 5719845]
[sidebar, [688.0, 1072.0, 94.0, 18.0], ZOYyhiyndz, 5719845]
[paragraph, [86.0, 1112.0, 707.0, 18.0], SWe2y_tjAH, 5719845]
[paragraph, [86.0, 1130.0, 707.0, 18.0], SWe2y_tjAH, 5719845]
[paragraph, [86.0, 1148.0, 707.0, 18.0], SWe2y_tjAH, 5719845]
[paragraph, [86.0, 1166.0, 707.0, 18.0], SWe2y_tjAH, 5719845]
[sidebar, [682.0, 1145.0, 106.0, 18.0], 6SKR2ndDEY, 5719845]
[folio, [421.0, 1202.0, 414.0, 18.0], mxxm1cb6Zx, 5719845]
[folio, [421.0, 1220.0, 414.0, 18.0], mxxm1cb6Zx, 5719845]
[folio, [421.0, 1238.0, 414.0, 18.0], mxxm1cb6Zx, 5719845]
