[612, 792]
[section-title, [178.0, 45.0, 125.0, 30.0], 1DXOQWprSU, 6534933]
[section-title, [510.0, 54.0, 125.0, 30.0], TjR3Xn8kcx, 6534933]
[paragraph, [80.0, 97.0, 314.0, 18.0], shoonya_0sFUKOUTB0FFM0, 6534933]
[paragraph, [80.0, 115.0, 314.0, 18.0], shoonya_0sFUKOUTB0FFM0, 6534933]
[paragraph, [80.0, 133.0, 314.0, 18.0], shoonya_0sFUKOUTB0FFM0, 6534933]
[paragraph, [80.0, 151.0, 314.0, 18.0], shoonya_0sFUKOUTB0FFM0, 6534933]
[paragraph, [80.0, 169.0, 314.0, 18.0], shoonya_0sFUKOUTB0FFM0, 6534933]
[paragraph, [80.0, 187.0, 314.0, 18.0], shoonya_0sFUKOUTB0FFM0, 6534933]
[paragraph, [80.0, 205.0, 314.0, 18.0], shoonya_0sFUKOUTB0FFM0, 6534933]
[paragraph, [80.0, 223.0, 314.0, 18.0], shoonya_0sFUKOUTB0FFM0, 6534933]
[paragraph, [80.0, 241.0, 314.0, 18.0], shoonya_0sFUKOUTB0FFM0, 6534933]
[paragraph, [412.0, 102.0, 314.0, 18.0], k0WWeL2qTr, 6534933]
[paragraph, [412.0, 120.0, 314.0, 18.0], k0WWeL2qTr, 6534933]
[paragraph, [412.0, 138.0, 314.0, 18.0], k0WWeL2qTr, 6534933]
[paragraph, [412.0, 156.0, 314.0, 18.0], k0WWeL2qTr, 6534933]
[paragraph, [412.0, 174.0, 314.0, 18.0], k0WWeL2qTr, 6534933]
[paragraph, [412.0, 192.0, 314.0, 18.0], k0WWeL2qTr, 6534933]
[paragraph, [412.0, 210.0, 314.0, 18.0], k0WWeL2qTr, 6534933]
[paragraph, [412.0, 228.0, 314.0, 18.0], k0WWeL2qTr, 6534933]
[paragraph, [412.0, 246.0, 314.0, 18.0], k0WWeL2qTr, 6534933]
[paragraph, [76.0, 261.0, 314.0, 18.0], z-i37Wv8OH, 6534933]
[paragraph, [76.0, 279.0, 314.0, 18.0], z-i37Wv8OH, 6534933]
[paragraph, [76.0, 297.0, 314.0, 18.0], z-i37Wv8OH, 6534933]
[paragraph, [76.0, 315.0, 314.0, 18.0], z-i37Wv8OH, 6534933]
[paragraph, [76.0, 333.0, 314.0, 18.0], z-i37Wv8OH, 6534933]
[paragraph, [76.0, 351.0, 314.0, 18.0], z-i37Wv8OH, 6534933]
[paragraph, [76.0, 369.0, 314.0, 18.0], z-i37Wv8OH, 6534933]
[paragraph, [76.0, 387.0, 314.0, 18.0], z-i37Wv8OH, 6534933]
[paragraph, [76.0, 405.0, 314.0, 18.0], z-i37Wv8OH, 6534933]
[paragraph, [76.0, 423.0, 314.0, 18.0], z-i37Wv8OH, 6534933]
[paragraph, [415.0, 279.0, 314.0, 18.0], Eil1xWnNAH, 6534933]
[paragraph, [415.0, 297.0, 314.0, 18.0], Eil1xWnNAH, 6534933]
[paragraph, [415.0, 315.0, 314.0, 18.0], Eil1xWnNAH, 6534933]
[paragraph, [415.0, 333.0, 314.0, 18.0], Eil1xWnNAH, 6534933]
[paragraph, [415.0, 351.0, 314.0, 18.0], Eil1xWnNAH, 6534933]
[paragraph, [415.0, 369.0, 314.0, 18.0], Eil1xWnNAH, 6534933]
[paragraph, [415.0, 387.0, 314.0, 18.0], Eil1xWnNAH, 6534933]
[paragraph, [415.0, 405.0, 314.0, 18.0], Eil1xWnNAH, 6534933]
[paragraph, [415.0, 423.0, 314.0, 18.0], Eil1xWnNAH, 6534933]
[paragraph, [415.0, 441.0, 314.0, 18.0], Eil1xWnNAH, 6534933]
[paragraph, [415.0, 459.0, 314.0, 18.0], Eil1xWnNAH, 6534933]
[ordered-list, [80.0, 451.0, 314.0, 18.0], 53qfyDN0WN, 6534933]
[ordered-list, [80.0, 469.0, 314.0, 18.0], 53qfyDN0WN, 6534933]
[ordered-list, [80.0, 487.0, 314.0, 18.0], 53qfyDN0WN, 6534933]
[ordered-list, [80.0, 505.0, 314.0, 18.0], 53qfyDN0WN, 6534933]
[ordered-list, [80.0, 523.0, 314.0, 18.0], 53qfyDN0WN, 6534933]
[ordered-list, [80.0, 541.0, 314.0, 18.0], 53qfyDN0WN, 6534933]
[ordered-list, [412.0, 488.0, 314.0, 18.0], H__i1wNm6Z, 6534933]
[ordered-list, [412.0, 506.0, 314.0, 18.0], H__i1wNm6Z, 6534933]
[ordered-list, [412.0, 524.0, 314.0, 18.0], H__i1wNm6Z, 6534933]
[ordered-list, [412.0, 542.0, 314.0, 18.0], H__i1wNm6Z, 6534933]
[ordered-list, [412.0, 560.0, 314.0, 18.0], H__i1wNm6Z, 6534933]
