[2339, 1653]
[paragraph, [325.0, 161.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 197.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 233.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 269.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 305.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 341.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 377.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 413.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 449.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 485.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 521.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 557.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 593.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 629.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 665.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 701.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 737.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [325.0, 773.0, 1134.0, 36.0], shoonya_1sJYE77XYTBRYH, 5734560]
[paragraph, [327.0, 834.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 870.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 906.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 942.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 978.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1014.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1050.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1086.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1122.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1158.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1194.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1230.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1266.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1302.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1338.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1374.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1410.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1446.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1482.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1518.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1554.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1590.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1626.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1662.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1698.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1734.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1770.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1806.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1842.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1878.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1914.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1950.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 1986.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 2022.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[paragraph, [327.0, 2058.0, 1130.0, 36.0], shoonya_0sJMPWWY5BL0QY, 5734560]
[folio, [804.0, 2155.0, 582.0, 36.0], xks3vV-YTp, 5734560]
