[2553, 1974]
[headline, [541.0, 130.0, 530.0, 52.5], 3ut15pDmE4, 5684407]
[paragraph, [290.0, 258.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 304.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 351.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 397.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 444.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 490.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 537.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 583.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 630.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 676.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 723.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 769.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 816.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 862.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 909.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 955.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1002.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1048.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1095.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1141.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1188.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1234.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1281.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1327.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1374.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1420.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1467.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1513.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1560.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1606.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1653.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1699.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1746.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1792.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1839.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1885.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1932.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 1978.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 2025.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 2071.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 2118.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 2164.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 2211.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 2257.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 2304.0, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[paragraph, [290.0, 2350.5, 1210.0, 46.5], lPoLh4gWOe, 5684407]
[author, [1249.0, 2291.0, 460.0, 46.5], GFJWPzMVGp, 5684407]
[author, [1249.0, 2337.5, 460.0, 46.5], GFJWPzMVGp, 5684407]
[author, [1249.0, 2384.0, 460.0, 46.5], GFJWPzMVGp, 5684407]
