[2200, 1700]
[paragraph, [373.0, 116.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 152.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 188.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 224.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 260.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 296.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 332.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 368.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 404.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 440.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 476.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 512.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 548.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 584.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 620.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 656.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 692.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [373.0, 728.0, 1133.0, 36.0], shoonya_0sK7HEQHP7O0KV, 5733693]
[paragraph, [372.0, 805.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 841.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 877.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 913.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 949.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 985.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 1021.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 1057.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 1093.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 1129.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 1165.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 1201.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 1237.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 1273.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 1309.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 1345.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 1381.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 1417.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 1453.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [372.0, 1489.0, 1131.0, 36.0], shoonya_1sES12I1X2QKB5, 5733693]
[paragraph, [375.0, 1549.0, 1132.0, 36.0], shoonya_2sBFU66QCZSEB7, 5733693]
[paragraph, [375.0, 1585.0, 1132.0, 36.0], shoonya_2sBFU66QCZSEB7, 5733693]
[paragraph, [375.0, 1621.0, 1132.0, 36.0], shoonya_2sBFU66QCZSEB7, 5733693]
[paragraph, [375.0, 1657.0, 1132.0, 36.0], shoonya_2sBFU66QCZSEB7, 5733693]
[paragraph, [375.0, 1693.0, 1132.0, 36.0], shoonya_2sBFU66QCZSEB7, 5733693]
[paragraph, [375.0, 1729.0, 1132.0, 36.0], shoonya_2sBFU66QCZSEB7, 5733693]
[paragraph, [375.0, 1765.0, 1132.0, 36.0], shoonya_2sBFU66QCZSEB7, 5733693]
[paragraph, [375.0, 1801.0, 1132.0, 36.0], shoonya_2sBFU66QCZSEB7, 5733693]
[paragraph, [375.0, 1837.0, 1132.0, 36.0], shoonya_2sBFU66QCZSEB7, 5733693]
[paragraph, [375.0, 1873.0, 1132.0, 36.0], shoonya_2sBFU66QCZSEB7, 5733693]
[paragraph, [375.0, 1909.0, 1132.0, 36.0], shoonya_2sBFU66QCZSEB7, 5733693]
[paragraph, [375.0, 1945.0, 1132.0, 36.0], shoonya_2sBFU66QCZSEB7, 5733693]
[paragraph, [375.0, 1981.0, 1132.0, 36.0], shoonya_2sBFU66QCZSEB7, 5733693]
[paragraph, [375.0, 2017.0, 1132.0, 36.0], shoonya_2sBFU66QCZSEB7, 5733693]
