[2339, 1656]
[headline, [623.0, 195.0, 415.0, 67.5], Kww2L00uwh, 5752230]
[paragraph, [186.0, 329.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 365.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 401.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 437.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 473.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 509.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 545.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 581.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 617.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 653.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 689.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 725.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 761.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 797.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 833.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 869.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 905.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 941.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 977.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1013.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1049.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1085.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1121.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1157.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1193.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1229.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1265.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1301.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1337.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1373.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1409.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1445.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1481.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1517.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1553.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1589.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1625.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1661.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1697.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1733.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[paragraph, [186.0, 1769.0, 870.0, 36.0], hFZHYt8tB3, 5752230]
[author, [389.0, 1922.0, 467.0, 36.0], SzHUmWv-iI, 5752230]
[author, [389.0, 1958.0, 467.0, 36.0], SzHUmWv-iI, 5752230]
[author, [389.0, 1994.0, 467.0, 36.0], SzHUmWv-iI, 5752230]
[author, [389.0, 2030.0, 467.0, 36.0], SzHUmWv-iI, 5752230]
[author, [389.0, 2066.0, 467.0, 36.0], SzHUmWv-iI, 5752230]
[folio, [273.0, 2239.0, 436.0, 36.0], 1TZFDG_IZo, 5752230]
[folio, [273.0, 2275.0, 436.0, 36.0], 1TZFDG_IZo, 5752230]
