[1369, 841]
[folio, [89.0, 43.0, 142.0, 18.0], shoonya_0sFJFXNVAJ7CV2, 5782087]
[folio, [89.0, 61.0, 142.0, 18.0], shoonya_0sFJFXNVAJ7CV2, 5782087]
[folio, [89.0, 79.0, 142.0, 18.0], shoonya_0sFJFXNVAJ7CV2, 5782087]
[folio, [89.0, 97.0, 142.0, 18.0], shoonya_0sFJFXNVAJ7CV2, 5782087]
[ordered-list, [89.0, 161.0, 679.0, 18.0], W3linDciWZ, 5782087]
[ordered-list, [89.0, 179.0, 679.0, 18.0], W3linDciWZ, 5782087]
[ordered-list, [89.0, 197.0, 679.0, 18.0], W3linDciWZ, 5782087]
[ordered-list, [89.0, 215.0, 679.0, 18.0], W3linDciWZ, 5782087]
[ordered-list, [89.0, 233.0, 679.0, 18.0], W3linDciWZ, 5782087]
[ordered-list, [89.0, 251.0, 679.0, 18.0], W3linDciWZ, 5782087]
[ordered-list, [89.0, 269.0, 679.0, 18.0], W3linDciWZ, 5782087]
[ordered-list, [89.0, 287.0, 679.0, 18.0], W3linDciWZ, 5782087]
[ordered-list, [89.0, 305.0, 679.0, 18.0], W3linDciWZ, 5782087]
[ordered-list, [89.0, 323.0, 679.0, 18.0], W3linDciWZ, 5782087]
[ordered-list, [89.0, 341.0, 679.0, 18.0], W3linDciWZ, 5782087]
[ordered-list, [89.0, 359.0, 679.0, 18.0], W3linDciWZ, 5782087]
[ordered-list, [89.0, 377.0, 679.0, 18.0], W3linDciWZ, 5782087]
[sub-ordered-list, [96.0, 189.0, 671.0, 18.0], PS4xMxXWyg, 5782087]
[sub-ordered-list, [96.0, 207.0, 671.0, 18.0], PS4xMxXWyg, 5782087]
[sub-ordered-list, [96.0, 225.0, 671.0, 18.0], PS4xMxXWyg, 5782087]
[sub-ordered-list, [96.0, 243.0, 671.0, 18.0], PS4xMxXWyg, 5782087]
[sub-ordered-list, [96.0, 261.0, 671.0, 18.0], PS4xMxXWyg, 5782087]
[sub-ordered-list, [96.0, 279.0, 671.0, 18.0], PS4xMxXWyg, 5782087]
[sub-ordered-list, [96.0, 297.0, 671.0, 18.0], PS4xMxXWyg, 5782087]
[sub-ordered-list, [96.0, 315.0, 671.0, 18.0], PS4xMxXWyg, 5782087]
[sub-ordered-list, [96.0, 333.0, 671.0, 18.0], PS4xMxXWyg, 5782087]
[sub-ordered-list, [96.0, 351.0, 671.0, 18.0], PS4xMxXWyg, 5782087]
[sub-ordered-list, [96.0, 369.0, 671.0, 18.0], PS4xMxXWyg, 5782087]
[sub-ordered-list, [96.0, 387.0, 671.0, 18.0], PS4xMxXWyg, 5782087]
[ordered-list, [85.0, 423.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 441.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 459.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 477.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 495.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 513.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 531.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 549.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 567.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 585.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 603.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 621.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 639.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 657.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 675.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 693.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 711.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 729.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 747.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 765.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 783.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 801.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 819.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 837.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 855.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 873.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 891.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 909.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 927.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 945.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 963.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 981.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 999.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 1017.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 1035.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 1053.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 1071.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 1089.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 1107.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 1125.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 1143.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 1161.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 1179.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 1197.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[ordered-list, [85.0, 1215.0, 685.0, 18.0], dnnx_UZoOD, 5782087]
[sub-ordered-list, [85.0, 462.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 480.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 498.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 516.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 534.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 552.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 570.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 588.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 606.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 624.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 642.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 660.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 678.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 696.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 714.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 732.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 750.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 768.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 786.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 804.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 822.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 840.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 858.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 876.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 894.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 912.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 930.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 948.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 966.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 984.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 1002.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 1020.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 1038.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 1056.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 1074.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[sub-ordered-list, [85.0, 1092.0, 685.0, 18.0], DYd-5Ed7SV, 5782087]
[subsub-ordered-list, [86.0, 622.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 640.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 658.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 676.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 694.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 712.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 730.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 748.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 766.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 784.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 802.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 820.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 838.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 856.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 874.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 892.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 910.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 928.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 946.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 964.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 982.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 1000.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 1018.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 1036.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 1054.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 1072.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[subsub-ordered-list, [86.0, 1090.0, 682.0, 18.0], GaMGdpAF4B, 5782087]
[sub-ordered-list, [92.0, 1175.0, 675.0, 18.0], mBYr-d7zET, 5782087]
[sub-ordered-list, [92.0, 1193.0, 675.0, 18.0], mBYr-d7zET, 5782087]
[sub-ordered-list, [92.0, 1211.0, 675.0, 18.0], mBYr-d7zET, 5782087]
