[2339, 1653]
[paragraph, [113.0, 165.0, 1429.0, 36.0], pfwdzCbSpa, 5750993]
[paragraph, [113.0, 201.0, 1429.0, 36.0], pfwdzCbSpa, 5750993]
[paragraph, [113.0, 237.0, 1429.0, 36.0], pfwdzCbSpa, 5750993]
[paragraph, [113.0, 273.0, 1429.0, 36.0], pfwdzCbSpa, 5750993]
[paragraph, [113.0, 309.0, 1429.0, 36.0], pfwdzCbSpa, 5750993]
[paragraph, [113.0, 345.0, 1429.0, 36.0], pfwdzCbSpa, 5750993]
[paragraph, [113.0, 381.0, 1429.0, 36.0], pfwdzCbSpa, 5750993]
[paragraph, [122.0, 482.0, 1414.0, 36.0], dU9neovdz8, 5750993]
[paragraph, [122.0, 518.0, 1414.0, 36.0], dU9neovdz8, 5750993]
[paragraph, [122.0, 554.0, 1414.0, 36.0], dU9neovdz8, 5750993]
[paragraph, [122.0, 590.0, 1414.0, 36.0], dU9neovdz8, 5750993]
[paragraph, [122.0, 626.0, 1414.0, 36.0], dU9neovdz8, 5750993]
[paragraph, [122.0, 662.0, 1414.0, 36.0], dU9neovdz8, 5750993]
[paragraph, [122.0, 698.0, 1414.0, 36.0], dU9neovdz8, 5750993]
[paragraph, [122.0, 803.0, 1421.0, 36.0], 6Exkr5DDy-, 5750993]
[paragraph, [122.0, 839.0, 1421.0, 36.0], 6Exkr5DDy-, 5750993]
[paragraph, [122.0, 875.0, 1421.0, 36.0], 6Exkr5DDy-, 5750993]
[paragraph, [122.0, 911.0, 1421.0, 36.0], 6Exkr5DDy-, 5750993]
[paragraph, [122.0, 947.0, 1421.0, 36.0], 6Exkr5DDy-, 5750993]
[paragraph, [125.0, 1003.0, 1411.0, 36.0], shoonya_2s2DR041MNQTWP, 5750993]
[paragraph, [125.0, 1039.0, 1411.0, 36.0], shoonya_2s2DR041MNQTWP, 5750993]
[paragraph, [125.0, 1075.0, 1411.0, 36.0], shoonya_2s2DR041MNQTWP, 5750993]
[paragraph, [125.0, 1111.0, 1411.0, 36.0], shoonya_2s2DR041MNQTWP, 5750993]
[paragraph, [125.0, 1147.0, 1411.0, 36.0], shoonya_2s2DR041MNQTWP, 5750993]
[paragraph, [125.0, 1183.0, 1411.0, 36.0], shoonya_2s2DR041MNQTWP, 5750993]
[paragraph, [125.0, 1219.0, 1411.0, 36.0], shoonya_2s2DR041MNQTWP, 5750993]
[paragraph, [125.0, 1255.0, 1411.0, 36.0], shoonya_2s2DR041MNQTWP, 5750993]
[paragraph, [125.0, 1291.0, 1411.0, 36.0], shoonya_2s2DR041MNQTWP, 5750993]
[paragraph, [125.0, 1327.0, 1411.0, 36.0], shoonya_2s2DR041MNQTWP, 5750993]
[paragraph, [125.0, 1363.0, 1411.0, 36.0], shoonya_2s2DR041MNQTWP, 5750993]
[paragraph, [125.0, 1399.0, 1411.0, 36.0], shoonya_2s2DR041MNQTWP, 5750993]
[paragraph, [125.0, 1435.0, 1411.0, 36.0], shoonya_2s2DR041MNQTWP, 5750993]
[paragraph, [116.0, 1528.0, 1419.0, 36.0], shoonya_0s8B4H9BNBWID3, 5750993]
[paragraph, [116.0, 1564.0, 1419.0, 36.0], shoonya_0s8B4H9BNBWID3, 5750993]
[paragraph, [116.0, 1600.0, 1419.0, 36.0], shoonya_0s8B4H9BNBWID3, 5750993]
[paragraph, [116.0, 1636.0, 1419.0, 36.0], shoonya_0s8B4H9BNBWID3, 5750993]
[paragraph, [116.0, 1672.0, 1419.0, 36.0], shoonya_0s8B4H9BNBWID3, 5750993]
[paragraph, [116.0, 1708.0, 1419.0, 36.0], shoonya_0s8B4H9BNBWID3, 5750993]
[paragraph, [116.0, 1744.0, 1419.0, 36.0], shoonya_0s8B4H9BNBWID3, 5750993]
[paragraph, [116.0, 1780.0, 1419.0, 36.0], shoonya_0s8B4H9BNBWID3, 5750993]
[paragraph, [116.0, 1816.0, 1419.0, 36.0], shoonya_0s8B4H9BNBWID3, 5750993]
[paragraph, [116.0, 1852.0, 1419.0, 36.0], shoonya_0s8B4H9BNBWID3, 5750993]
[paragraph, [116.0, 1888.0, 1419.0, 36.0], shoonya_0s8B4H9BNBWID3, 5750993]
[paragraph, [116.0, 1924.0, 1419.0, 36.0], shoonya_0s8B4H9BNBWID3, 5750993]
[paragraph, [116.0, 1960.0, 1419.0, 36.0], shoonya_0s8B4H9BNBWID3, 5750993]
[paragraph, [116.0, 1996.0, 1419.0, 36.0], shoonya_0s8B4H9BNBWID3, 5750993]
[paragraph, [116.0, 2032.0, 1419.0, 36.0], shoonya_0s8B4H9BNBWID3, 5750993]
