[1246, 865]
[chapter-title, [381.0, 39.0, 178.0, 30.0], shoonya_8sAOHYK0ZOKVV0, 5776464]
[paragraph, [153.0, 78.0, 643.0, 18.0], shoonya_10sK24NSJCWI2S, 5776464]
[paragraph, [153.0, 96.0, 643.0, 18.0], shoonya_10sK24NSJCWI2S, 5776464]
[paragraph, [155.0, 124.0, 634.0, 18.0], shoonya_15sVZOTT79YIDJ, 5776464]
[paragraph, [155.0, 142.0, 634.0, 18.0], shoonya_15sVZOTT79YIDJ, 5776464]
[paragraph, [155.0, 160.0, 634.0, 18.0], shoonya_15sVZOTT79YIDJ, 5776464]
[paragraph, [155.0, 180.0, 633.0, 18.0], 4wjLpuKABS, 5776464]
[paragraph, [155.0, 198.0, 633.0, 18.0], 4wjLpuKABS, 5776464]
[paragraph, [155.0, 216.0, 633.0, 18.0], 4wjLpuKABS, 5776464]
[paragraph, [156.0, 225.0, 631.0, 18.0], shoonya_9sWZ7DY8380EKL, 5776464]
[paragraph, [156.0, 243.0, 631.0, 18.0], shoonya_9sWZ7DY8380EKL, 5776464]
[paragraph, [176.0, 280.0, 417.0, 18.0], shoonya_5s6QIQ7STI6892, 5776464]
[paragraph, [154.0, 304.0, 632.0, 18.0], shoonya_1sM5V7WZ8KLAKD, 5776464]
[paragraph, [154.0, 322.0, 632.0, 18.0], shoonya_1sM5V7WZ8KLAKD, 5776464]
[paragraph, [154.0, 340.0, 632.0, 18.0], shoonya_1sM5V7WZ8KLAKD, 5776464]
[paragraph, [154.0, 358.0, 632.0, 18.0], shoonya_1sM5V7WZ8KLAKD, 5776464]
[paragraph, [154.0, 376.0, 632.0, 18.0], shoonya_1sM5V7WZ8KLAKD, 5776464]
[paragraph, [154.0, 394.0, 632.0, 18.0], shoonya_1sM5V7WZ8KLAKD, 5776464]
[paragraph, [154.0, 412.0, 632.0, 18.0], shoonya_1sM5V7WZ8KLAKD, 5776464]
[paragraph, [154.0, 430.0, 632.0, 18.0], shoonya_1sM5V7WZ8KLAKD, 5776464]
[paragraph, [175.0, 454.0, 611.0, 18.0], shoonya_12sYQAZMFP8A38, 5776464]
[paragraph, [176.0, 480.0, 285.0, 18.0], shoonya_7s3W9EN570P1MW, 5776464]
[paragraph, [155.0, 504.0, 633.0, 18.0], shoonya_2sXV98UG1BBZNY, 5776464]
[paragraph, [155.0, 522.0, 633.0, 18.0], shoonya_2sXV98UG1BBZNY, 5776464]
[paragraph, [155.0, 540.0, 633.0, 18.0], shoonya_2sXV98UG1BBZNY, 5776464]
[paragraph, [155.0, 558.0, 633.0, 18.0], shoonya_2sXV98UG1BBZNY, 5776464]
[paragraph, [155.0, 576.0, 633.0, 18.0], shoonya_2sXV98UG1BBZNY, 5776464]
[paragraph, [155.0, 594.0, 633.0, 18.0], shoonya_2sXV98UG1BBZNY, 5776464]
[paragraph, [155.0, 612.0, 633.0, 18.0], shoonya_2sXV98UG1BBZNY, 5776464]
[paragraph, [157.0, 632.0, 631.0, 18.0], shoonya_3sZ3SAPFVCVG9U, 5776464]
[paragraph, [157.0, 650.0, 631.0, 18.0], shoonya_3sZ3SAPFVCVG9U, 5776464]
[paragraph, [179.0, 682.0, 327.0, 18.0], shoonya_6sDRK256IA4I91, 5776464]
[paragraph, [179.0, 707.0, 257.0, 18.0], shoonya_4sLSD70UXBV6NI, 5776464]
[paragraph, [181.0, 732.0, 533.0, 18.0], shoonya_13s4PHZNYHNRBK, 5776464]
[paragraph, [178.0, 757.0, 285.0, 18.0], shoonya_11sJ04MRZH6RBJ, 5776464]
[paragraph, [158.0, 781.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
[paragraph, [158.0, 799.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
[paragraph, [158.0, 817.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
[paragraph, [158.0, 835.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
[paragraph, [158.0, 853.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
[paragraph, [158.0, 871.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
[paragraph, [158.0, 889.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
[paragraph, [158.0, 907.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
[paragraph, [158.0, 925.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
[paragraph, [158.0, 943.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
[paragraph, [158.0, 961.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
[paragraph, [158.0, 979.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
[paragraph, [158.0, 997.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
[paragraph, [158.0, 1015.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
[paragraph, [158.0, 1033.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
[paragraph, [158.0, 1051.0, 631.0, 18.0], shoonya_0sCYQC84SW0QQV, 5776464]
