[2200, 1700]
[section-title, [615.0, 258.0, 563.0, 52.5], shoonya_1s0BXPWWAOH7WX, 5750255]
[section-title, [615.0, 310.5, 563.0, 52.5], shoonya_1s0BXPWWAOH7WX, 5750255]
[ordered-list, [524.0, 393.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 429.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 465.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 501.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 537.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 573.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 609.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 645.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 681.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 717.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 753.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 789.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 825.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 861.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 897.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 933.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 969.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[ordered-list, [524.0, 1005.0, 369.0, 36.0], qndeIA3NC9, 5750255]
[section-title, [563.0, 1243.0, 550.0, 52.5], QwbVoSJkmn, 5750255]
[section-title, [563.0, 1295.5, 550.0, 52.5], QwbVoSJkmn, 5750255]
[ordered-list, [388.0, 1400.0, 1005.0, 36.0], xb1h3PK65d, 5750255]
[ordered-list, [388.0, 1436.0, 1005.0, 36.0], xb1h3PK65d, 5750255]
[ordered-list, [388.0, 1472.0, 1005.0, 36.0], xb1h3PK65d, 5750255]
[ordered-list, [388.0, 1508.0, 1005.0, 36.0], xb1h3PK65d, 5750255]
[ordered-list, [388.0, 1544.0, 1005.0, 36.0], xb1h3PK65d, 5750255]
[ordered-list, [388.0, 1580.0, 1005.0, 36.0], xb1h3PK65d, 5750255]
[ordered-list, [388.0, 1616.0, 1005.0, 36.0], xb1h3PK65d, 5750255]
[ordered-list, [388.0, 1652.0, 1005.0, 36.0], xb1h3PK65d, 5750255]
[ordered-list, [388.0, 1688.0, 1005.0, 36.0], xb1h3PK65d, 5750255]
[ordered-list, [388.0, 1724.0, 1005.0, 36.0], xb1h3PK65d, 5750255]
[ordered-list, [388.0, 1760.0, 1005.0, 36.0], xb1h3PK65d, 5750255]
[ordered-list, [388.0, 1796.0, 1005.0, 36.0], xb1h3PK65d, 5750255]
[ordered-list, [388.0, 1832.0, 1005.0, 36.0], xb1h3PK65d, 5750255]
[ordered-list, [388.0, 1868.0, 1005.0, 36.0], xb1h3PK65d, 5750255]
