[1492, 1000]
[folio, [406.0, 154.0, 198.0, 18.0], IkJAtvVTw7, 5720390]
[paragraph, [145.0, 206.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 224.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 242.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 260.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 278.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 296.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 314.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 332.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 350.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 368.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 386.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 404.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 422.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 440.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 458.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 476.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 494.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 512.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 530.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 548.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 566.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 584.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 602.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 620.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 638.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 656.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 674.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 692.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 710.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 728.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 746.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 764.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 782.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 800.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 818.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 836.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 854.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 872.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 890.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 908.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 926.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 944.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 962.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 980.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 998.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [145.0, 1016.0, 741.0, 18.0], shoonya_0s4THAUXZ0K301, 5720390]
[paragraph, [147.0, 1036.0, 733.0, 18.0], GcPaTvYJfF, 5720390]
[paragraph, [147.0, 1054.0, 733.0, 18.0], GcPaTvYJfF, 5720390]
[paragraph, [147.0, 1072.0, 733.0, 18.0], GcPaTvYJfF, 5720390]
[paragraph, [147.0, 1090.0, 733.0, 18.0], GcPaTvYJfF, 5720390]
[paragraph, [147.0, 1108.0, 733.0, 18.0], GcPaTvYJfF, 5720390]
[paragraph, [147.0, 1126.0, 733.0, 18.0], GcPaTvYJfF, 5720390]
[paragraph, [147.0, 1144.0, 733.0, 18.0], GcPaTvYJfF, 5720390]
[paragraph, [147.0, 1162.0, 733.0, 18.0], GcPaTvYJfF, 5720390]
[paragraph, [147.0, 1180.0, 733.0, 18.0], GcPaTvYJfF, 5720390]
[paragraph, [147.0, 1198.0, 733.0, 18.0], GcPaTvYJfF, 5720390]
[paragraph, [147.0, 1216.0, 733.0, 18.0], GcPaTvYJfF, 5720390]
[paragraph, [147.0, 1234.0, 733.0, 18.0], GcPaTvYJfF, 5720390]
[paragraph, [147.0, 1252.0, 733.0, 18.0], GcPaTvYJfF, 5720390]
[paragraph, [147.0, 1270.0, 733.0, 18.0], GcPaTvYJfF, 5720390]
[paragraph, [147.0, 1288.0, 733.0, 18.0], GcPaTvYJfF, 5720390]
