[1244, 900]
[chapter-title, [181.0, 114.0, 412.0, 30.0], shoonya_3sBTHIJM3FL5G3, 5776290]
[chapter-title, [181.0, 144.0, 412.0, 30.0], shoonya_3sBTHIJM3FL5G3, 5776290]
[paragraph, [77.0, 270.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 288.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 306.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 324.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 342.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 360.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 378.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 396.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 414.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 432.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 450.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 468.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 486.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 504.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 522.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 540.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 558.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 576.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 594.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 612.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 630.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [77.0, 648.0, 627.0, 18.0], shoonya_0s009OVHOC5Q10, 5776290]
[paragraph, [74.0, 685.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 703.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 721.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 739.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 757.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 775.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 793.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 811.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 829.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 847.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 865.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 883.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 901.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 919.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 937.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 955.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 973.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 991.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [74.0, 1009.0, 626.0, 18.0], shoonya_1sVD3H520YALTJ, 5776290]
[paragraph, [78.0, 1033.0, 625.0, 18.0], shoonya_2s8MDUV4U3NGR6, 5776290]
[paragraph, [78.0, 1051.0, 625.0, 18.0], shoonya_2s8MDUV4U3NGR6, 5776290]
[paragraph, [78.0, 1069.0, 625.0, 18.0], shoonya_2s8MDUV4U3NGR6, 5776290]
