[515, 727]
[section-title, [609.0, 184.0, 81.0, 30.0], 35djjf-tsG, 6534012]
[paragraph, [427.0, 238.0, 270.0, 18.0], shoonya_0sHY95NFSO054A, 6534012]
[paragraph, [427.0, 256.0, 270.0, 18.0], shoonya_0sHY95NFSO054A, 6534012]
[paragraph, [427.0, 274.0, 270.0, 18.0], shoonya_0sHY95NFSO054A, 6534012]
[paragraph, [427.0, 292.0, 270.0, 18.0], shoonya_0sHY95NFSO054A, 6534012]
[paragraph, [427.0, 310.0, 270.0, 18.0], shoonya_0sHY95NFSO054A, 6534012]
[paragraph, [427.0, 328.0, 270.0, 18.0], shoonya_0sHY95NFSO054A, 6534012]
[paragraph, [427.0, 346.0, 270.0, 18.0], shoonya_0sHY95NFSO054A, 6534012]
[paragraph, [427.0, 364.0, 270.0, 18.0], shoonya_0sHY95NFSO054A, 6534012]
[paragraph, [430.0, 392.0, 266.0, 18.0], uZsAIZWE0S, 6534012]
[paragraph, [430.0, 410.0, 266.0, 18.0], uZsAIZWE0S, 6534012]
