[1275, 1650]
[folio, [228.0, 127.0, 555.0, 18.0], shoonya_2sDJVQBI20DV57, 5764562]
[folio, [228.0, 145.0, 555.0, 18.0], shoonya_2sDJVQBI20DV57, 5764562]
[folio, [228.0, 163.0, 555.0, 18.0], shoonya_2sDJVQBI20DV57, 5764562]
[folio, [228.0, 181.0, 555.0, 18.0], shoonya_2sDJVQBI20DV57, 5764562]
[folio, [228.0, 199.0, 555.0, 18.0], shoonya_2sDJVQBI20DV57, 5764562]
[folio, [228.0, 217.0, 555.0, 18.0], shoonya_2sDJVQBI20DV57, 5764562]
[folio, [228.0, 235.0, 555.0, 18.0], shoonya_2sDJVQBI20DV57, 5764562]
[folio, [228.0, 253.0, 555.0, 18.0], shoonya_2sDJVQBI20DV57, 5764562]
[folio, [228.0, 271.0, 555.0, 18.0], shoonya_2sDJVQBI20DV57, 5764562]
[folio, [228.0, 289.0, 555.0, 18.0], shoonya_2sDJVQBI20DV57, 5764562]
[sidebar, [84.0, 321.0, 121.0, 18.0], KI3oIjmMHC, 5764562]
[sidebar, [571.0, 328.0, 208.0, 18.0], 4TywAkRn5-, 5764562]
[sidebar, [637.0, 358.0, 144.0, 18.0], w2U7uScO0g, 5764562]
[sidebar, [637.0, 376.0, 144.0, 18.0], w2U7uScO0g, 5764562]
[second-level-question, [70.0, 406.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 424.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 442.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 460.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 478.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 496.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 514.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 532.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 550.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 568.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 586.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 604.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 622.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 640.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 658.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 676.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 694.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 712.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 730.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 748.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 766.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 784.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 802.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 820.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 838.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 856.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 874.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 892.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 910.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 928.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 946.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 964.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 982.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[second-level-question, [70.0, 1000.0, 738.0, 18.0], U0W57WMzE7, 5764562]
[folio, [447.0, 1118.0, 255.0, 18.0], SLUfgVX-81, 5764562]
[folio, [447.0, 1136.0, 255.0, 18.0], SLUfgVX-81, 5764562]
