[681, 511]
[folio, [321.0, 29.0, 126.0, 18.0], g_C2QGMfGK, 5761704]
[paragraph, [256.0, 55.0, 223.0, 18.0], shoonya_1sMH7J1VVJYU17, 5761704]
[paragraph, [256.0, 73.0, 223.0, 18.0], shoonya_1sMH7J1VVJYU17, 5761704]
[paragraph, [28.0, 56.0, 223.0, 18.0], shoonya_2s60PFJ9904H11, 5761704]
[paragraph, [28.0, 74.0, 223.0, 18.0], shoonya_2s60PFJ9904H11, 5761704]
[paragraph, [28.0, 92.0, 223.0, 18.0], shoonya_2s60PFJ9904H11, 5761704]
[paragraph, [28.0, 110.0, 223.0, 18.0], shoonya_2s60PFJ9904H11, 5761704]
[paragraph, [28.0, 128.0, 223.0, 18.0], shoonya_2s60PFJ9904H11, 5761704]
[paragraph, [28.0, 146.0, 223.0, 18.0], shoonya_2s60PFJ9904H11, 5761704]
[paragraph, [28.0, 164.0, 223.0, 18.0], shoonya_2s60PFJ9904H11, 5761704]
[paragraph, [28.0, 182.0, 223.0, 18.0], shoonya_2s60PFJ9904H11, 5761704]
[paragraph, [28.0, 200.0, 223.0, 18.0], shoonya_2s60PFJ9904H11, 5761704]
[paragraph, [28.0, 218.0, 223.0, 18.0], shoonya_2s60PFJ9904H11, 5761704]
[paragraph, [28.0, 236.0, 223.0, 18.0], shoonya_2s60PFJ9904H11, 5761704]
[paragraph, [254.0, 102.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 120.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 138.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 156.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 174.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 192.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 210.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 228.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 246.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 264.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 282.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 300.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 318.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 336.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 354.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 372.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 390.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 408.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 426.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 444.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 462.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 480.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 498.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [254.0, 516.0, 227.0, 18.0], shoonya_3sTFQIKNEMVTNO, 5761704]
[paragraph, [27.0, 266.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 284.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 302.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 320.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 338.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 356.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 374.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 392.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 410.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 428.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 446.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 464.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 482.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 500.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 518.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 536.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 554.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 572.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 590.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 608.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [27.0, 626.0, 226.0, 18.0], shoonya_0sG4Y3SHJ9JM10, 5761704]
[paragraph, [256.0, 542.0, 225.0, 18.0], shoonya_4sMPQZ7UCFAPQ7, 5761704]
[paragraph, [256.0, 560.0, 225.0, 18.0], shoonya_4sMPQZ7UCFAPQ7, 5761704]
[paragraph, [256.0, 578.0, 225.0, 18.0], shoonya_4sMPQZ7UCFAPQ7, 5761704]
[paragraph, [256.0, 596.0, 225.0, 18.0], shoonya_4sMPQZ7UCFAPQ7, 5761704]
[paragraph, [256.0, 614.0, 225.0, 18.0], shoonya_4sMPQZ7UCFAPQ7, 5761704]
