[3508, 2481]
[contact-info, [488.0, 370.0, 1514.0, 52.5], zPM3gnqJFr, 6490648]
[contact-info, [488.0, 422.5, 1514.0, 52.5], zPM3gnqJFr, 6490648]
[contact-info, [488.0, 475.0, 1514.0, 52.5], zPM3gnqJFr, 6490648]
[contact-info, [488.0, 527.5, 1514.0, 52.5], zPM3gnqJFr, 6490648]
[headline, [677.0, 721.0, 1078.0, 52.5], 5p0SYpGj0X, 6490648]
[headline, [677.0, 773.5, 1078.0, 52.5], 5p0SYpGj0X, 6490648]
[headline, [677.0, 826.0, 1078.0, 52.5], 5p0SYpGj0X, 6490648]
[dateline, [211.0, 1094.0, 438.0, 52.5], Kb6N3ELO7X, 6490648]
[paragraph, [192.0, 1349.0, 472.0, 52.5], kgPlgS77BG, 6490648]
[paragraph, [180.0, 1467.0, 2101.0, 52.5], rv87AsiGeP, 6490648]
[paragraph, [180.0, 1519.5, 2101.0, 52.5], rv87AsiGeP, 6490648]
[paragraph, [180.0, 1572.0, 2101.0, 52.5], rv87AsiGeP, 6490648]
[paragraph, [180.0, 1624.5, 2101.0, 52.5], rv87AsiGeP, 6490648]
[paragraph, [180.0, 1677.0, 2101.0, 52.5], rv87AsiGeP, 6490648]
[paragraph, [180.0, 1729.5, 2101.0, 52.5], rv87AsiGeP, 6490648]
[ordered-list, [236.0, 1853.0, 2092.0, 52.5], IFO6ve9Mvr, 6490648]
[ordered-list, [236.0, 1905.5, 2092.0, 52.5], IFO6ve9Mvr, 6490648]
[ordered-list, [236.0, 1958.0, 2092.0, 52.5], IFO6ve9Mvr, 6490648]
[ordered-list, [236.0, 2010.5, 2092.0, 52.5], IFO6ve9Mvr, 6490648]
[ordered-list, [236.0, 2063.0, 2092.0, 52.5], IFO6ve9Mvr, 6490648]
[ordered-list, [236.0, 2115.5, 2092.0, 52.5], IFO6ve9Mvr, 6490648]
[ordered-list, [236.0, 2168.0, 2092.0, 52.5], IFO6ve9Mvr, 6490648]
[ordered-list, [236.0, 2220.5, 2092.0, 52.5], IFO6ve9Mvr, 6490648]
[ordered-list, [236.0, 2273.0, 2092.0, 52.5], IFO6ve9Mvr, 6490648]
[ordered-list, [236.0, 2325.5, 2092.0, 52.5], IFO6ve9Mvr, 6490648]
[ordered-list, [236.0, 2378.0, 2092.0, 52.5], IFO6ve9Mvr, 6490648]
[ordered-list, [236.0, 2430.5, 2092.0, 52.5], IFO6ve9Mvr, 6490648]
[contact-info, [198.0, 2671.0, 497.0, 52.5], FHhQPZxmho, 6490648]
[contact-info, [198.0, 2723.5, 497.0, 52.5], FHhQPZxmho, 6490648]
[contact-info, [1747.0, 3287.0, 531.0, 52.5], 1oZ0iNeZAh, 6490648]
