[1034, 680]
[folio, [239.0, 68.0, 210.0, 18.0], shoonya_1sJHLM9Y84S7WO, 5740090]
[folio, [239.0, 86.0, 210.0, 18.0], shoonya_1sJHLM9Y84S7WO, 5740090]
[paragraph, [65.0, 125.0, 551.0, 18.0], shoonya_0s9QX9K24RZVBC, 5740090]
[paragraph, [65.0, 143.0, 551.0, 18.0], shoonya_0s9QX9K24RZVBC, 5740090]
[paragraph, [65.0, 161.0, 551.0, 18.0], shoonya_0s9QX9K24RZVBC, 5740090]
[paragraph, [65.0, 179.0, 551.0, 18.0], shoonya_0s9QX9K24RZVBC, 5740090]
[paragraph, [60.0, 217.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 235.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 253.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 271.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 289.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 307.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 325.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 343.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 361.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 379.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 397.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 415.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 433.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 451.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 469.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 487.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 505.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 523.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 541.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 559.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [60.0, 577.0, 552.0, 18.0], 5tMg3p6XI1, 5740090]
[paragraph, [303.0, 603.0, 305.0, 18.0], tAIafCZuUT, 5740090]
[paragraph, [64.0, 649.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 667.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 685.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 703.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 721.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 739.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 757.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 775.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 793.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 811.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 829.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 847.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 865.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 883.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 901.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 919.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
[paragraph, [64.0, 937.0, 550.0, 18.0], 4bh2FbkDEb, 5740090]
