[1263, 890]
[chapter-title, [364.0, 39.0, 274.0, 30.0], shoonya_6s8ANVNQWPTOVB, 5776452]
[paragraph, [183.0, 79.0, 639.0, 18.0], shoonya_0sU1RSSID21P9F, 5776452]
[paragraph, [183.0, 97.0, 639.0, 18.0], shoonya_0sU1RSSID21P9F, 5776452]
[paragraph, [183.0, 115.0, 639.0, 18.0], shoonya_0sU1RSSID21P9F, 5776452]
[paragraph, [183.0, 133.0, 639.0, 18.0], shoonya_0sU1RSSID21P9F, 5776452]
[paragraph, [183.0, 151.0, 639.0, 18.0], shoonya_0sU1RSSID21P9F, 5776452]
[paragraph, [183.0, 169.0, 639.0, 18.0], shoonya_0sU1RSSID21P9F, 5776452]
[paragraph, [183.0, 187.0, 639.0, 18.0], shoonya_0sU1RSSID21P9F, 5776452]
[paragraph, [183.0, 205.0, 639.0, 18.0], shoonya_0sU1RSSID21P9F, 5776452]
[paragraph, [183.0, 223.0, 639.0, 18.0], shoonya_0sU1RSSID21P9F, 5776452]
[paragraph, [183.0, 241.0, 639.0, 18.0], shoonya_0sU1RSSID21P9F, 5776452]
[paragraph, [185.0, 259.0, 635.0, 18.0], shoonya_1s91GCGT29HRPG, 5776452]
[paragraph, [185.0, 277.0, 635.0, 18.0], shoonya_1s91GCGT29HRPG, 5776452]
[paragraph, [185.0, 295.0, 635.0, 18.0], shoonya_1s91GCGT29HRPG, 5776452]
[paragraph, [185.0, 313.0, 635.0, 18.0], shoonya_1s91GCGT29HRPG, 5776452]
[paragraph, [185.0, 331.0, 635.0, 18.0], shoonya_1s91GCGT29HRPG, 5776452]
[paragraph, [185.0, 349.0, 635.0, 18.0], shoonya_1s91GCGT29HRPG, 5776452]
[paragraph, [185.0, 367.0, 635.0, 18.0], shoonya_1s91GCGT29HRPG, 5776452]
[paragraph, [185.0, 385.0, 635.0, 18.0], shoonya_1s91GCGT29HRPG, 5776452]
[paragraph, [185.0, 403.0, 635.0, 18.0], shoonya_1s91GCGT29HRPG, 5776452]
[paragraph, [187.0, 435.0, 635.0, 18.0], shoonya_4sUL871RLROR9W, 5776452]
[paragraph, [187.0, 453.0, 635.0, 18.0], shoonya_4sUL871RLROR9W, 5776452]
[paragraph, [187.0, 471.0, 635.0, 18.0], shoonya_4sUL871RLROR9W, 5776452]
[paragraph, [187.0, 489.0, 635.0, 18.0], shoonya_4sUL871RLROR9W, 5776452]
[paragraph, [187.0, 507.0, 635.0, 18.0], shoonya_4sUL871RLROR9W, 5776452]
[paragraph, [187.0, 525.0, 635.0, 18.0], shoonya_4sUL871RLROR9W, 5776452]
[paragraph, [187.0, 543.0, 635.0, 18.0], shoonya_4sUL871RLROR9W, 5776452]
[paragraph, [189.0, 556.0, 636.0, 18.0], shoonya_3sS8QCF4WVRFLK, 5776452]
[paragraph, [189.0, 574.0, 636.0, 18.0], shoonya_3sS8QCF4WVRFLK, 5776452]
[paragraph, [189.0, 592.0, 636.0, 18.0], shoonya_3sS8QCF4WVRFLK, 5776452]
[paragraph, [189.0, 610.0, 636.0, 18.0], shoonya_3sS8QCF4WVRFLK, 5776452]
[paragraph, [189.0, 628.0, 636.0, 18.0], shoonya_3sS8QCF4WVRFLK, 5776452]
[paragraph, [189.0, 646.0, 636.0, 18.0], shoonya_3sS8QCF4WVRFLK, 5776452]
[paragraph, [189.0, 664.0, 636.0, 18.0], shoonya_3sS8QCF4WVRFLK, 5776452]
[paragraph, [189.0, 682.0, 636.0, 18.0], shoonya_3sS8QCF4WVRFLK, 5776452]
[paragraph, [189.0, 700.0, 636.0, 18.0], shoonya_3sS8QCF4WVRFLK, 5776452]
[paragraph, [189.0, 718.0, 636.0, 18.0], shoonya_3sS8QCF4WVRFLK, 5776452]
[paragraph, [189.0, 736.0, 636.0, 18.0], shoonya_3sS8QCF4WVRFLK, 5776452]
[paragraph, [189.0, 754.0, 636.0, 18.0], shoonya_3sS8QCF4WVRFLK, 5776452]
[paragraph, [188.0, 789.0, 637.0, 18.0], shoonya_2sVBI0ZQAUT8IR, 5776452]
[paragraph, [188.0, 807.0, 637.0, 18.0], shoonya_2sVBI0ZQAUT8IR, 5776452]
[paragraph, [188.0, 825.0, 637.0, 18.0], shoonya_2sVBI0ZQAUT8IR, 5776452]
[paragraph, [188.0, 843.0, 637.0, 18.0], shoonya_2sVBI0ZQAUT8IR, 5776452]
[paragraph, [188.0, 861.0, 637.0, 18.0], shoonya_2sVBI0ZQAUT8IR, 5776452]
[paragraph, [188.0, 879.0, 637.0, 18.0], shoonya_2sVBI0ZQAUT8IR, 5776452]
[paragraph, [188.0, 897.0, 637.0, 18.0], shoonya_2sVBI0ZQAUT8IR, 5776452]
[paragraph, [188.0, 915.0, 637.0, 18.0], shoonya_2sVBI0ZQAUT8IR, 5776452]
[paragraph, [188.0, 933.0, 637.0, 18.0], shoonya_2sVBI0ZQAUT8IR, 5776452]
[paragraph, [188.0, 951.0, 637.0, 18.0], shoonya_2sVBI0ZQAUT8IR, 5776452]
[paragraph, [188.0, 969.0, 637.0, 18.0], shoonya_2sVBI0ZQAUT8IR, 5776452]
[paragraph, [188.0, 987.0, 637.0, 18.0], shoonya_2sVBI0ZQAUT8IR, 5776452]
[paragraph, [188.0, 1005.0, 637.0, 18.0], shoonya_2sVBI0ZQAUT8IR, 5776452]
[paragraph, [188.0, 1023.0, 637.0, 18.0], shoonya_2sVBI0ZQAUT8IR, 5776452]
[paragraph, [192.0, 1039.0, 636.0, 18.0], shoonya_5sQF4UNZLBPS59, 5776452]
[paragraph, [192.0, 1057.0, 636.0, 18.0], shoonya_5sQF4UNZLBPS59, 5776452]
