[872, 605]
[folio, [467.0, 35.0, 86.0, 18.0], lFGHQdNN39, 6456657]
[paragraph, [48.0, 73.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 91.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 109.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 127.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 145.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 163.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 181.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 199.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 217.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 235.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 253.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 271.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 289.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 307.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 325.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 343.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 361.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 379.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 397.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 415.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 433.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 451.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [48.0, 469.0, 251.0, 18.0], shoonya_0sT42UYI94694Q, 6456657]
[paragraph, [303.0, 76.0, 254.0, 18.0], RPRkY_81KG, 6456657]
[paragraph, [300.0, 107.0, 256.0, 18.0], kpbjWqaskl, 6456657]
[paragraph, [300.0, 127.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 145.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 163.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 181.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 199.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 217.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 235.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 253.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 271.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 289.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 307.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 325.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 343.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 361.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 379.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 397.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 415.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 433.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 451.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 469.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 487.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 505.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 523.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 541.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 559.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 577.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 595.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 613.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 631.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 649.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 667.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 685.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 703.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 721.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 739.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 757.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 775.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 793.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [300.0, 811.0, 256.0, 18.0], v-y8jWfAS2, 6456657]
[paragraph, [50.0, 489.0, 251.0, 18.0], OaeblBk8uL, 6456657]
[paragraph, [50.0, 507.0, 251.0, 18.0], OaeblBk8uL, 6456657]
[paragraph, [50.0, 525.0, 251.0, 18.0], OaeblBk8uL, 6456657]
[paragraph, [50.0, 543.0, 251.0, 18.0], OaeblBk8uL, 6456657]
[paragraph, [50.0, 561.0, 251.0, 18.0], OaeblBk8uL, 6456657]
[paragraph, [50.0, 579.0, 251.0, 18.0], OaeblBk8uL, 6456657]
[paragraph, [50.0, 597.0, 251.0, 18.0], OaeblBk8uL, 6456657]
[paragraph, [50.0, 615.0, 251.0, 18.0], OaeblBk8uL, 6456657]
[paragraph, [50.0, 633.0, 251.0, 18.0], OaeblBk8uL, 6456657]
[paragraph, [50.0, 651.0, 251.0, 18.0], OaeblBk8uL, 6456657]
[paragraph, [50.0, 669.0, 251.0, 18.0], OaeblBk8uL, 6456657]
[paragraph, [50.0, 687.0, 251.0, 18.0], OaeblBk8uL, 6456657]
[paragraph, [50.0, 705.0, 251.0, 18.0], OaeblBk8uL, 6456657]
[paragraph, [50.0, 723.0, 251.0, 18.0], OaeblBk8uL, 6456657]
[reference, [55.0, 757.0, 248.0, 18.0], d882NREoNK, 6456657]
[reference, [55.0, 775.0, 248.0, 18.0], d882NREoNK, 6456657]
[reference, [55.0, 793.0, 248.0, 18.0], d882NREoNK, 6456657]
[reference, [55.0, 811.0, 248.0, 18.0], d882NREoNK, 6456657]
