[794, 624]
[headline, [292.0, 59.0, 205.0, 25.5], FiXZXpfWRU, 5712551]
[sub-headline, [235.0, 105.0, 265.0, 25.5], zhx6-5Ty3k, 5712551]
[folio, [43.0, 137.0, 157.0, 18.0], HhwdsJr3vC, 5712551]
[paragraph, [201.0, 142.0, 399.0, 18.0], _cVgB4FUSA, 5712551]
[paragraph, [201.0, 160.0, 399.0, 18.0], _cVgB4FUSA, 5712551]
[paragraph, [201.0, 178.0, 399.0, 18.0], _cVgB4FUSA, 5712551]
[paragraph, [201.0, 196.0, 399.0, 18.0], _cVgB4FUSA, 5712551]
[paragraph, [201.0, 214.0, 399.0, 18.0], _cVgB4FUSA, 5712551]
[paragraph, [201.0, 232.0, 399.0, 18.0], _cVgB4FUSA, 5712551]
[paragraph, [201.0, 250.0, 399.0, 18.0], _cVgB4FUSA, 5712551]
[paragraph, [201.0, 268.0, 399.0, 18.0], _cVgB4FUSA, 5712551]
[paragraph, [201.0, 286.0, 399.0, 18.0], _cVgB4FUSA, 5712551]
[paragraph, [201.0, 304.0, 399.0, 18.0], _cVgB4FUSA, 5712551]
[author, [49.0, 171.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 189.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 207.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 225.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 243.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 261.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 279.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 297.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 315.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 333.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 351.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 369.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 387.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 405.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 423.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 441.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 459.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 477.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[author, [49.0, 495.0, 150.0, 18.0], 8n8cHTZNuH, 5712551]
[paragraph, [203.0, 324.0, 393.0, 18.0], W5jZhyE_RJ, 5712551]
[paragraph, [203.0, 342.0, 393.0, 18.0], W5jZhyE_RJ, 5712551]
[paragraph, [203.0, 360.0, 393.0, 18.0], W5jZhyE_RJ, 5712551]
[paragraph, [203.0, 378.0, 393.0, 18.0], W5jZhyE_RJ, 5712551]
[paragraph, [203.0, 396.0, 393.0, 18.0], W5jZhyE_RJ, 5712551]
[paragraph, [203.0, 414.0, 393.0, 18.0], W5jZhyE_RJ, 5712551]
[paragraph, [203.0, 432.0, 393.0, 18.0], W5jZhyE_RJ, 5712551]
[paragraph, [203.0, 450.0, 393.0, 18.0], W5jZhyE_RJ, 5712551]
[paragraph, [203.0, 468.0, 393.0, 18.0], W5jZhyE_RJ, 5712551]
[paragraph, [203.0, 486.0, 393.0, 18.0], W5jZhyE_RJ, 5712551]
[paragraph, [209.0, 521.0, 374.0, 18.0], shoonya_0sAHE9G4HLZNL4, 5712551]
[paragraph, [209.0, 539.0, 374.0, 18.0], shoonya_0sAHE9G4HLZNL4, 5712551]
[paragraph, [209.0, 557.0, 374.0, 18.0], shoonya_0sAHE9G4HLZNL4, 5712551]
[paragraph, [209.0, 575.0, 374.0, 18.0], shoonya_0sAHE9G4HLZNL4, 5712551]
[paragraph, [209.0, 593.0, 374.0, 18.0], shoonya_0sAHE9G4HLZNL4, 5712551]
[paragraph, [209.0, 611.0, 374.0, 18.0], shoonya_0sAHE9G4HLZNL4, 5712551]
[paragraph, [209.0, 629.0, 374.0, 18.0], shoonya_0sAHE9G4HLZNL4, 5712551]
[paragraph, [209.0, 647.0, 374.0, 18.0], shoonya_0sAHE9G4HLZNL4, 5712551]
[paragraph, [209.0, 665.0, 374.0, 18.0], shoonya_0sAHE9G4HLZNL4, 5712551]
[paragraph, [209.0, 683.0, 374.0, 18.0], shoonya_0sAHE9G4HLZNL4, 5712551]
[paragraph, [209.0, 701.0, 374.0, 18.0], shoonya_0sAHE9G4HLZNL4, 5712551]
[contact-info, [49.0, 580.0, 147.0, 18.0], PmYxEr4kzT, 5712551]
[contact-info, [49.0, 598.0, 147.0, 18.0], PmYxEr4kzT, 5712551]
[contact-info, [49.0, 616.0, 147.0, 18.0], PmYxEr4kzT, 5712551]
[website-link, [54.0, 641.0, 138.0, 18.0], WsAeARPUJj, 5712551]
[website-link, [54.0, 659.0, 138.0, 18.0], WsAeARPUJj, 5712551]
[website-link, [54.0, 677.0, 138.0, 18.0], WsAeARPUJj, 5712551]
[website-link, [54.0, 695.0, 138.0, 18.0], WsAeARPUJj, 5712551]
[folio, [36.0, 742.0, 51.0, 18.0], Irv_HXU8fq, 5712551]
