[1200, 825]
[paragraph, [141.0, 107.0, 539.0, 18.0], shoonya_4sYNT6VWMAM9BS, 5691392]
[paragraph, [141.0, 125.0, 539.0, 18.0], shoonya_4sYNT6VWMAM9BS, 5691392]
[paragraph, [141.0, 143.0, 539.0, 18.0], shoonya_4sYNT6VWMAM9BS, 5691392]
[paragraph, [140.0, 175.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 193.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 211.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 229.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 247.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 265.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 283.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 301.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 319.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 337.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 355.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 373.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 391.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 409.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 427.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 445.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 463.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 481.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 499.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 517.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 535.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 553.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 571.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 589.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 607.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 625.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 643.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [140.0, 661.0, 545.0, 18.0], shoonya_1s8FCT3N3SPBDD, 5691392]
[paragraph, [139.0, 689.0, 547.0, 18.0], shoonya_2sJC46RAW62WSE, 5691392]
[paragraph, [139.0, 707.0, 547.0, 18.0], shoonya_2sJC46RAW62WSE, 5691392]
[paragraph, [139.0, 725.0, 547.0, 18.0], shoonya_2sJC46RAW62WSE, 5691392]
[paragraph, [139.0, 743.0, 547.0, 18.0], shoonya_2sJC46RAW62WSE, 5691392]
[paragraph, [139.0, 761.0, 547.0, 18.0], shoonya_2sJC46RAW62WSE, 5691392]
[paragraph, [139.0, 779.0, 547.0, 18.0], shoonya_2sJC46RAW62WSE, 5691392]
[paragraph, [139.0, 797.0, 547.0, 18.0], shoonya_2sJC46RAW62WSE, 5691392]
[paragraph, [139.0, 815.0, 547.0, 18.0], shoonya_2sJC46RAW62WSE, 5691392]
[paragraph, [139.0, 833.0, 547.0, 18.0], shoonya_2sJC46RAW62WSE, 5691392]
[paragraph, [139.0, 851.0, 547.0, 18.0], shoonya_2sJC46RAW62WSE, 5691392]
[paragraph, [139.0, 869.0, 547.0, 18.0], shoonya_2sJC46RAW62WSE, 5691392]
[paragraph, [137.0, 889.0, 548.0, 18.0], shoonya_0sZTIFP7MT919S, 5691392]
[paragraph, [137.0, 907.0, 548.0, 18.0], shoonya_0sZTIFP7MT919S, 5691392]
[paragraph, [137.0, 925.0, 548.0, 18.0], shoonya_0sZTIFP7MT919S, 5691392]
[paragraph, [137.0, 943.0, 548.0, 18.0], shoonya_0sZTIFP7MT919S, 5691392]
[paragraph, [137.0, 961.0, 548.0, 18.0], shoonya_0sZTIFP7MT919S, 5691392]
[paragraph, [137.0, 979.0, 548.0, 18.0], shoonya_0sZTIFP7MT919S, 5691392]
[paragraph, [137.0, 997.0, 548.0, 18.0], shoonya_0sZTIFP7MT919S, 5691392]
[paragraph, [137.0, 1015.0, 548.0, 18.0], shoonya_0sZTIFP7MT919S, 5691392]
