[1388, 886]
[folio, [424.0, 70.0, 44.0, 18.0], shoonya_3sF5QMR6VFMO3M, 5742009]
[folio, [424.0, 88.0, 44.0, 18.0], shoonya_3sF5QMR6VFMO3M, 5742009]
[paragraph, [444.0, 124.0, 401.0, 18.0], 5kxrYOjxFB, 5742009]
[paragraph, [444.0, 142.0, 401.0, 18.0], 5kxrYOjxFB, 5742009]
[paragraph, [444.0, 160.0, 401.0, 18.0], 5kxrYOjxFB, 5742009]
[paragraph, [444.0, 178.0, 401.0, 18.0], 5kxrYOjxFB, 5742009]
[paragraph, [444.0, 196.0, 401.0, 18.0], 5kxrYOjxFB, 5742009]
[paragraph, [444.0, 214.0, 401.0, 18.0], 5kxrYOjxFB, 5742009]
[paragraph, [444.0, 232.0, 401.0, 18.0], 5kxrYOjxFB, 5742009]
[paragraph, [444.0, 250.0, 401.0, 18.0], 5kxrYOjxFB, 5742009]
[paragraph, [444.0, 268.0, 401.0, 18.0], 5kxrYOjxFB, 5742009]
[paragraph, [444.0, 286.0, 401.0, 18.0], 5kxrYOjxFB, 5742009]
[paragraph, [33.0, 126.0, 400.0, 18.0], aHAQtY2OX5, 5742009]
[paragraph, [33.0, 144.0, 400.0, 18.0], aHAQtY2OX5, 5742009]
[paragraph, [33.0, 162.0, 400.0, 18.0], aHAQtY2OX5, 5742009]
[paragraph, [33.0, 180.0, 400.0, 18.0], aHAQtY2OX5, 5742009]
[paragraph, [33.0, 198.0, 400.0, 18.0], aHAQtY2OX5, 5742009]
[paragraph, [33.0, 216.0, 400.0, 18.0], aHAQtY2OX5, 5742009]
[paragraph, [33.0, 234.0, 400.0, 18.0], aHAQtY2OX5, 5742009]
[paragraph, [33.0, 252.0, 400.0, 18.0], aHAQtY2OX5, 5742009]
[paragraph, [33.0, 270.0, 400.0, 18.0], aHAQtY2OX5, 5742009]
[paragraph, [33.0, 288.0, 400.0, 18.0], aHAQtY2OX5, 5742009]
[paragraph, [33.0, 306.0, 400.0, 18.0], aHAQtY2OX5, 5742009]
[paragraph, [33.0, 324.0, 400.0, 18.0], aHAQtY2OX5, 5742009]
[paragraph, [33.0, 342.0, 400.0, 18.0], aHAQtY2OX5, 5742009]
[paragraph, [451.0, 311.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 329.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 347.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 365.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 383.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 401.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 419.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 437.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 455.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 473.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 491.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 509.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 527.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 545.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 563.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 581.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 599.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 617.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 635.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 653.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 671.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 689.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 707.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 725.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 743.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 761.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 779.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 797.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [451.0, 815.0, 394.0, 18.0], shoonya_2sOKXO1A3CLFLE, 5742009]
[paragraph, [28.0, 397.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 415.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 433.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 451.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 469.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 487.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 505.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 523.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 541.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 559.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 577.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 595.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 613.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 631.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 649.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 667.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 685.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 703.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 721.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 739.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 757.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 775.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 793.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 811.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 829.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 847.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 865.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 883.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 901.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 919.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 937.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 955.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 973.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 991.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1009.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1027.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1045.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1063.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1081.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1099.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1117.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1135.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1153.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1171.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1189.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1207.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1225.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1243.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1261.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1279.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [28.0, 1297.0, 415.0, 18.0], shoonya_1s02PYRQ7I12JW, 5742009]
[paragraph, [450.0, 845.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 863.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 881.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 899.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 917.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
[paragraph, [450.0, 935.0, 413.0, 18.0], shoonya_0s9M3KG9365WI8, 5742009]
