[1945, 1492]
[chapter-title, [402.0, 155.0, 645.0, 58.5], shoonya_5s0W1Q1LQJ4DHE, 5750197]
[paragraph, [197.0, 269.0, 1044.0, 36.0], shoonya_1sWC2XDAPO81YB, 5750197]
[paragraph, [197.0, 305.0, 1044.0, 36.0], shoonya_1sWC2XDAPO81YB, 5750197]
[paragraph, [197.0, 341.0, 1044.0, 36.0], shoonya_1sWC2XDAPO81YB, 5750197]
[paragraph, [197.0, 377.0, 1044.0, 36.0], shoonya_1sWC2XDAPO81YB, 5750197]
[paragraph, [197.0, 413.0, 1044.0, 36.0], shoonya_1sWC2XDAPO81YB, 5750197]
[paragraph, [197.0, 449.0, 1044.0, 36.0], shoonya_1sWC2XDAPO81YB, 5750197]
[paragraph, [197.0, 485.0, 1044.0, 36.0], shoonya_1sWC2XDAPO81YB, 5750197]
[paragraph, [197.0, 521.0, 1044.0, 36.0], shoonya_1sWC2XDAPO81YB, 5750197]
[paragraph, [197.0, 557.0, 1044.0, 36.0], shoonya_1sWC2XDAPO81YB, 5750197]
[paragraph, [199.0, 629.0, 1039.0, 36.0], shoonya_2s7IZ22RBIFBEY, 5750197]
[paragraph, [199.0, 665.0, 1039.0, 36.0], shoonya_2s7IZ22RBIFBEY, 5750197]
[paragraph, [199.0, 701.0, 1039.0, 36.0], shoonya_2s7IZ22RBIFBEY, 5750197]
[paragraph, [199.0, 737.0, 1039.0, 36.0], shoonya_2s7IZ22RBIFBEY, 5750197]
[paragraph, [199.0, 773.0, 1039.0, 36.0], shoonya_2s7IZ22RBIFBEY, 5750197]
[paragraph, [199.0, 809.0, 1039.0, 36.0], shoonya_2s7IZ22RBIFBEY, 5750197]
[paragraph, [199.0, 859.0, 1040.0, 36.0], shoonya_3s15VN462D9N1K, 5750197]
[paragraph, [199.0, 895.0, 1040.0, 36.0], shoonya_3s15VN462D9N1K, 5750197]
[paragraph, [199.0, 931.0, 1040.0, 36.0], shoonya_3s15VN462D9N1K, 5750197]
[paragraph, [199.0, 967.0, 1040.0, 36.0], shoonya_3s15VN462D9N1K, 5750197]
[paragraph, [199.0, 1003.0, 1040.0, 36.0], shoonya_3s15VN462D9N1K, 5750197]
[paragraph, [199.0, 1039.0, 1040.0, 36.0], shoonya_3s15VN462D9N1K, 5750197]
[paragraph, [200.0, 1086.0, 1041.0, 36.0], shoonya_0sIXYV0YYJDVLS, 5750197]
[paragraph, [200.0, 1122.0, 1041.0, 36.0], shoonya_0sIXYV0YYJDVLS, 5750197]
[paragraph, [200.0, 1158.0, 1041.0, 36.0], shoonya_0sIXYV0YYJDVLS, 5750197]
[paragraph, [200.0, 1194.0, 1041.0, 36.0], shoonya_0sIXYV0YYJDVLS, 5750197]
[paragraph, [200.0, 1230.0, 1041.0, 36.0], shoonya_0sIXYV0YYJDVLS, 5750197]
[paragraph, [200.0, 1266.0, 1041.0, 36.0], shoonya_0sIXYV0YYJDVLS, 5750197]
[paragraph, [200.0, 1302.0, 1041.0, 36.0], shoonya_0sIXYV0YYJDVLS, 5750197]
[paragraph, [200.0, 1338.0, 1041.0, 36.0], shoonya_0sIXYV0YYJDVLS, 5750197]
[paragraph, [200.0, 1374.0, 1041.0, 36.0], shoonya_0sIXYV0YYJDVLS, 5750197]
[paragraph, [197.0, 1444.0, 1051.0, 36.0], shoonya_4sJEZQSI5W49JB, 5750197]
[paragraph, [197.0, 1480.0, 1051.0, 36.0], shoonya_4sJEZQSI5W49JB, 5750197]
[paragraph, [197.0, 1516.0, 1051.0, 36.0], shoonya_4sJEZQSI5W49JB, 5750197]
[paragraph, [197.0, 1552.0, 1051.0, 36.0], shoonya_4sJEZQSI5W49JB, 5750197]
[paragraph, [197.0, 1588.0, 1051.0, 36.0], shoonya_4sJEZQSI5W49JB, 5750197]
[paragraph, [197.0, 1624.0, 1051.0, 36.0], shoonya_4sJEZQSI5W49JB, 5750197]
