[842, 595]
[folio, [226.0, 127.0, 126.0, 18.0], dgpStYeeSM, 6513607]
[folio, [366.0, 127.0, 78.0, 18.0], QGD_blQLDK, 6513607]
[paragraph, [126.0, 161.0, 330.0, 18.0], shoonya_0sPE2PGX13DSY1, 6513607]
[paragraph, [126.0, 179.0, 330.0, 18.0], shoonya_0sPE2PGX13DSY1, 6513607]
[paragraph, [126.0, 197.0, 330.0, 18.0], shoonya_0sPE2PGX13DSY1, 6513607]
[paragraph, [126.0, 215.0, 330.0, 18.0], shoonya_0sPE2PGX13DSY1, 6513607]
[paragraph, [126.0, 233.0, 330.0, 18.0], shoonya_0sPE2PGX13DSY1, 6513607]
[paragraph, [126.0, 251.0, 330.0, 18.0], shoonya_0sPE2PGX13DSY1, 6513607]
[paragraph, [126.0, 269.0, 330.0, 18.0], shoonya_0sPE2PGX13DSY1, 6513607]
[paragraph, [126.0, 287.0, 330.0, 18.0], shoonya_0sPE2PGX13DSY1, 6513607]
[paragraph, [126.0, 305.0, 330.0, 18.0], shoonya_0sPE2PGX13DSY1, 6513607]
[paragraph, [126.0, 323.0, 330.0, 18.0], shoonya_0sPE2PGX13DSY1, 6513607]
[paragraph, [126.0, 341.0, 330.0, 18.0], shoonya_0sPE2PGX13DSY1, 6513607]
[paragraph, [126.0, 359.0, 330.0, 18.0], shoonya_0sPE2PGX13DSY1, 6513607]
[paragraph, [126.0, 377.0, 330.0, 18.0], shoonya_0sPE2PGX13DSY1, 6513607]
[paragraph, [126.0, 395.0, 330.0, 18.0], shoonya_0sPE2PGX13DSY1, 6513607]
[paragraph, [126.0, 413.0, 330.0, 18.0], shoonya_0sPE2PGX13DSY1, 6513607]
[paragraph, [125.0, 443.0, 331.0, 18.0], 6m7b9lD1rm, 6513607]
[paragraph, [125.0, 461.0, 331.0, 18.0], 6m7b9lD1rm, 6513607]
[paragraph, [125.0, 479.0, 331.0, 18.0], 6m7b9lD1rm, 6513607]
[paragraph, [125.0, 497.0, 331.0, 18.0], 6m7b9lD1rm, 6513607]
[paragraph, [125.0, 515.0, 331.0, 18.0], 6m7b9lD1rm, 6513607]
[paragraph, [125.0, 533.0, 331.0, 18.0], 6m7b9lD1rm, 6513607]
[paragraph, [125.0, 551.0, 331.0, 18.0], 6m7b9lD1rm, 6513607]
[paragraph, [125.0, 569.0, 331.0, 18.0], 6m7b9lD1rm, 6513607]
[paragraph, [125.0, 587.0, 331.0, 18.0], 6m7b9lD1rm, 6513607]
[paragraph, [125.0, 605.0, 331.0, 18.0], 6m7b9lD1rm, 6513607]
[paragraph, [125.0, 623.0, 331.0, 18.0], 6m7b9lD1rm, 6513607]
[paragraph, [125.0, 641.0, 331.0, 18.0], 6m7b9lD1rm, 6513607]
