[2339, 1653]
[paragraph, [322.0, 164.0, 1142.0, 36.0], shoonya_1sSB4FYH3DQCQA, 5734010]
[paragraph, [322.0, 200.0, 1142.0, 36.0], shoonya_1sSB4FYH3DQCQA, 5734010]
[paragraph, [322.0, 236.0, 1142.0, 36.0], shoonya_1sSB4FYH3DQCQA, 5734010]
[paragraph, [322.0, 272.0, 1142.0, 36.0], shoonya_1sSB4FYH3DQCQA, 5734010]
[paragraph, [322.0, 308.0, 1142.0, 36.0], shoonya_1sSB4FYH3DQCQA, 5734010]
[paragraph, [322.0, 344.0, 1142.0, 36.0], shoonya_1sSB4FYH3DQCQA, 5734010]
[paragraph, [322.0, 380.0, 1142.0, 36.0], shoonya_1sSB4FYH3DQCQA, 5734010]
[paragraph, [322.0, 446.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 482.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 518.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 554.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 590.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 626.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 662.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 698.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 734.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 770.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 806.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 842.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 878.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 914.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 950.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 986.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 1022.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 1058.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 1094.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 1130.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 1166.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 1202.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 1238.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 1274.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 1310.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 1346.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 1382.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 1418.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 1454.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [322.0, 1490.0, 1141.0, 36.0], shoonya_2sN3ODAQVFX99E, 5734010]
[paragraph, [324.0, 1553.0, 1140.0, 36.0], shoonya_0s1BPF5GJ2KNAW, 5734010]
[paragraph, [324.0, 1589.0, 1140.0, 36.0], shoonya_0s1BPF5GJ2KNAW, 5734010]
[paragraph, [324.0, 1625.0, 1140.0, 36.0], shoonya_0s1BPF5GJ2KNAW, 5734010]
[paragraph, [324.0, 1661.0, 1140.0, 36.0], shoonya_0s1BPF5GJ2KNAW, 5734010]
[paragraph, [324.0, 1697.0, 1140.0, 36.0], shoonya_0s1BPF5GJ2KNAW, 5734010]
[paragraph, [324.0, 1733.0, 1140.0, 36.0], shoonya_0s1BPF5GJ2KNAW, 5734010]
[paragraph, [324.0, 1769.0, 1140.0, 36.0], shoonya_0s1BPF5GJ2KNAW, 5734010]
[paragraph, [324.0, 1805.0, 1140.0, 36.0], shoonya_0s1BPF5GJ2KNAW, 5734010]
[paragraph, [324.0, 1841.0, 1140.0, 36.0], shoonya_0s1BPF5GJ2KNAW, 5734010]
[paragraph, [324.0, 1877.0, 1140.0, 36.0], shoonya_0s1BPF5GJ2KNAW, 5734010]
[paragraph, [324.0, 1913.0, 1140.0, 36.0], shoonya_0s1BPF5GJ2KNAW, 5734010]
[paragraph, [324.0, 1949.0, 1140.0, 36.0], shoonya_0s1BPF5GJ2KNAW, 5734010]
[paragraph, [324.0, 1985.0, 1140.0, 36.0], shoonya_0s1BPF5GJ2KNAW, 5734010]
[paragraph, [324.0, 2021.0, 1140.0, 36.0], shoonya_0s1BPF5GJ2KNAW, 5734010]
[paragraph, [324.0, 2057.0, 1140.0, 36.0], shoonya_0s1BPF5GJ2KNAW, 5734010]
[folio, [813.0, 2157.0, 579.0, 36.0], 5XfXCjGS0r, 5734010]
