[2339, 1653]
[folio, [694.0, 250.0, 245.0, 36.0], ID_aJItIBC, 5686119]
[section-title, [456.0, 322.0, 723.0, 52.5], X6VIpC--_x, 5686119]
[paragraph, [246.0, 607.0, 1154.0, 36.0], shoonya_0s64LAVGLF78TX, 5686119]
[paragraph, [246.0, 643.0, 1154.0, 36.0], shoonya_0s64LAVGLF78TX, 5686119]
[paragraph, [246.0, 679.0, 1154.0, 36.0], shoonya_0s64LAVGLF78TX, 5686119]
[paragraph, [246.0, 715.0, 1154.0, 36.0], shoonya_0s64LAVGLF78TX, 5686119]
[paragraph, [246.0, 751.0, 1154.0, 36.0], shoonya_0s64LAVGLF78TX, 5686119]
[paragraph, [246.0, 787.0, 1154.0, 36.0], shoonya_0s64LAVGLF78TX, 5686119]
[paragraph, [246.0, 823.0, 1154.0, 36.0], shoonya_0s64LAVGLF78TX, 5686119]
[paragraph, [440.0, 879.0, 962.0, 36.0], shoonya_2s81B7SRBW52KG, 5686119]
[paragraph, [440.0, 915.0, 962.0, 36.0], shoonya_2s81B7SRBW52KG, 5686119]
[paragraph, [440.0, 951.0, 962.0, 36.0], shoonya_2s81B7SRBW52KG, 5686119]
[paragraph, [440.0, 987.0, 962.0, 36.0], shoonya_2s81B7SRBW52KG, 5686119]
[paragraph, [440.0, 1023.0, 962.0, 36.0], shoonya_2s81B7SRBW52KG, 5686119]
[paragraph, [245.0, 1107.0, 1156.0, 36.0], shoonya_3sR5ULSX5SMNK2, 5686119]
[paragraph, [245.0, 1143.0, 1156.0, 36.0], shoonya_3sR5ULSX5SMNK2, 5686119]
[paragraph, [245.0, 1179.0, 1156.0, 36.0], shoonya_3sR5ULSX5SMNK2, 5686119]
[paragraph, [245.0, 1215.0, 1156.0, 36.0], shoonya_3sR5ULSX5SMNK2, 5686119]
[paragraph, [245.0, 1251.0, 1156.0, 36.0], shoonya_3sR5ULSX5SMNK2, 5686119]
[paragraph, [245.0, 1287.0, 1156.0, 36.0], shoonya_3sR5ULSX5SMNK2, 5686119]
[paragraph, [245.0, 1323.0, 1156.0, 36.0], shoonya_3sR5ULSX5SMNK2, 5686119]
[paragraph, [245.0, 1359.0, 1156.0, 36.0], shoonya_3sR5ULSX5SMNK2, 5686119]
[paragraph, [245.0, 1395.0, 1156.0, 36.0], shoonya_3sR5ULSX5SMNK2, 5686119]
[paragraph, [249.0, 1455.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 1491.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 1527.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 1563.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 1599.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 1635.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 1671.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 1707.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 1743.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 1779.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 1815.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 1851.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 1887.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 1923.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 1959.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 1995.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 2031.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 2067.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
[paragraph, [249.0, 2103.0, 1153.0, 36.0], shoonya_1sBCJLLT4AMIXT, 5686119]
