[2339, 1653]
[folio, [276.0, 204.0, 223.0, 36.0], CMnDijIiDt, 5654825]
[folio, [276.0, 240.0, 223.0, 36.0], CMnDijIiDt, 5654825]
[paragraph, [283.0, 311.0, 1088.0, 36.0], shoonya_2s3OUI2G1YHL4E, 5654825]
[paragraph, [283.0, 347.0, 1088.0, 36.0], shoonya_2s3OUI2G1YHL4E, 5654825]
[paragraph, [283.0, 383.0, 1088.0, 36.0], shoonya_2s3OUI2G1YHL4E, 5654825]
[paragraph, [283.0, 419.0, 1088.0, 36.0], shoonya_2s3OUI2G1YHL4E, 5654825]
[paragraph, [283.0, 455.0, 1088.0, 36.0], shoonya_2s3OUI2G1YHL4E, 5654825]
[paragraph, [283.0, 491.0, 1088.0, 36.0], shoonya_2s3OUI2G1YHL4E, 5654825]
[paragraph, [283.0, 527.0, 1088.0, 36.0], shoonya_2s3OUI2G1YHL4E, 5654825]
[paragraph, [266.0, 574.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 610.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 646.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 682.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 718.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 754.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 790.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 826.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 862.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 898.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 934.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 970.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 1006.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 1042.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 1078.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 1114.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 1150.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 1186.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [266.0, 1222.0, 1119.0, 36.0], shoonya_1s45YQ4GIYDQHE, 5654825]
[paragraph, [274.0, 1278.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1314.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1350.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1386.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1422.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1458.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1494.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1530.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1566.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1602.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1638.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1674.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1710.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1746.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1782.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1818.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1854.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1890.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1926.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1962.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 1998.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
[paragraph, [274.0, 2034.0, 1111.0, 36.0], shoonya_0sQVAZGYH2N0CW, 5654825]
