[2339, 1656]
[paragraph, [189.0, 193.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 229.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 265.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 301.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 337.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 373.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 409.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 445.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 481.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 517.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 553.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 589.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 625.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 661.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 697.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 733.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 769.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 805.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 841.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 877.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 913.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 949.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [189.0, 985.0, 1278.0, 36.0], shoonya_0sCLKU2PBQLI8L, 5731299]
[paragraph, [187.0, 1065.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1101.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1137.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1173.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1209.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1245.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1281.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1317.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1353.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1389.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1425.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1461.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1497.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1533.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1569.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1605.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1641.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1677.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1713.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1749.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1785.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1821.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1857.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1893.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1929.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 1965.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 2001.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 2037.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
[paragraph, [187.0, 2073.0, 1278.0, 36.0], shoonya_1sMY7FFED7WPLY, 5731299]
