[2334, 1650]
[paragraph, [161.0, 124.0, 1356.0, 36.0], shoonya_0s8SPNCY2UW4FL, 5651901]
[paragraph, [161.0, 160.0, 1356.0, 36.0], shoonya_0s8SPNCY2UW4FL, 5651901]
[paragraph, [161.0, 196.0, 1356.0, 36.0], shoonya_0s8SPNCY2UW4FL, 5651901]
[paragraph, [161.0, 232.0, 1356.0, 36.0], shoonya_0s8SPNCY2UW4FL, 5651901]
[paragraph, [161.0, 268.0, 1356.0, 36.0], shoonya_0s8SPNCY2UW4FL, 5651901]
[paragraph, [161.0, 304.0, 1356.0, 36.0], shoonya_0s8SPNCY2UW4FL, 5651901]
[paragraph, [161.0, 340.0, 1356.0, 36.0], shoonya_0s8SPNCY2UW4FL, 5651901]
[paragraph, [161.0, 376.0, 1356.0, 36.0], shoonya_0s8SPNCY2UW4FL, 5651901]
[paragraph, [146.0, 430.0, 1390.0, 36.0], -faad6iPX6, 5651901]
[paragraph, [146.0, 466.0, 1390.0, 36.0], -faad6iPX6, 5651901]
[paragraph, [146.0, 502.0, 1390.0, 36.0], -faad6iPX6, 5651901]
[paragraph, [146.0, 538.0, 1390.0, 36.0], -faad6iPX6, 5651901]
[paragraph, [146.0, 574.0, 1390.0, 36.0], -faad6iPX6, 5651901]
[paragraph, [146.0, 610.0, 1390.0, 36.0], -faad6iPX6, 5651901]
[paragraph, [146.0, 646.0, 1390.0, 36.0], -faad6iPX6, 5651901]
[paragraph, [146.0, 682.0, 1390.0, 36.0], -faad6iPX6, 5651901]
[paragraph, [160.0, 711.0, 1274.0, 36.0], tAF2Nl0ZIt, 5651901]
[paragraph, [160.0, 747.0, 1274.0, 36.0], tAF2Nl0ZIt, 5651901]
[paragraph, [160.0, 783.0, 1274.0, 36.0], tAF2Nl0ZIt, 5651901]
[paragraph, [160.0, 819.0, 1274.0, 36.0], tAF2Nl0ZIt, 5651901]
[paragraph, [160.0, 855.0, 1274.0, 36.0], tAF2Nl0ZIt, 5651901]
[paragraph, [160.0, 891.0, 1274.0, 36.0], tAF2Nl0ZIt, 5651901]
[paragraph, [160.0, 927.0, 1274.0, 36.0], tAF2Nl0ZIt, 5651901]
[paragraph, [160.0, 963.0, 1274.0, 36.0], tAF2Nl0ZIt, 5651901]
[paragraph, [167.0, 993.0, 1264.0, 36.0], _UID6ktIWl, 5651901]
[paragraph, [167.0, 1029.0, 1264.0, 36.0], _UID6ktIWl, 5651901]
[paragraph, [167.0, 1065.0, 1264.0, 36.0], _UID6ktIWl, 5651901]
[paragraph, [167.0, 1101.0, 1264.0, 36.0], _UID6ktIWl, 5651901]
[paragraph, [167.0, 1137.0, 1264.0, 36.0], _UID6ktIWl, 5651901]
[paragraph, [167.0, 1173.0, 1264.0, 36.0], _UID6ktIWl, 5651901]
[paragraph, [167.0, 1209.0, 1264.0, 36.0], _UID6ktIWl, 5651901]
[paragraph, [167.0, 1245.0, 1264.0, 36.0], _UID6ktIWl, 5651901]
[paragraph, [167.0, 1281.0, 1264.0, 36.0], _UID6ktIWl, 5651901]
[paragraph, [167.0, 1317.0, 1264.0, 36.0], _UID6ktIWl, 5651901]
[paragraph, [167.0, 1353.0, 1264.0, 36.0], _UID6ktIWl, 5651901]
[paragraph, [167.0, 1389.0, 1264.0, 36.0], _UID6ktIWl, 5651901]
[paragraph, [167.0, 1425.0, 1264.0, 36.0], _UID6ktIWl, 5651901]
[paragraph, [167.0, 1461.0, 1264.0, 36.0], _UID6ktIWl, 5651901]
[paragraph, [159.0, 1491.0, 1249.0, 36.0], nvPDOCCVtQ, 5651901]
[paragraph, [159.0, 1527.0, 1249.0, 36.0], nvPDOCCVtQ, 5651901]
[paragraph, [159.0, 1563.0, 1249.0, 36.0], nvPDOCCVtQ, 5651901]
[paragraph, [159.0, 1599.0, 1249.0, 36.0], nvPDOCCVtQ, 5651901]
[paragraph, [159.0, 1635.0, 1249.0, 36.0], nvPDOCCVtQ, 5651901]
[paragraph, [159.0, 1671.0, 1249.0, 36.0], nvPDOCCVtQ, 5651901]
[paragraph, [159.0, 1707.0, 1249.0, 36.0], nvPDOCCVtQ, 5651901]
[paragraph, [159.0, 1743.0, 1249.0, 36.0], nvPDOCCVtQ, 5651901]
[paragraph, [159.0, 1779.0, 1249.0, 36.0], nvPDOCCVtQ, 5651901]
[paragraph, [159.0, 1815.0, 1249.0, 36.0], nvPDOCCVtQ, 5651901]
[paragraph, [168.0, 1870.0, 1233.0, 36.0], _ryHMvwacl, 5651901]
[paragraph, [168.0, 1906.0, 1233.0, 36.0], _ryHMvwacl, 5651901]
[paragraph, [168.0, 1942.0, 1233.0, 36.0], _ryHMvwacl, 5651901]
[paragraph, [168.0, 1978.0, 1233.0, 36.0], _ryHMvwacl, 5651901]
[paragraph, [168.0, 2014.0, 1233.0, 36.0], _ryHMvwacl, 5651901]
[folio, [1132.0, 2095.0, 138.0, 36.0], djVw2DhWOt, 5651901]
