[2200, 1700]
[section-title, [91.0, 278.0, 496.0, 52.5], 8ya_ek89r6, 5758290]
[section-title, [91.0, 330.5, 496.0, 52.5], 8ya_ek89r6, 5758290]
[section-title, [91.0, 383.0, 496.0, 52.5], 8ya_ek89r6, 5758290]
[section-title, [1116.0, 282.0, 483.0, 52.5], DVsGseVroC, 5758290]
[section-title, [1116.0, 334.5, 483.0, 52.5], DVsGseVroC, 5758290]
[section-title, [1116.0, 387.0, 483.0, 52.5], DVsGseVroC, 5758290]
[section-title, [609.0, 284.0, 481.0, 52.5], OEeDAVHykp, 5758290]
[section-title, [609.0, 336.5, 481.0, 52.5], OEeDAVHykp, 5758290]
[section-title, [609.0, 389.0, 481.0, 52.5], OEeDAVHykp, 5758290]
[unordered-list, [615.0, 819.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 855.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 891.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 927.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 963.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 999.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 1035.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 1071.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 1107.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 1143.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 1179.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 1215.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 1251.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 1287.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 1323.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 1359.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[unordered-list, [615.0, 1395.0, 476.0, 36.0], iY0kt3lCN9, 5758290]
[paragraph, [1118.0, 834.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 870.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 906.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 942.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 978.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 1014.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 1050.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 1086.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 1122.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 1158.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 1194.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 1230.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 1266.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 1302.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 1338.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 1374.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[paragraph, [1118.0, 1410.0, 487.0, 36.0], 7NbC-yOQHd, 5758290]
[unordered-list, [95.0, 1010.0, 491.0, 36.0], shoonya_1sUBL9RUQ5CEWD, 5758290]
[unordered-list, [95.0, 1046.0, 491.0, 36.0], shoonya_1sUBL9RUQ5CEWD, 5758290]
[unordered-list, [95.0, 1082.0, 491.0, 36.0], shoonya_1sUBL9RUQ5CEWD, 5758290]
[unordered-list, [95.0, 1118.0, 491.0, 36.0], shoonya_1sUBL9RUQ5CEWD, 5758290]
[unordered-list, [95.0, 1154.0, 491.0, 36.0], shoonya_1sUBL9RUQ5CEWD, 5758290]
[unordered-list, [95.0, 1190.0, 491.0, 36.0], shoonya_1sUBL9RUQ5CEWD, 5758290]
[unordered-list, [95.0, 1226.0, 491.0, 36.0], shoonya_1sUBL9RUQ5CEWD, 5758290]
[unordered-list, [95.0, 1262.0, 491.0, 36.0], shoonya_1sUBL9RUQ5CEWD, 5758290]
[unordered-list, [95.0, 1298.0, 491.0, 36.0], shoonya_1sUBL9RUQ5CEWD, 5758290]
