[1806, 1262]
[chapter-title, [263.0, 348.0, 703.0, 58.5], shoonya_5sSLWT2CMGNI3X, 5681775]
[author, [511.0, 473.0, 270.0, 36.0], shoonya_2s8MWY6R3E6BSX, 5681775]
[paragraph, [643.0, 555.0, 511.0, 36.0], shoonya_4sV3Y8W4M3708E, 5681775]
[paragraph, [643.0, 591.0, 511.0, 36.0], shoonya_4sV3Y8W4M3708E, 5681775]
[paragraph, [643.0, 627.0, 511.0, 36.0], shoonya_4sV3Y8W4M3708E, 5681775]
[paragraph, [643.0, 663.0, 511.0, 36.0], shoonya_4sV3Y8W4M3708E, 5681775]
[paragraph, [643.0, 699.0, 511.0, 36.0], shoonya_4sV3Y8W4M3708E, 5681775]
[paragraph, [643.0, 735.0, 511.0, 36.0], shoonya_4sV3Y8W4M3708E, 5681775]
[paragraph, [643.0, 771.0, 511.0, 36.0], shoonya_4sV3Y8W4M3708E, 5681775]
[paragraph, [643.0, 807.0, 511.0, 36.0], shoonya_4sV3Y8W4M3708E, 5681775]
[paragraph, [643.0, 843.0, 511.0, 36.0], shoonya_4sV3Y8W4M3708E, 5681775]
[paragraph, [643.0, 879.0, 511.0, 36.0], shoonya_4sV3Y8W4M3708E, 5681775]
[paragraph, [643.0, 915.0, 511.0, 36.0], shoonya_4sV3Y8W4M3708E, 5681775]
[paragraph, [96.0, 556.0, 507.0, 36.0], shoonya_1s9BVUHUV1PJTZ, 5681775]
[paragraph, [96.0, 592.0, 507.0, 36.0], shoonya_1s9BVUHUV1PJTZ, 5681775]
[paragraph, [96.0, 628.0, 507.0, 36.0], shoonya_1s9BVUHUV1PJTZ, 5681775]
[paragraph, [96.0, 664.0, 507.0, 36.0], shoonya_1s9BVUHUV1PJTZ, 5681775]
[paragraph, [96.0, 700.0, 507.0, 36.0], shoonya_1s9BVUHUV1PJTZ, 5681775]
[paragraph, [96.0, 736.0, 507.0, 36.0], shoonya_1s9BVUHUV1PJTZ, 5681775]
[paragraph, [95.0, 781.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 817.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 853.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 889.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 925.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 961.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 997.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 1033.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 1069.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 1105.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 1141.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 1177.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 1213.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 1249.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 1285.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 1321.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 1357.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [95.0, 1393.0, 510.0, 36.0], shoonya_0sZG3R31FYJZCY, 5681775]
[paragraph, [645.0, 965.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1001.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1037.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1073.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1109.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1145.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1181.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1217.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1253.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1289.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1325.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1361.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1397.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1433.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1469.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1505.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1541.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1577.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1613.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [645.0, 1649.0, 513.0, 36.0], shoonya_6s9EGPMAPZBLVT, 5681775]
[paragraph, [99.0, 1444.0, 511.0, 36.0], shoonya_3sC3ZI9ERSCAX1, 5681775]
[paragraph, [99.0, 1480.0, 511.0, 36.0], shoonya_3sC3ZI9ERSCAX1, 5681775]
[paragraph, [99.0, 1516.0, 511.0, 36.0], shoonya_3sC3ZI9ERSCAX1, 5681775]
[paragraph, [99.0, 1552.0, 511.0, 36.0], shoonya_3sC3ZI9ERSCAX1, 5681775]
[paragraph, [99.0, 1588.0, 511.0, 36.0], shoonya_3sC3ZI9ERSCAX1, 5681775]
[paragraph, [99.0, 1624.0, 511.0, 36.0], shoonya_3sC3ZI9ERSCAX1, 5681775]
[paragraph, [99.0, 1660.0, 511.0, 36.0], shoonya_3sC3ZI9ERSCAX1, 5681775]
