[1362, 829]
[folio, [609.0, 55.0, 119.0, 18.0], 5rM5Gusqrd, 5781632]
[folio, [609.0, 73.0, 119.0, 18.0], 5rM5Gusqrd, 5781632]
[folio, [609.0, 91.0, 119.0, 18.0], 5rM5Gusqrd, 5781632]
[figure-caption, [73.0, 197.0, 292.0, 18.0], KeqPOCGSaS, 5781632]
[figure-caption, [73.0, 215.0, 292.0, 18.0], KeqPOCGSaS, 5781632]
[figure-caption, [73.0, 233.0, 292.0, 18.0], KeqPOCGSaS, 5781632]
[figure-caption, [73.0, 251.0, 292.0, 18.0], KeqPOCGSaS, 5781632]
[figure-caption, [73.0, 269.0, 292.0, 18.0], KeqPOCGSaS, 5781632]
[figure-caption, [73.0, 287.0, 292.0, 18.0], KeqPOCGSaS, 5781632]
[figure-caption, [73.0, 305.0, 292.0, 18.0], KeqPOCGSaS, 5781632]
[figure-caption, [73.0, 323.0, 292.0, 18.0], KeqPOCGSaS, 5781632]
[figure-caption, [73.0, 341.0, 292.0, 18.0], KeqPOCGSaS, 5781632]
[sidebar, [627.0, 404.0, 100.0, 18.0], yDEr-rtjEN, 5781632]
[figure-caption, [170.0, 419.0, 471.0, 18.0], 0TbAznxmxZ, 5781632]
[ordered-list, [85.0, 458.0, 644.0, 18.0], t1gc1Hmub_, 5781632]
[ordered-list, [85.0, 476.0, 644.0, 18.0], t1gc1Hmub_, 5781632]
[ordered-list, [84.0, 512.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 530.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 548.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 566.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 584.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 602.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 620.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 638.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 656.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 674.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 692.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 710.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 728.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 746.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 764.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 782.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 800.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 818.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 836.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 854.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 872.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 890.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 908.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 926.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 944.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 962.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 980.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 998.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 1016.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 1034.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 1052.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 1070.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 1088.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 1106.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 1124.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 1142.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 1160.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 1178.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 1196.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[ordered-list, [84.0, 1214.0, 655.0, 18.0], shoonya_0s3HK3SIFT9UQ5, 5781632]
[sub-ordered-list, [85.0, 546.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [85.0, 564.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [85.0, 582.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [85.0, 600.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [85.0, 618.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [85.0, 636.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [85.0, 654.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [85.0, 672.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [85.0, 690.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [85.0, 708.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [85.0, 726.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [85.0, 744.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [85.0, 762.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [85.0, 780.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [85.0, 798.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [85.0, 816.0, 651.0, 18.0], 2vtjVsn_ic, 5781632]
[sub-ordered-list, [87.0, 895.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 913.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 931.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 949.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 967.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 985.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 1003.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 1021.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 1039.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 1057.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 1075.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 1093.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 1111.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 1129.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 1147.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 1165.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 1183.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[sub-ordered-list, [87.0, 1201.0, 649.0, 18.0], MHCApZRUC-, 5781632]
[subsub-ordered-list, [90.0, 984.0, 646.0, 18.0], BEUPnKsjB7, 5781632]
[subsub-ordered-list, [90.0, 1002.0, 646.0, 18.0], BEUPnKsjB7, 5781632]
[subsub-ordered-list, [90.0, 1020.0, 646.0, 18.0], BEUPnKsjB7, 5781632]
[subsub-ordered-list, [90.0, 1038.0, 646.0, 18.0], BEUPnKsjB7, 5781632]
[subsub-ordered-list, [90.0, 1056.0, 646.0, 18.0], BEUPnKsjB7, 5781632]
[subsub-ordered-list, [90.0, 1074.0, 646.0, 18.0], BEUPnKsjB7, 5781632]
[subsub-ordered-list, [90.0, 1092.0, 646.0, 18.0], BEUPnKsjB7, 5781632]
