[1372, 849]
[section-title, [345.0, 70.0, 166.0, 30.0], shoonya_1s58UT4NQS1CCM, 5709989]
[paragraph, [66.0, 142.0, 725.0, 18.0], shoonya_0sUNYMNUD78HS2, 5709989]
[paragraph, [66.0, 160.0, 725.0, 18.0], shoonya_0sUNYMNUD78HS2, 5709989]
[paragraph, [66.0, 178.0, 725.0, 18.0], shoonya_0sUNYMNUD78HS2, 5709989]
[paragraph, [66.0, 196.0, 725.0, 18.0], shoonya_0sUNYMNUD78HS2, 5709989]
[paragraph, [66.0, 214.0, 725.0, 18.0], shoonya_0sUNYMNUD78HS2, 5709989]
[paragraph, [66.0, 232.0, 725.0, 18.0], shoonya_0sUNYMNUD78HS2, 5709989]
[paragraph, [66.0, 250.0, 725.0, 18.0], shoonya_0sUNYMNUD78HS2, 5709989]
[paragraph, [66.0, 268.0, 725.0, 18.0], shoonya_0sUNYMNUD78HS2, 5709989]
[paragraph, [66.0, 286.0, 725.0, 18.0], shoonya_0sUNYMNUD78HS2, 5709989]
[paragraph, [66.0, 304.0, 725.0, 18.0], shoonya_0sUNYMNUD78HS2, 5709989]
[paragraph, [66.0, 322.0, 725.0, 18.0], shoonya_0sUNYMNUD78HS2, 5709989]
[paragraph, [66.0, 340.0, 725.0, 18.0], shoonya_0sUNYMNUD78HS2, 5709989]
[paragraph, [66.0, 358.0, 725.0, 18.0], shoonya_0sUNYMNUD78HS2, 5709989]
[paragraph, [66.0, 376.0, 725.0, 18.0], shoonya_0sUNYMNUD78HS2, 5709989]
[paragraph, [66.0, 394.0, 725.0, 18.0], shoonya_0sUNYMNUD78HS2, 5709989]
