[1275, 750]
[folio, [240.0, 86.0, 289.0, 18.0], DOSdlEMZxr, 5767002]
[folio, [240.0, 104.0, 289.0, 18.0], DOSdlEMZxr, 5767002]
[paragraph, [66.0, 154.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 172.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 190.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 208.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 226.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 244.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 262.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 280.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 298.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 316.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 334.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 352.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 370.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 388.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 406.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 424.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 442.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 460.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 478.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 496.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 514.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 532.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 550.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 568.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 586.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 604.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 622.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 640.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 658.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 676.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 694.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 712.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 730.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 748.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 766.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 784.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 802.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 820.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 838.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 856.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 874.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 892.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 910.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 928.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 946.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 964.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 982.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 1000.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 1018.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 1036.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 1054.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 1072.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 1090.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 1108.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 1126.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 1144.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
[paragraph, [66.0, 1162.0, 630.0, 18.0], LbvSEIEwJp, 5767002]
