[1447, 1063]
[folio, [431.0, 55.0, 195.0, 18.0], zrgOfZlTj0, 5762734]
[paragraph, [531.0, 85.0, 442.0, 18.0], DrerGVGzeh, 5762734]
[paragraph, [531.0, 103.0, 442.0, 18.0], DrerGVGzeh, 5762734]
[paragraph, [531.0, 121.0, 442.0, 18.0], DrerGVGzeh, 5762734]
[paragraph, [531.0, 139.0, 442.0, 18.0], DrerGVGzeh, 5762734]
[paragraph, [531.0, 157.0, 442.0, 18.0], DrerGVGzeh, 5762734]
[paragraph, [531.0, 175.0, 442.0, 18.0], DrerGVGzeh, 5762734]
[paragraph, [531.0, 193.0, 442.0, 18.0], DrerGVGzeh, 5762734]
[paragraph, [531.0, 211.0, 442.0, 18.0], DrerGVGzeh, 5762734]
[paragraph, [531.0, 229.0, 442.0, 18.0], DrerGVGzeh, 5762734]
[paragraph, [531.0, 247.0, 442.0, 18.0], DrerGVGzeh, 5762734]
[paragraph, [89.0, 90.0, 435.0, 18.0], F-LUOnmRgf, 5762734]
[paragraph, [89.0, 108.0, 435.0, 18.0], F-LUOnmRgf, 5762734]
[paragraph, [89.0, 126.0, 435.0, 18.0], F-LUOnmRgf, 5762734]
[paragraph, [89.0, 144.0, 435.0, 18.0], F-LUOnmRgf, 5762734]
[paragraph, [89.0, 162.0, 435.0, 18.0], F-LUOnmRgf, 5762734]
[paragraph, [89.0, 180.0, 435.0, 18.0], F-LUOnmRgf, 5762734]
[paragraph, [89.0, 198.0, 435.0, 18.0], F-LUOnmRgf, 5762734]
[paragraph, [89.0, 216.0, 435.0, 18.0], F-LUOnmRgf, 5762734]
[paragraph, [89.0, 234.0, 435.0, 18.0], F-LUOnmRgf, 5762734]
[paragraph, [90.0, 283.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 301.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 319.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 337.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 355.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 373.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 391.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 409.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 427.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 445.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 463.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 481.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 499.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 517.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 535.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 553.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 571.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 589.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [90.0, 607.0, 433.0, 18.0], FW3nfGjCcW, 5762734]
[paragraph, [535.0, 283.0, 434.0, 18.0], WPqw4kaWnL, 5762734]
[paragraph, [535.0, 301.0, 434.0, 18.0], WPqw4kaWnL, 5762734]
[paragraph, [535.0, 319.0, 434.0, 18.0], WPqw4kaWnL, 5762734]
[paragraph, [535.0, 337.0, 434.0, 18.0], WPqw4kaWnL, 5762734]
[paragraph, [535.0, 355.0, 434.0, 18.0], WPqw4kaWnL, 5762734]
[paragraph, [535.0, 373.0, 434.0, 18.0], WPqw4kaWnL, 5762734]
[paragraph, [535.0, 391.0, 434.0, 18.0], WPqw4kaWnL, 5762734]
[paragraph, [535.0, 409.0, 434.0, 18.0], WPqw4kaWnL, 5762734]
[paragraph, [535.0, 427.0, 434.0, 18.0], WPqw4kaWnL, 5762734]
[paragraph, [535.0, 445.0, 434.0, 18.0], WPqw4kaWnL, 5762734]
[paragraph, [535.0, 463.0, 434.0, 18.0], WPqw4kaWnL, 5762734]
[paragraph, [535.0, 481.0, 434.0, 18.0], WPqw4kaWnL, 5762734]
[paragraph, [535.0, 499.0, 434.0, 18.0], WPqw4kaWnL, 5762734]
[paragraph, [535.0, 517.0, 434.0, 18.0], WPqw4kaWnL, 5762734]
[paragraph, [535.0, 535.0, 434.0, 18.0], WPqw4kaWnL, 5762734]
[paragraph, [537.0, 569.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 587.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 605.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 623.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 641.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 659.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 677.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 695.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 713.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 731.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 749.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 767.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 785.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 803.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 821.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 839.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 857.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 875.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 893.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 911.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 929.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 947.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 965.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 983.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 1001.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 1019.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 1037.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 1055.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 1073.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [537.0, 1091.0, 430.0, 18.0], shoonya_0sXDTXH41YA5L6, 5762734]
[paragraph, [91.0, 638.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 656.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 674.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 692.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 710.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 728.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 746.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 764.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 782.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 800.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 818.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 836.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 854.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 872.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 890.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 908.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 926.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 944.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 962.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 980.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 998.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 1016.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 1034.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 1052.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 1070.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 1088.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 1106.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
[paragraph, [91.0, 1124.0, 435.0, 18.0], 4ZMRQwef8Y, 5762734]
