[1755, 1240]
[headline, [159.0, 136.0, 414.0, 37.5], shoonya_10sSFYF5INBBFE, 5771696]
[headline, [159.0, 173.5, 414.0, 37.5], shoonya_10sSFYF5INBBFE, 5771696]
[headline, [159.0, 211.0, 414.0, 37.5], shoonya_10sSFYF5INBBFE, 5771696]
[headline, [159.0, 248.5, 414.0, 37.5], shoonya_10sSFYF5INBBFE, 5771696]
[headline, [159.0, 286.0, 414.0, 37.5], shoonya_10sSFYF5INBBFE, 5771696]
[headline, [159.0, 323.5, 414.0, 37.5], shoonya_10sSFYF5INBBFE, 5771696]
[headline, [159.0, 361.0, 414.0, 37.5], shoonya_10sSFYF5INBBFE, 5771696]
[headline, [159.0, 398.5, 414.0, 37.5], shoonya_10sSFYF5INBBFE, 5771696]
[headline, [159.0, 436.0, 414.0, 37.5], shoonya_10sSFYF5INBBFE, 5771696]
[headline, [159.0, 473.5, 414.0, 37.5], shoonya_10sSFYF5INBBFE, 5771696]
[headline, [159.0, 511.0, 414.0, 37.5], shoonya_10sSFYF5INBBFE, 5771696]
[paragraph, [668.0, 553.0, 525.0, 36.0], shoonya_4sOFJ59HUQR226, 5771696]
[paragraph, [668.0, 589.0, 525.0, 36.0], shoonya_4sOFJ59HUQR226, 5771696]
[paragraph, [668.0, 625.0, 525.0, 36.0], shoonya_4sOFJ59HUQR226, 5771696]
[paragraph, [668.0, 661.0, 525.0, 36.0], shoonya_4sOFJ59HUQR226, 5771696]
[paragraph, [668.0, 697.0, 525.0, 36.0], shoonya_4sOFJ59HUQR226, 5771696]
[paragraph, [668.0, 733.0, 525.0, 36.0], shoonya_4sOFJ59HUQR226, 5771696]
[paragraph, [668.0, 769.0, 525.0, 36.0], shoonya_4sOFJ59HUQR226, 5771696]
[paragraph, [668.0, 805.0, 525.0, 36.0], shoonya_4sOFJ59HUQR226, 5771696]
[paragraph, [668.0, 841.0, 525.0, 36.0], shoonya_4sOFJ59HUQR226, 5771696]
[paragraph, [668.0, 877.0, 525.0, 36.0], shoonya_4sOFJ59HUQR226, 5771696]
[paragraph, [668.0, 913.0, 525.0, 36.0], shoonya_4sOFJ59HUQR226, 5771696]
[paragraph, [668.0, 949.0, 525.0, 36.0], shoonya_4sOFJ59HUQR226, 5771696]
[paragraph, [127.0, 567.0, 526.0, 36.0], shoonya_5sXEUT1D44Q12G, 5771696]
[paragraph, [127.0, 603.0, 526.0, 36.0], shoonya_5sXEUT1D44Q12G, 5771696]
[paragraph, [127.0, 639.0, 526.0, 36.0], shoonya_5sXEUT1D44Q12G, 5771696]
[paragraph, [127.0, 675.0, 526.0, 36.0], shoonya_5sXEUT1D44Q12G, 5771696]
[paragraph, [127.0, 711.0, 526.0, 36.0], shoonya_5sXEUT1D44Q12G, 5771696]
[paragraph, [127.0, 747.0, 526.0, 36.0], shoonya_5sXEUT1D44Q12G, 5771696]
[paragraph, [127.0, 783.0, 526.0, 36.0], shoonya_5sXEUT1D44Q12G, 5771696]
[paragraph, [127.0, 819.0, 526.0, 36.0], shoonya_5sXEUT1D44Q12G, 5771696]
[paragraph, [127.0, 855.0, 526.0, 36.0], shoonya_5sXEUT1D44Q12G, 5771696]
[paragraph, [128.0, 914.0, 524.0, 36.0], shoonya_3sUFC3HFHQYGPE, 5771696]
[paragraph, [128.0, 950.0, 524.0, 36.0], shoonya_3sUFC3HFHQYGPE, 5771696]
[paragraph, [128.0, 986.0, 524.0, 36.0], shoonya_3sUFC3HFHQYGPE, 5771696]
[paragraph, [128.0, 1022.0, 524.0, 36.0], shoonya_3sUFC3HFHQYGPE, 5771696]
[paragraph, [128.0, 1058.0, 524.0, 36.0], shoonya_3sUFC3HFHQYGPE, 5771696]
[paragraph, [128.0, 1094.0, 524.0, 36.0], shoonya_3sUFC3HFHQYGPE, 5771696]
[paragraph, [128.0, 1130.0, 524.0, 36.0], shoonya_3sUFC3HFHQYGPE, 5771696]
[paragraph, [669.0, 1125.0, 526.0, 36.0], shoonya_6sHIOPCW7T9FMC, 5771696]
[paragraph, [669.0, 1161.0, 526.0, 36.0], shoonya_6sHIOPCW7T9FMC, 5771696]
[paragraph, [669.0, 1197.0, 526.0, 36.0], shoonya_6sHIOPCW7T9FMC, 5771696]
[paragraph, [669.0, 1233.0, 526.0, 36.0], shoonya_6sHIOPCW7T9FMC, 5771696]
[paragraph, [669.0, 1269.0, 526.0, 36.0], shoonya_6sHIOPCW7T9FMC, 5771696]
[paragraph, [669.0, 1318.0, 525.0, 36.0], shoonya_2sDWITTAPVGN86, 5771696]
[paragraph, [669.0, 1354.0, 525.0, 36.0], shoonya_2sDWITTAPVGN86, 5771696]
[paragraph, [669.0, 1390.0, 525.0, 36.0], shoonya_2sDWITTAPVGN86, 5771696]
[paragraph, [669.0, 1426.0, 525.0, 36.0], shoonya_2sDWITTAPVGN86, 5771696]
[paragraph, [669.0, 1462.0, 525.0, 36.0], shoonya_2sDWITTAPVGN86, 5771696]
[paragraph, [669.0, 1498.0, 525.0, 36.0], shoonya_2sDWITTAPVGN86, 5771696]
[folio, [591.0, 1580.0, 163.0, 36.0], shoonya_14sEC703BQVZNW, 5771696]
[folio, [75.0, 1692.0, 188.0, 36.0], shoonya_7sSK1T4HI2VZWF, 5771696]
