[1359, 829]
[folio, [611.0, 57.0, 110.0, 18.0], Kl4F_5iOWl, 5781926]
[folio, [611.0, 75.0, 110.0, 18.0], Kl4F_5iOWl, 5781926]
[ordered-list, [85.0, 151.0, 647.0, 18.0], shoonya_3s73QYQ87U8DMW, 5781926]
[ordered-list, [85.0, 169.0, 647.0, 18.0], shoonya_3s73QYQ87U8DMW, 5781926]
[ordered-list, [85.0, 187.0, 647.0, 18.0], shoonya_3s73QYQ87U8DMW, 5781926]
[ordered-list, [85.0, 205.0, 647.0, 18.0], shoonya_3s73QYQ87U8DMW, 5781926]
[ordered-list, [85.0, 223.0, 647.0, 18.0], shoonya_3s73QYQ87U8DMW, 5781926]
[ordered-list, [85.0, 241.0, 647.0, 18.0], shoonya_3s73QYQ87U8DMW, 5781926]
[ordered-list, [81.0, 279.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 297.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 315.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 333.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 351.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 369.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 387.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 405.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 423.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 441.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 459.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 477.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 495.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 513.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 531.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 549.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 567.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 585.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 603.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 621.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 639.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 657.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 675.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 693.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 711.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 729.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 747.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 765.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 783.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 801.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 819.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 837.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 855.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 873.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 891.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 909.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 927.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 945.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 963.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 981.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 999.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 1017.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 1035.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[ordered-list, [81.0, 1053.0, 658.0, 18.0], shoonya_5sWJTNN9PL70O8, 5781926]
[sub-ordered-list, [89.0, 343.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 361.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 379.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 397.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 415.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 433.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 451.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 469.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 487.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 505.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 523.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 541.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 559.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 577.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 595.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 613.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 631.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 649.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 667.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 685.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 703.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 721.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 739.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 757.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 775.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 793.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 811.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 829.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 847.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 865.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 883.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 901.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 919.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 937.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 955.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 973.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 991.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 1009.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 1027.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[sub-ordered-list, [89.0, 1045.0, 644.0, 18.0], shoonya_0sIZ8C9SE4MAIU, 5781926]
[ordered-list, [90.0, 1124.0, 641.0, 18.0], shoonya_2sRARBGNOVYXIJ, 5781926]
[ordered-list, [90.0, 1142.0, 641.0, 18.0], shoonya_2sRARBGNOVYXIJ, 5781926]
[ordered-list, [90.0, 1160.0, 641.0, 18.0], shoonya_2sRARBGNOVYXIJ, 5781926]
[ordered-list, [90.0, 1178.0, 641.0, 18.0], shoonya_2sRARBGNOVYXIJ, 5781926]
[ordered-list, [90.0, 1196.0, 641.0, 18.0], shoonya_2sRARBGNOVYXIJ, 5781926]
