[1447, 1063]
[folio, [415.0, 54.0, 199.0, 18.0], qsjfIdafym, 5762417]
[section-title, [484.0, 111.0, 96.0, 30.0], JwdABzp0R1, 5762417]
[sub-section-title, [243.0, 165.0, 570.0, 25.5], 8p0n1svIJ7, 5762417]
[sub-section-title, [243.0, 190.5, 570.0, 25.5], 8p0n1svIJ7, 5762417]
[paragraph, [536.0, 240.0, 415.0, 18.0], YtlWCfAqch, 5762417]
[paragraph, [536.0, 258.0, 415.0, 18.0], YtlWCfAqch, 5762417]
[paragraph, [536.0, 276.0, 415.0, 18.0], YtlWCfAqch, 5762417]
[paragraph, [536.0, 294.0, 415.0, 18.0], YtlWCfAqch, 5762417]
[paragraph, [536.0, 312.0, 415.0, 18.0], YtlWCfAqch, 5762417]
[paragraph, [536.0, 330.0, 415.0, 18.0], YtlWCfAqch, 5762417]
[paragraph, [536.0, 348.0, 415.0, 18.0], YtlWCfAqch, 5762417]
[paragraph, [108.0, 241.0, 418.0, 18.0], xyDESIBKOH, 5762417]
[paragraph, [108.0, 259.0, 418.0, 18.0], xyDESIBKOH, 5762417]
[paragraph, [108.0, 277.0, 418.0, 18.0], xyDESIBKOH, 5762417]
[paragraph, [108.0, 295.0, 418.0, 18.0], xyDESIBKOH, 5762417]
[paragraph, [108.0, 313.0, 418.0, 18.0], xyDESIBKOH, 5762417]
[paragraph, [108.0, 331.0, 418.0, 18.0], xyDESIBKOH, 5762417]
[paragraph, [108.0, 349.0, 418.0, 18.0], xyDESIBKOH, 5762417]
[paragraph, [108.0, 367.0, 418.0, 18.0], xyDESIBKOH, 5762417]
[paragraph, [538.0, 383.0, 412.0, 18.0], me_SfgJGey, 5762417]
[paragraph, [538.0, 401.0, 412.0, 18.0], me_SfgJGey, 5762417]
[paragraph, [538.0, 419.0, 412.0, 18.0], me_SfgJGey, 5762417]
[paragraph, [538.0, 437.0, 412.0, 18.0], me_SfgJGey, 5762417]
[paragraph, [538.0, 455.0, 412.0, 18.0], me_SfgJGey, 5762417]
[paragraph, [538.0, 473.0, 412.0, 18.0], me_SfgJGey, 5762417]
[paragraph, [538.0, 491.0, 412.0, 18.0], me_SfgJGey, 5762417]
[paragraph, [538.0, 509.0, 412.0, 18.0], me_SfgJGey, 5762417]
[paragraph, [538.0, 527.0, 412.0, 18.0], me_SfgJGey, 5762417]
[paragraph, [538.0, 545.0, 412.0, 18.0], me_SfgJGey, 5762417]
[paragraph, [538.0, 563.0, 412.0, 18.0], me_SfgJGey, 5762417]
[paragraph, [110.0, 406.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 424.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 442.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 460.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 478.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 496.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 514.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 532.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 550.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 568.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 586.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 604.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 622.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 640.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 658.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 676.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 694.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 712.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 730.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 748.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 766.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
[paragraph, [110.0, 784.0, 416.0, 18.0], NaJPkI5ipa, 5762417]
