[2339, 1653]
[folio, [1017.0, 156.0, 457.0, 36.0], shoonya_0s37VVDF3EVU39, 5685516]
[folio, [1327.0, 250.0, 165.0, 36.0], shoonya_1sFONRHATVIZGE, 5685516]
[section-title, [657.0, 350.0, 337.0, 52.5], shoonya_3s1FEDYMSL0C0Z, 5685516]
[paragraph, [321.0, 457.0, 1170.0, 36.0], shoonya_4sJ62DZS9NGL57, 5685516]
[paragraph, [321.0, 493.0, 1170.0, 36.0], shoonya_4sJ62DZS9NGL57, 5685516]
[paragraph, [321.0, 529.0, 1170.0, 36.0], shoonya_4sJ62DZS9NGL57, 5685516]
[paragraph, [321.0, 565.0, 1170.0, 36.0], shoonya_4sJ62DZS9NGL57, 5685516]
[paragraph, [316.0, 628.0, 1175.0, 36.0], shoonya_5s1GGJV4OZ53CL, 5685516]
[paragraph, [316.0, 664.0, 1175.0, 36.0], shoonya_5s1GGJV4OZ53CL, 5685516]
[paragraph, [316.0, 700.0, 1175.0, 36.0], shoonya_5s1GGJV4OZ53CL, 5685516]
[paragraph, [316.0, 736.0, 1175.0, 36.0], shoonya_5s1GGJV4OZ53CL, 5685516]
[paragraph, [316.0, 772.0, 1175.0, 36.0], shoonya_5s1GGJV4OZ53CL, 5685516]
[paragraph, [316.0, 808.0, 1175.0, 36.0], shoonya_5s1GGJV4OZ53CL, 5685516]
[paragraph, [316.0, 844.0, 1175.0, 36.0], shoonya_5s1GGJV4OZ53CL, 5685516]
[paragraph, [316.0, 880.0, 1175.0, 36.0], shoonya_5s1GGJV4OZ53CL, 5685516]
[paragraph, [316.0, 916.0, 1175.0, 36.0], shoonya_5s1GGJV4OZ53CL, 5685516]
[paragraph, [316.0, 952.0, 1175.0, 36.0], shoonya_5s1GGJV4OZ53CL, 5685516]
[paragraph, [316.0, 988.0, 1175.0, 36.0], shoonya_5s1GGJV4OZ53CL, 5685516]
[paragraph, [316.0, 1024.0, 1175.0, 36.0], shoonya_5s1GGJV4OZ53CL, 5685516]
[paragraph, [316.0, 1060.0, 1175.0, 36.0], shoonya_5s1GGJV4OZ53CL, 5685516]
[paragraph, [318.0, 1140.0, 1179.0, 36.0], sS1N8f0uVI, 5685516]
[paragraph, [318.0, 1176.0, 1179.0, 36.0], sS1N8f0uVI, 5685516]
[paragraph, [318.0, 1212.0, 1179.0, 36.0], sS1N8f0uVI, 5685516]
[paragraph, [318.0, 1248.0, 1179.0, 36.0], sS1N8f0uVI, 5685516]
[paragraph, [318.0, 1284.0, 1179.0, 36.0], sS1N8f0uVI, 5685516]
[paragraph, [318.0, 1320.0, 1179.0, 36.0], sS1N8f0uVI, 5685516]
[paragraph, [318.0, 1356.0, 1179.0, 36.0], sS1N8f0uVI, 5685516]
[paragraph, [312.0, 1405.0, 1192.0, 36.0], uUPP4cnnvt, 5685516]
[paragraph, [312.0, 1441.0, 1192.0, 36.0], uUPP4cnnvt, 5685516]
[paragraph, [312.0, 1477.0, 1192.0, 36.0], uUPP4cnnvt, 5685516]
[paragraph, [312.0, 1513.0, 1192.0, 36.0], uUPP4cnnvt, 5685516]
[paragraph, [312.0, 1549.0, 1192.0, 36.0], uUPP4cnnvt, 5685516]
[paragraph, [316.0, 1622.0, 1175.0, 36.0], 4ZJVk-V6PH, 5685516]
[paragraph, [316.0, 1658.0, 1175.0, 36.0], 4ZJVk-V6PH, 5685516]
[paragraph, [316.0, 1694.0, 1175.0, 36.0], 4ZJVk-V6PH, 5685516]
[paragraph, [316.0, 1730.0, 1175.0, 36.0], 4ZJVk-V6PH, 5685516]
[paragraph, [316.0, 1766.0, 1175.0, 36.0], 4ZJVk-V6PH, 5685516]
[paragraph, [316.0, 1802.0, 1175.0, 36.0], 4ZJVk-V6PH, 5685516]
[paragraph, [316.0, 1838.0, 1175.0, 36.0], 4ZJVk-V6PH, 5685516]
[paragraph, [316.0, 1874.0, 1175.0, 36.0], 4ZJVk-V6PH, 5685516]
[paragraph, [316.0, 1910.0, 1175.0, 36.0], 4ZJVk-V6PH, 5685516]
[paragraph, [316.0, 1946.0, 1175.0, 36.0], 4ZJVk-V6PH, 5685516]
[paragraph, [316.0, 1982.0, 1175.0, 36.0], 4ZJVk-V6PH, 5685516]
