[1755, 1241]
[section-title, [448.0, 275.0, 279.0, 49.5], shoonya_1sHJ4XCVVRC0IH, 5759802]
[paragraph, [164.0, 364.0, 849.0, 36.0], shoonya_2s8JNN66MZOYR6, 5759802]
[paragraph, [164.0, 400.0, 849.0, 36.0], shoonya_2s8JNN66MZOYR6, 5759802]
[paragraph, [164.0, 436.0, 849.0, 36.0], shoonya_2s8JNN66MZOYR6, 5759802]
[paragraph, [164.0, 472.0, 849.0, 36.0], shoonya_2s8JNN66MZOYR6, 5759802]
[paragraph, [164.0, 508.0, 849.0, 36.0], shoonya_2s8JNN66MZOYR6, 5759802]
[paragraph, [164.0, 544.0, 849.0, 36.0], shoonya_2s8JNN66MZOYR6, 5759802]
[paragraph, [164.0, 580.0, 849.0, 36.0], shoonya_2s8JNN66MZOYR6, 5759802]
[paragraph, [158.0, 637.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 673.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 709.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 745.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 781.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 817.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 853.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 889.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 925.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 961.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 997.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 1033.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 1069.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 1105.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 1141.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 1177.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [158.0, 1213.0, 853.0, 36.0], K4niiXRYDn, 5759802]
[paragraph, [161.0, 1291.0, 846.0, 36.0], fK3Tbl8FQk, 5759802]
[paragraph, [161.0, 1327.0, 846.0, 36.0], fK3Tbl8FQk, 5759802]
[paragraph, [161.0, 1363.0, 846.0, 36.0], fK3Tbl8FQk, 5759802]
[paragraph, [161.0, 1399.0, 846.0, 36.0], fK3Tbl8FQk, 5759802]
[paragraph, [161.0, 1435.0, 846.0, 36.0], fK3Tbl8FQk, 5759802]
[paragraph, [161.0, 1471.0, 846.0, 36.0], fK3Tbl8FQk, 5759802]
[paragraph, [161.0, 1507.0, 846.0, 36.0], fK3Tbl8FQk, 5759802]
[paragraph, [161.0, 1543.0, 846.0, 36.0], fK3Tbl8FQk, 5759802]
