[648, 414]
[folio, [65.0, 70.0, 97.0, 18.0], 3bvvmyqTLf, 6514537]
[paragraph, [50.0, 96.0, 315.0, 18.0], shoonya_0s0C6VPLLBQ9BD, 6514537]
[paragraph, [50.0, 114.0, 315.0, 18.0], shoonya_0s0C6VPLLBQ9BD, 6514537]
[paragraph, [50.0, 132.0, 315.0, 18.0], shoonya_0s0C6VPLLBQ9BD, 6514537]
[paragraph, [50.0, 150.0, 315.0, 18.0], shoonya_0s0C6VPLLBQ9BD, 6514537]
[paragraph, [50.0, 168.0, 315.0, 18.0], shoonya_0s0C6VPLLBQ9BD, 6514537]
[paragraph, [51.0, 191.0, 312.0, 18.0], ziCzgz21db, 6514537]
[paragraph, [51.0, 209.0, 312.0, 18.0], ziCzgz21db, 6514537]
[paragraph, [51.0, 227.0, 312.0, 18.0], ziCzgz21db, 6514537]
[paragraph, [51.0, 245.0, 312.0, 18.0], ziCzgz21db, 6514537]
[paragraph, [51.0, 263.0, 312.0, 18.0], ziCzgz21db, 6514537]
[paragraph, [51.0, 281.0, 312.0, 18.0], ziCzgz21db, 6514537]
[paragraph, [51.0, 299.0, 312.0, 18.0], ziCzgz21db, 6514537]
[paragraph, [51.0, 317.0, 312.0, 18.0], ziCzgz21db, 6514537]
[paragraph, [51.0, 335.0, 312.0, 18.0], ziCzgz21db, 6514537]
[paragraph, [51.0, 353.0, 312.0, 18.0], ziCzgz21db, 6514537]
[paragraph, [51.0, 371.0, 312.0, 18.0], ziCzgz21db, 6514537]
[paragraph, [47.0, 395.0, 316.0, 18.0], LNZvo2sHXI, 6514537]
[paragraph, [47.0, 413.0, 316.0, 18.0], LNZvo2sHXI, 6514537]
[paragraph, [47.0, 431.0, 316.0, 18.0], LNZvo2sHXI, 6514537]
[paragraph, [47.0, 449.0, 316.0, 18.0], LNZvo2sHXI, 6514537]
[paragraph, [47.0, 467.0, 316.0, 18.0], LNZvo2sHXI, 6514537]
[paragraph, [47.0, 485.0, 316.0, 18.0], LNZvo2sHXI, 6514537]
[paragraph, [47.0, 503.0, 316.0, 18.0], LNZvo2sHXI, 6514537]
[paragraph, [47.0, 521.0, 316.0, 18.0], LNZvo2sHXI, 6514537]
[paragraph, [47.0, 539.0, 316.0, 18.0], LNZvo2sHXI, 6514537]
[paragraph, [47.0, 557.0, 316.0, 18.0], LNZvo2sHXI, 6514537]
