[1754, 1241]
[paragraph, [136.0, 154.0, 962.0, 36.0], shoonya_0s7IEPPXEB7XQL, 5746753]
[paragraph, [136.0, 190.0, 962.0, 36.0], shoonya_0s7IEPPXEB7XQL, 5746753]
[ordered-list, [124.0, 246.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 282.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 318.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 354.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 390.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 426.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 462.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 498.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 534.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 570.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 606.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 642.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 678.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 714.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 750.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 786.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 822.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 858.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 894.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 930.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 966.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 1002.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 1038.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 1074.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 1110.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 1146.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 1182.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[ordered-list, [124.0, 1218.0, 1005.0, 36.0], j2DYzT06Is, 5746753]
[sub-ordered-list, [170.0, 434.0, 944.0, 36.0], XQ7qWMopne, 5746753]
[sub-ordered-list, [170.0, 470.0, 944.0, 36.0], XQ7qWMopne, 5746753]
[sub-ordered-list, [170.0, 506.0, 944.0, 36.0], XQ7qWMopne, 5746753]
[sub-ordered-list, [170.0, 542.0, 944.0, 36.0], XQ7qWMopne, 5746753]
[sub-ordered-list, [170.0, 578.0, 944.0, 36.0], XQ7qWMopne, 5746753]
[sub-ordered-list, [170.0, 614.0, 944.0, 36.0], XQ7qWMopne, 5746753]
[sub-ordered-list, [170.0, 650.0, 944.0, 36.0], XQ7qWMopne, 5746753]
[paragraph, [181.0, 718.0, 603.0, 36.0], gP66js3M1a, 5746753]
[sub-ordered-list, [133.0, 904.0, 961.0, 36.0], -vDlsUPg4e, 5746753]
[sub-ordered-list, [133.0, 940.0, 961.0, 36.0], -vDlsUPg4e, 5746753]
[sub-ordered-list, [133.0, 976.0, 961.0, 36.0], -vDlsUPg4e, 5746753]
[sub-ordered-list, [133.0, 1012.0, 961.0, 36.0], -vDlsUPg4e, 5746753]
[sub-ordered-list, [133.0, 1048.0, 961.0, 36.0], -vDlsUPg4e, 5746753]
[sub-ordered-list, [133.0, 1084.0, 961.0, 36.0], -vDlsUPg4e, 5746753]
[sub-ordered-list, [133.0, 1120.0, 961.0, 36.0], -vDlsUPg4e, 5746753]
[sub-ordered-list, [133.0, 1156.0, 961.0, 36.0], -vDlsUPg4e, 5746753]
[sub-ordered-list, [133.0, 1192.0, 961.0, 36.0], -vDlsUPg4e, 5746753]
[sub-ordered-list, [133.0, 1228.0, 961.0, 36.0], -vDlsUPg4e, 5746753]
[section-title, [136.0, 1288.0, 963.0, 49.5], 510kUYT1uT, 5746753]
[paragraph, [136.0, 1378.0, 964.0, 36.0], b6I6C6eIEJ, 5746753]
[paragraph, [136.0, 1414.0, 964.0, 36.0], b6I6C6eIEJ, 5746753]
[paragraph, [136.0, 1450.0, 964.0, 36.0], b6I6C6eIEJ, 5746753]
[paragraph, [136.0, 1486.0, 964.0, 36.0], b6I6C6eIEJ, 5746753]
