[872, 605]
[paragraph, [38.0, 58.0, 261.0, 18.0], SQwrqdX7QT, 6456975]
[paragraph, [38.0, 76.0, 261.0, 18.0], SQwrqdX7QT, 6456975]
[paragraph, [38.0, 94.0, 261.0, 18.0], SQwrqdX7QT, 6456975]
[paragraph, [38.0, 112.0, 261.0, 18.0], SQwrqdX7QT, 6456975]
[paragraph, [300.0, 58.0, 262.0, 18.0], 03K4J8w38G, 6456975]
[paragraph, [299.0, 95.0, 260.0, 18.0], shoonya_0sP7CX4RURE3Y3, 6456975]
[paragraph, [299.0, 113.0, 260.0, 18.0], shoonya_0sP7CX4RURE3Y3, 6456975]
[paragraph, [299.0, 131.0, 260.0, 18.0], shoonya_0sP7CX4RURE3Y3, 6456975]
[paragraph, [35.0, 130.0, 262.0, 18.0], nASWTyfhAn, 6456975]
[paragraph, [35.0, 148.0, 262.0, 18.0], nASWTyfhAn, 6456975]
[paragraph, [35.0, 166.0, 262.0, 18.0], nASWTyfhAn, 6456975]
[paragraph, [35.0, 184.0, 262.0, 18.0], nASWTyfhAn, 6456975]
[paragraph, [35.0, 202.0, 262.0, 18.0], nASWTyfhAn, 6456975]
[paragraph, [35.0, 220.0, 262.0, 18.0], nASWTyfhAn, 6456975]
[paragraph, [35.0, 238.0, 262.0, 18.0], nASWTyfhAn, 6456975]
[paragraph, [35.0, 256.0, 262.0, 18.0], nASWTyfhAn, 6456975]
[paragraph, [35.0, 274.0, 262.0, 18.0], nASWTyfhAn, 6456975]
[paragraph, [35.0, 292.0, 262.0, 18.0], nASWTyfhAn, 6456975]
[paragraph, [35.0, 310.0, 262.0, 18.0], nASWTyfhAn, 6456975]
[paragraph, [299.0, 163.0, 264.0, 18.0], Xo0QH_lr5x, 6456975]
[paragraph, [299.0, 181.0, 264.0, 18.0], Xo0QH_lr5x, 6456975]
[paragraph, [299.0, 199.0, 264.0, 18.0], Xo0QH_lr5x, 6456975]
[paragraph, [299.0, 217.0, 264.0, 18.0], Xo0QH_lr5x, 6456975]
[paragraph, [299.0, 235.0, 264.0, 18.0], Xo0QH_lr5x, 6456975]
[paragraph, [301.0, 258.0, 262.0, 18.0], Fdl8un6U5I, 6456975]
[paragraph, [301.0, 276.0, 262.0, 18.0], Fdl8un6U5I, 6456975]
[paragraph, [301.0, 294.0, 262.0, 18.0], Fdl8un6U5I, 6456975]
[paragraph, [35.0, 327.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 345.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 363.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 381.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 399.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 417.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 435.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 453.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 471.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 489.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 507.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 525.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 543.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 561.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 579.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 597.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 615.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [35.0, 633.0, 265.0, 18.0], 830cgNZxjj, 6456975]
[paragraph, [298.0, 329.0, 267.0, 18.0], nfkLJpeo2-, 6456975]
[paragraph, [298.0, 347.0, 267.0, 18.0], nfkLJpeo2-, 6456975]
[paragraph, [298.0, 365.0, 267.0, 18.0], nfkLJpeo2-, 6456975]
[paragraph, [298.0, 383.0, 267.0, 18.0], nfkLJpeo2-, 6456975]
[paragraph, [298.0, 401.0, 267.0, 18.0], nfkLJpeo2-, 6456975]
[paragraph, [298.0, 419.0, 267.0, 18.0], nfkLJpeo2-, 6456975]
[paragraph, [301.0, 447.0, 264.0, 18.0], yLKoW7Oa7Y, 6456975]
[paragraph, [301.0, 465.0, 264.0, 18.0], yLKoW7Oa7Y, 6456975]
[paragraph, [301.0, 483.0, 264.0, 18.0], yLKoW7Oa7Y, 6456975]
[paragraph, [301.0, 501.0, 264.0, 18.0], yLKoW7Oa7Y, 6456975]
[paragraph, [301.0, 519.0, 264.0, 18.0], yLKoW7Oa7Y, 6456975]
[paragraph, [301.0, 537.0, 264.0, 18.0], yLKoW7Oa7Y, 6456975]
[paragraph, [301.0, 555.0, 264.0, 18.0], yLKoW7Oa7Y, 6456975]
[paragraph, [301.0, 573.0, 264.0, 18.0], yLKoW7Oa7Y, 6456975]
[paragraph, [301.0, 591.0, 264.0, 18.0], yLKoW7Oa7Y, 6456975]
[paragraph, [301.0, 609.0, 264.0, 18.0], yLKoW7Oa7Y, 6456975]
[paragraph, [301.0, 627.0, 264.0, 18.0], yLKoW7Oa7Y, 6456975]
[paragraph, [301.0, 645.0, 264.0, 18.0], yLKoW7Oa7Y, 6456975]
[paragraph, [301.0, 663.0, 264.0, 18.0], yLKoW7Oa7Y, 6456975]
[paragraph, [34.0, 656.0, 269.0, 18.0], qMZvASnNLf, 6456975]
[paragraph, [34.0, 674.0, 269.0, 18.0], qMZvASnNLf, 6456975]
[paragraph, [34.0, 692.0, 269.0, 18.0], qMZvASnNLf, 6456975]
[paragraph, [34.0, 710.0, 269.0, 18.0], qMZvASnNLf, 6456975]
[paragraph, [34.0, 728.0, 269.0, 18.0], qMZvASnNLf, 6456975]
[paragraph, [304.0, 683.0, 259.0, 18.0], YREHanyxZj, 6456975]
[paragraph, [304.0, 701.0, 259.0, 18.0], YREHanyxZj, 6456975]
[paragraph, [304.0, 719.0, 259.0, 18.0], YREHanyxZj, 6456975]
[paragraph, [304.0, 737.0, 259.0, 18.0], YREHanyxZj, 6456975]
[paragraph, [304.0, 755.0, 259.0, 18.0], YREHanyxZj, 6456975]
[paragraph, [304.0, 773.0, 259.0, 18.0], YREHanyxZj, 6456975]
[paragraph, [304.0, 791.0, 259.0, 18.0], YREHanyxZj, 6456975]
[paragraph, [45.0, 741.0, 259.0, 18.0], XvtstreSQz, 6456975]
[paragraph, [45.0, 759.0, 259.0, 18.0], XvtstreSQz, 6456975]
[paragraph, [45.0, 777.0, 259.0, 18.0], XvtstreSQz, 6456975]
[paragraph, [45.0, 795.0, 259.0, 18.0], XvtstreSQz, 6456975]
[paragraph, [45.0, 813.0, 259.0, 18.0], XvtstreSQz, 6456975]
[ordered-list, [311.0, 810.0, 253.0, 18.0], Rs1zr32uyU, 6456975]
