[1275, 750]
[folio, [301.0, 85.0, 114.0, 18.0], shoonya_2sDAQIZ1N433X1, 5767706]
[paragraph, [48.0, 144.0, 622.0, 18.0], shoonya_4sRQHPVVXCXTGE, 5767706]
[paragraph, [48.0, 162.0, 622.0, 18.0], shoonya_4sRQHPVVXCXTGE, 5767706]
[paragraph, [48.0, 180.0, 622.0, 18.0], shoonya_4sRQHPVVXCXTGE, 5767706]
[paragraph, [48.0, 198.0, 622.0, 18.0], shoonya_4sRQHPVVXCXTGE, 5767706]
[paragraph, [48.0, 216.0, 622.0, 18.0], shoonya_4sRQHPVVXCXTGE, 5767706]
[paragraph, [48.0, 234.0, 622.0, 18.0], shoonya_4sRQHPVVXCXTGE, 5767706]
[paragraph, [48.0, 252.0, 622.0, 18.0], shoonya_4sRQHPVVXCXTGE, 5767706]
[paragraph, [48.0, 270.0, 622.0, 18.0], shoonya_4sRQHPVVXCXTGE, 5767706]
[paragraph, [48.0, 288.0, 622.0, 18.0], shoonya_4sRQHPVVXCXTGE, 5767706]
[paragraph, [48.0, 306.0, 622.0, 18.0], shoonya_4sRQHPVVXCXTGE, 5767706]
[paragraph, [48.0, 324.0, 622.0, 18.0], shoonya_4sRQHPVVXCXTGE, 5767706]
[paragraph, [48.0, 342.0, 622.0, 18.0], shoonya_4sRQHPVVXCXTGE, 5767706]
[paragraph, [48.0, 360.0, 622.0, 18.0], shoonya_4sRQHPVVXCXTGE, 5767706]
[paragraph, [62.0, 383.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 401.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 419.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 437.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 455.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 473.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 491.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 509.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 527.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 545.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 563.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 581.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 599.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 617.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 635.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 653.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 671.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 689.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 707.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 725.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 743.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [62.0, 761.0, 625.0, 18.0], qqD0D2Fym-, 5767706]
[paragraph, [82.0, 786.0, 603.0, 18.0], seuO68K29E, 5767706]
[paragraph, [82.0, 804.0, 603.0, 18.0], seuO68K29E, 5767706]
[paragraph, [82.0, 822.0, 603.0, 18.0], seuO68K29E, 5767706]
[paragraph, [82.0, 840.0, 603.0, 18.0], seuO68K29E, 5767706]
[paragraph, [82.0, 858.0, 603.0, 18.0], seuO68K29E, 5767706]
[paragraph, [82.0, 876.0, 603.0, 18.0], seuO68K29E, 5767706]
[paragraph, [82.0, 894.0, 603.0, 18.0], seuO68K29E, 5767706]
[paragraph, [82.0, 912.0, 603.0, 18.0], seuO68K29E, 5767706]
[paragraph, [82.0, 930.0, 603.0, 18.0], seuO68K29E, 5767706]
[paragraph, [82.0, 948.0, 603.0, 18.0], seuO68K29E, 5767706]
[paragraph, [61.0, 967.0, 640.0, 18.0], shoonya_3s2N041UBSUWX0, 5767706]
[paragraph, [61.0, 985.0, 640.0, 18.0], shoonya_3s2N041UBSUWX0, 5767706]
[paragraph, [61.0, 1003.0, 640.0, 18.0], shoonya_3s2N041UBSUWX0, 5767706]
[paragraph, [61.0, 1021.0, 640.0, 18.0], shoonya_3s2N041UBSUWX0, 5767706]
[paragraph, [61.0, 1039.0, 640.0, 18.0], shoonya_3s2N041UBSUWX0, 5767706]
[paragraph, [61.0, 1057.0, 640.0, 18.0], shoonya_3s2N041UBSUWX0, 5767706]
[paragraph, [61.0, 1075.0, 640.0, 18.0], shoonya_3s2N041UBSUWX0, 5767706]
[paragraph, [61.0, 1093.0, 640.0, 18.0], shoonya_3s2N041UBSUWX0, 5767706]
[paragraph, [61.0, 1111.0, 640.0, 18.0], shoonya_3s2N041UBSUWX0, 5767706]
[paragraph, [61.0, 1129.0, 640.0, 18.0], shoonya_3s2N041UBSUWX0, 5767706]
