[2717, 1772]
[folio, [609.0, 236.0, 637.0, 46.5], CY2DyZZNvs, 5721459]
[paragraph, [219.0, 343.0, 1342.0, 46.5], _sGX-X2PWo, 5721459]
[paragraph, [219.0, 389.5, 1342.0, 46.5], _sGX-X2PWo, 5721459]
[paragraph, [182.0, 491.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 537.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 584.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 630.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 677.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 723.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 770.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 816.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 863.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 909.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 956.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1002.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1049.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1095.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1142.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1188.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1235.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1281.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1328.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1374.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1421.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1467.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1514.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1560.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1607.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1653.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1700.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1746.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1793.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1839.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1886.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1932.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 1979.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 2025.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 2072.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 2118.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 2165.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 2211.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 2258.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 2304.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 2351.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 2397.5, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
[paragraph, [182.0, 2444.0, 1397.0, 46.5], shoonya_0sXILIWH2L1VMF, 5721459]
