[2339, 1653]
[placeholder-text, [73.0, 477.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 495.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 513.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 531.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 549.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 567.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 585.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 603.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 621.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 639.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 657.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 675.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 693.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 711.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 729.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 747.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 765.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 783.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 801.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 819.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 837.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 855.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 873.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 891.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 909.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 927.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 945.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 963.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 981.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 999.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 1017.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 1035.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [73.0, 1053.0, 1472.0, 18.0], shoonya_36sQX6HL4L2Z9Z, 5689791]
[placeholder-text, [80.0, 1335.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1353.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1371.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1389.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1407.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1425.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1443.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1461.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1479.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1497.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1515.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1533.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1551.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1569.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1587.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1605.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1623.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1641.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1659.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1677.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1695.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1713.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1731.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1749.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1767.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1785.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1803.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1821.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1839.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1857.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1875.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1893.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[placeholder-text, [80.0, 1911.0, 1467.0, 18.0], shoonya_0s2WSP4NG5GL6X, 5689791]
[folio, [1305.0, 1998.0, 99.0, 36.0], shoonya_14sPR9QPP6YGR1, 5689791]
[folio, [247.0, 1999.0, 104.0, 36.0], shoonya_27sA6H01TDDZ5U, 5689791]
