[1425, 1088]
[section-title, [149.0, 132.0, 87.0, 30.0], Wpic_GLWik, 5759228]
[ordered-list, [138.0, 182.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 200.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 218.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 236.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 254.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 272.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 290.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 308.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 326.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 344.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 362.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 380.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 398.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 416.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 434.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 452.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 470.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 488.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[ordered-list, [138.0, 506.0, 789.0, 18.0], shoonya_0s7VGEM8FH6F73, 5759228]
[folio, [102.0, 1340.0, 165.0, 18.0], N6i1zV31PK, 5759228]
