[1366, 836]
[folio, [617.0, 64.0, 116.0, 18.0], jqcIt0RMIT, 5782310]
[folio, [617.0, 82.0, 116.0, 18.0], jqcIt0RMIT, 5782310]
[folio, [212.0, 121.0, 412.0, 18.0], shoonya_4s9YJ2SGA1NFQP, 5782310]
[ordered-list, [97.0, 154.0, 644.0, 18.0], shoonya_1sA6BN2IADLQXQ, 5782310]
[ordered-list, [97.0, 172.0, 644.0, 18.0], shoonya_1sA6BN2IADLQXQ, 5782310]
[ordered-list, [97.0, 190.0, 644.0, 18.0], shoonya_1sA6BN2IADLQXQ, 5782310]
[ordered-list, [97.0, 208.0, 644.0, 18.0], shoonya_1sA6BN2IADLQXQ, 5782310]
[ordered-list, [97.0, 226.0, 644.0, 18.0], shoonya_1sA6BN2IADLQXQ, 5782310]
[ordered-list, [97.0, 244.0, 644.0, 18.0], shoonya_1sA6BN2IADLQXQ, 5782310]
[ordered-list, [97.0, 262.0, 644.0, 18.0], shoonya_1sA6BN2IADLQXQ, 5782310]
[ordered-list, [97.0, 280.0, 644.0, 18.0], shoonya_1sA6BN2IADLQXQ, 5782310]
[ordered-list, [97.0, 298.0, 644.0, 18.0], shoonya_1sA6BN2IADLQXQ, 5782310]
[ordered-list, [88.0, 331.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 349.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 367.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 385.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 403.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 421.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 439.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 457.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 475.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 493.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 511.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 529.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 547.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 565.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 583.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 601.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 619.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 637.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 655.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 673.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 691.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 709.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 727.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 745.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 763.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 781.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 799.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 817.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 835.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 853.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[ordered-list, [88.0, 871.0, 663.0, 18.0], 0K3Ei9zLJI, 5782310]
[sub-ordered-list, [98.0, 355.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 373.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 391.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 409.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 427.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 445.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 463.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 481.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 499.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 517.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 535.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 553.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 571.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 589.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 607.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 625.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 643.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 661.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 679.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 697.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 715.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 733.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 751.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 769.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 787.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 805.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 823.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 841.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 859.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[sub-ordered-list, [98.0, 877.0, 644.0, 18.0], 5exp5nFfvR, 5782310]
[ordered-list, [82.0, 905.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 923.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 941.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 959.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 977.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 995.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 1013.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 1031.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 1049.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 1067.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 1085.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 1103.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 1121.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 1139.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 1157.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 1175.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 1193.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[ordered-list, [82.0, 1211.0, 666.0, 18.0], shoonya_6sIPL4ZQVMINRM, 5782310]
[sub-ordered-list, [96.0, 941.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[sub-ordered-list, [96.0, 959.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[sub-ordered-list, [96.0, 977.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[sub-ordered-list, [96.0, 995.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[sub-ordered-list, [96.0, 1013.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[sub-ordered-list, [96.0, 1031.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[sub-ordered-list, [96.0, 1049.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[sub-ordered-list, [96.0, 1067.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[sub-ordered-list, [96.0, 1085.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[sub-ordered-list, [96.0, 1103.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[sub-ordered-list, [96.0, 1121.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[sub-ordered-list, [96.0, 1139.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[sub-ordered-list, [96.0, 1157.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[sub-ordered-list, [96.0, 1175.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[sub-ordered-list, [96.0, 1193.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[sub-ordered-list, [96.0, 1211.0, 651.0, 18.0], shoonya_0sXDB79C5QV1ZL, 5782310]
[subsub-ordered-list, [102.0, 969.0, 639.0, 18.0], V9m55h7XpD, 5782310]
[subsub-ordered-list, [102.0, 987.0, 639.0, 18.0], V9m55h7XpD, 5782310]
[subsub-ordered-list, [102.0, 1005.0, 639.0, 18.0], V9m55h7XpD, 5782310]
[subsub-ordered-list, [102.0, 1023.0, 639.0, 18.0], V9m55h7XpD, 5782310]
[subsub-ordered-list, [102.0, 1041.0, 639.0, 18.0], V9m55h7XpD, 5782310]
[subsub-ordered-list, [102.0, 1059.0, 639.0, 18.0], V9m55h7XpD, 5782310]
[subsub-ordered-list, [102.0, 1077.0, 639.0, 18.0], V9m55h7XpD, 5782310]
[subsub-ordered-list, [102.0, 1095.0, 639.0, 18.0], V9m55h7XpD, 5782310]
[subsub-ordered-list, [103.0, 1145.0, 635.0, 18.0], fybTTrElAq, 5782310]
[subsub-ordered-list, [103.0, 1163.0, 635.0, 18.0], fybTTrElAq, 5782310]
[subsub-ordered-list, [103.0, 1181.0, 635.0, 18.0], fybTTrElAq, 5782310]
[subsub-ordered-list, [103.0, 1199.0, 635.0, 18.0], fybTTrElAq, 5782310]
[folio, [110.0, 1241.0, 125.0, 18.0], Lx1uz6rbqY, 5782310]
