[1754, 1241]
[section-title, [41.0, 16.0, 212.0, 49.5], shoonya_0s7W6LT1J7GW06, 5778336]
[figure-caption, [781.0, 299.0, 378.0, 36.0], OYVZIOGykt, 5778336]
[figure-caption, [781.0, 335.0, 378.0, 36.0], OYVZIOGykt, 5778336]
[figure-caption, [781.0, 371.0, 378.0, 36.0], OYVZIOGykt, 5778336]
[figure-caption, [781.0, 407.0, 378.0, 36.0], OYVZIOGykt, 5778336]
[paragraph, [777.0, 480.0, 387.0, 36.0], ffhOV0t6VH, 5778336]
[paragraph, [777.0, 516.0, 387.0, 36.0], ffhOV0t6VH, 5778336]
[paragraph, [777.0, 552.0, 387.0, 36.0], ffhOV0t6VH, 5778336]
[paragraph, [777.0, 588.0, 387.0, 36.0], ffhOV0t6VH, 5778336]
[paragraph, [777.0, 624.0, 387.0, 36.0], ffhOV0t6VH, 5778336]
[paragraph, [777.0, 660.0, 387.0, 36.0], ffhOV0t6VH, 5778336]
[paragraph, [777.0, 696.0, 387.0, 36.0], ffhOV0t6VH, 5778336]
[paragraph, [774.0, 769.0, 407.0, 36.0], vLzRxZWEuu, 5778336]
[paragraph, [774.0, 805.0, 407.0, 36.0], vLzRxZWEuu, 5778336]
[paragraph, [774.0, 841.0, 407.0, 36.0], vLzRxZWEuu, 5778336]
[paragraph, [774.0, 877.0, 407.0, 36.0], vLzRxZWEuu, 5778336]
[paragraph, [774.0, 913.0, 407.0, 36.0], vLzRxZWEuu, 5778336]
[paragraph, [774.0, 949.0, 407.0, 36.0], vLzRxZWEuu, 5778336]
[paragraph, [774.0, 985.0, 407.0, 36.0], vLzRxZWEuu, 5778336]
[paragraph, [774.0, 1021.0, 407.0, 36.0], vLzRxZWEuu, 5778336]
[paragraph, [45.0, 1032.0, 361.0, 36.0], JjdXpRLwAQ, 5778336]
[paragraph, [45.0, 1068.0, 361.0, 36.0], JjdXpRLwAQ, 5778336]
[paragraph, [45.0, 1104.0, 361.0, 36.0], JjdXpRLwAQ, 5778336]
[paragraph, [420.0, 1036.0, 361.0, 36.0], K0miavj98P, 5778336]
[paragraph, [420.0, 1072.0, 361.0, 36.0], K0miavj98P, 5778336]
[paragraph, [420.0, 1108.0, 361.0, 36.0], K0miavj98P, 5778336]
[paragraph, [420.0, 1144.0, 361.0, 36.0], K0miavj98P, 5778336]
[paragraph, [420.0, 1180.0, 361.0, 36.0], K0miavj98P, 5778336]
[sub-section-title, [786.0, 1101.0, 159.0, 36.0], W3HOzM-s_f, 5778336]
[paragraph, [791.0, 1139.0, 370.0, 36.0], vc95FU1oJ3, 5778336]
[paragraph, [791.0, 1175.0, 370.0, 36.0], vc95FU1oJ3, 5778336]
[paragraph, [791.0, 1211.0, 370.0, 36.0], vc95FU1oJ3, 5778336]
[paragraph, [791.0, 1247.0, 370.0, 36.0], vc95FU1oJ3, 5778336]
[paragraph, [791.0, 1283.0, 370.0, 36.0], vc95FU1oJ3, 5778336]
[paragraph, [35.0, 1168.0, 382.0, 36.0], 7KhOjfsbxK, 5778336]
[paragraph, [35.0, 1204.0, 382.0, 36.0], 7KhOjfsbxK, 5778336]
[paragraph, [35.0, 1240.0, 382.0, 36.0], 7KhOjfsbxK, 5778336]
[paragraph, [35.0, 1276.0, 382.0, 36.0], 7KhOjfsbxK, 5778336]
[paragraph, [35.0, 1312.0, 382.0, 36.0], 7KhOjfsbxK, 5778336]
[paragraph, [35.0, 1348.0, 382.0, 36.0], 7KhOjfsbxK, 5778336]
[paragraph, [35.0, 1384.0, 382.0, 36.0], 7KhOjfsbxK, 5778336]
[paragraph, [35.0, 1420.0, 382.0, 36.0], 7KhOjfsbxK, 5778336]
[paragraph, [789.0, 1330.0, 376.0, 36.0], 1850krNrms, 5778336]
[paragraph, [789.0, 1366.0, 376.0, 36.0], 1850krNrms, 5778336]
[paragraph, [789.0, 1402.0, 376.0, 36.0], 1850krNrms, 5778336]
[paragraph, [789.0, 1438.0, 376.0, 36.0], 1850krNrms, 5778336]
[paragraph, [789.0, 1474.0, 376.0, 36.0], 1850krNrms, 5778336]
[paragraph, [38.0, 1464.0, 383.0, 36.0], 4Q5LUsRTUP, 5778336]
[paragraph, [38.0, 1500.0, 383.0, 36.0], 4Q5LUsRTUP, 5778336]
[paragraph, [38.0, 1536.0, 383.0, 36.0], 4Q5LUsRTUP, 5778336]
[paragraph, [38.0, 1572.0, 383.0, 36.0], 4Q5LUsRTUP, 5778336]
[figure-caption, [789.0, 1519.0, 367.0, 36.0], Pw8k-S1nfS, 5778336]
[figure-caption, [789.0, 1555.0, 367.0, 36.0], Pw8k-S1nfS, 5778336]
[folio, [139.0, 1674.0, 122.0, 36.0], j_UwCxdX3Y, 5778336]
