[1736, 1323]
[headline, [201.0, 215.0, 415.0, 37.5], shoonya_9sWQ91Y4E07VWR, 5771858]
[headline, [201.0, 252.5, 415.0, 37.5], shoonya_9sWQ91Y4E07VWR, 5771858]
[headline, [201.0, 290.0, 415.0, 37.5], shoonya_9sWQ91Y4E07VWR, 5771858]
[headline, [201.0, 327.5, 415.0, 37.5], shoonya_9sWQ91Y4E07VWR, 5771858]
[paragraph, [153.0, 475.0, 497.0, 36.0], shoonya_7sJ3KNEMGRMCYI, 5771858]
[paragraph, [153.0, 511.0, 497.0, 36.0], shoonya_7sJ3KNEMGRMCYI, 5771858]
[paragraph, [153.0, 547.0, 497.0, 36.0], shoonya_7sJ3KNEMGRMCYI, 5771858]
[paragraph, [152.0, 625.0, 497.0, 36.0], shoonya_0sUSERUA9IO2JT, 5771858]
[paragraph, [152.0, 661.0, 497.0, 36.0], shoonya_0sUSERUA9IO2JT, 5771858]
[paragraph, [152.0, 697.0, 497.0, 36.0], shoonya_0sUSERUA9IO2JT, 5771858]
[paragraph, [152.0, 733.0, 497.0, 36.0], shoonya_0sUSERUA9IO2JT, 5771858]
[paragraph, [152.0, 769.0, 497.0, 36.0], shoonya_0sUSERUA9IO2JT, 5771858]
[paragraph, [152.0, 805.0, 497.0, 36.0], shoonya_0sUSERUA9IO2JT, 5771858]
[paragraph, [152.0, 841.0, 497.0, 36.0], shoonya_0sUSERUA9IO2JT, 5771858]
[paragraph, [152.0, 877.0, 497.0, 36.0], shoonya_0sUSERUA9IO2JT, 5771858]
[paragraph, [686.0, 756.0, 493.0, 36.0], shoonya_2sYM2V05T1LL57, 5771858]
[paragraph, [686.0, 792.0, 493.0, 36.0], shoonya_2sYM2V05T1LL57, 5771858]
[paragraph, [686.0, 828.0, 493.0, 36.0], shoonya_2sYM2V05T1LL57, 5771858]
[paragraph, [686.0, 864.0, 493.0, 36.0], shoonya_2sYM2V05T1LL57, 5771858]
[paragraph, [686.0, 900.0, 493.0, 36.0], shoonya_2sYM2V05T1LL57, 5771858]
[paragraph, [686.0, 936.0, 493.0, 36.0], shoonya_2sYM2V05T1LL57, 5771858]
[paragraph, [152.0, 931.0, 497.0, 36.0], shoonya_1s81MZ9XS7AWPV, 5771858]
[paragraph, [152.0, 967.0, 497.0, 36.0], shoonya_1s81MZ9XS7AWPV, 5771858]
[paragraph, [152.0, 1003.0, 497.0, 36.0], shoonya_1s81MZ9XS7AWPV, 5771858]
[paragraph, [152.0, 1039.0, 497.0, 36.0], shoonya_1s81MZ9XS7AWPV, 5771858]
[paragraph, [152.0, 1075.0, 497.0, 36.0], shoonya_1s81MZ9XS7AWPV, 5771858]
[paragraph, [152.0, 1111.0, 497.0, 36.0], shoonya_1s81MZ9XS7AWPV, 5771858]
[paragraph, [686.0, 1010.0, 491.0, 36.0], shoonya_4sU8P5AZHGJ5ER, 5771858]
[paragraph, [686.0, 1046.0, 491.0, 36.0], shoonya_4sU8P5AZHGJ5ER, 5771858]
[paragraph, [686.0, 1082.0, 491.0, 36.0], shoonya_4sU8P5AZHGJ5ER, 5771858]
[paragraph, [686.0, 1118.0, 491.0, 36.0], shoonya_4sU8P5AZHGJ5ER, 5771858]
[paragraph, [686.0, 1154.0, 491.0, 36.0], shoonya_4sU8P5AZHGJ5ER, 5771858]
[paragraph, [686.0, 1190.0, 491.0, 36.0], shoonya_4sU8P5AZHGJ5ER, 5771858]
[paragraph, [150.0, 1189.0, 499.0, 36.0], shoonya_5s8IKC4394LP50, 5771858]
[paragraph, [150.0, 1225.0, 499.0, 36.0], shoonya_5s8IKC4394LP50, 5771858]
[paragraph, [150.0, 1261.0, 499.0, 36.0], shoonya_5s8IKC4394LP50, 5771858]
[paragraph, [150.0, 1297.0, 499.0, 36.0], shoonya_5s8IKC4394LP50, 5771858]
[paragraph, [150.0, 1333.0, 499.0, 36.0], shoonya_5s8IKC4394LP50, 5771858]
[paragraph, [150.0, 1369.0, 499.0, 36.0], shoonya_5s8IKC4394LP50, 5771858]
[paragraph, [150.0, 1405.0, 499.0, 36.0], shoonya_5s8IKC4394LP50, 5771858]
[paragraph, [150.0, 1441.0, 499.0, 36.0], shoonya_5s8IKC4394LP50, 5771858]
[paragraph, [685.0, 1238.0, 495.0, 36.0], shoonya_6sIZQLNS2BVIRN, 5771858]
[paragraph, [685.0, 1274.0, 495.0, 36.0], shoonya_6sIZQLNS2BVIRN, 5771858]
[paragraph, [685.0, 1310.0, 495.0, 36.0], shoonya_6sIZQLNS2BVIRN, 5771858]
[paragraph, [685.0, 1346.0, 495.0, 36.0], shoonya_6sIZQLNS2BVIRN, 5771858]
[paragraph, [685.0, 1382.0, 495.0, 36.0], shoonya_6sIZQLNS2BVIRN, 5771858]
[paragraph, [685.0, 1418.0, 495.0, 36.0], shoonya_6sIZQLNS2BVIRN, 5771858]
[paragraph, [685.0, 1454.0, 495.0, 36.0], shoonya_6sIZQLNS2BVIRN, 5771858]
[paragraph, [685.0, 1490.0, 495.0, 36.0], shoonya_6sIZQLNS2BVIRN, 5771858]
[folio, [576.0, 1570.0, 180.0, 36.0], MNpHts30AJ, 5771858]
