[2200, 1700]
[paragraph, [334.0, 37.0, 1098.0, 36.0], shoonya_1s3N5QHFE7KT02, 5731802]
[paragraph, [334.0, 73.0, 1098.0, 36.0], shoonya_1s3N5QHFE7KT02, 5731802]
[paragraph, [334.0, 109.0, 1098.0, 36.0], shoonya_1s3N5QHFE7KT02, 5731802]
[section-title, [341.0, 180.0, 551.0, 52.5], shoonya_2sWPRR3LWMHZV9, 5731802]
[paragraph, [330.0, 253.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 289.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 325.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 361.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 397.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 433.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 469.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 505.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 541.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 577.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 613.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 649.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 685.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 721.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 757.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 793.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 829.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 865.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 901.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 937.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 973.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1009.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1045.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1081.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1117.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1153.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1189.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1225.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1261.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1297.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1333.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1369.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1405.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1441.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1477.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1513.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1549.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
[paragraph, [330.0, 1585.0, 1131.0, 36.0], shoonya_0sUUFYGLD20EAC, 5731802]
