[1320, 1176]
[section-title, [216.0, 63.0, 691.0, 30.0], 7U5fyNyPZl, 5694412]
[section-title, [216.0, 93.0, 691.0, 30.0], 7U5fyNyPZl, 5694412]
[section-title, [216.0, 123.0, 691.0, 30.0], 7U5fyNyPZl, 5694412]
[section-title, [216.0, 153.0, 691.0, 30.0], 7U5fyNyPZl, 5694412]
[section-title, [216.0, 183.0, 691.0, 30.0], 7U5fyNyPZl, 5694412]
[section-title, [216.0, 213.0, 691.0, 30.0], 7U5fyNyPZl, 5694412]
[section-title, [216.0, 243.0, 691.0, 30.0], 7U5fyNyPZl, 5694412]
[section-title, [216.0, 273.0, 691.0, 30.0], 7U5fyNyPZl, 5694412]
[sub-section-title, [78.0, 400.0, 403.0, 25.5], uk_jwq4rK4, 5694412]
[paragraph, [77.0, 448.0, 1009.0, 18.0], shoonya_0s55MKLPU3DYB1, 5694412]
[paragraph, [77.0, 466.0, 1009.0, 18.0], shoonya_0s55MKLPU3DYB1, 5694412]
[paragraph, [77.0, 484.0, 1009.0, 18.0], shoonya_0s55MKLPU3DYB1, 5694412]
[paragraph, [77.0, 502.0, 1009.0, 18.0], shoonya_0s55MKLPU3DYB1, 5694412]
[paragraph, [77.0, 520.0, 1009.0, 18.0], shoonya_0s55MKLPU3DYB1, 5694412]
[paragraph, [77.0, 538.0, 1009.0, 18.0], shoonya_0s55MKLPU3DYB1, 5694412]
[paragraph, [77.0, 556.0, 1009.0, 18.0], shoonya_0s55MKLPU3DYB1, 5694412]
[paragraph, [77.0, 574.0, 1009.0, 18.0], shoonya_0s55MKLPU3DYB1, 5694412]
[paragraph, [77.0, 592.0, 1009.0, 18.0], shoonya_0s55MKLPU3DYB1, 5694412]
[paragraph, [77.0, 610.0, 1009.0, 18.0], shoonya_0s55MKLPU3DYB1, 5694412]
[paragraph, [77.0, 628.0, 1009.0, 18.0], shoonya_0s55MKLPU3DYB1, 5694412]
[paragraph, [77.0, 646.0, 1009.0, 18.0], shoonya_0s55MKLPU3DYB1, 5694412]
[paragraph, [77.0, 664.0, 1009.0, 18.0], shoonya_0s55MKLPU3DYB1, 5694412]
[paragraph, [77.0, 682.0, 1009.0, 18.0], shoonya_0s55MKLPU3DYB1, 5694412]
[paragraph, [79.0, 704.0, 1009.0, 18.0], XbIUOFch8p, 5694412]
[paragraph, [79.0, 722.0, 1009.0, 18.0], XbIUOFch8p, 5694412]
[paragraph, [79.0, 740.0, 1009.0, 18.0], XbIUOFch8p, 5694412]
[paragraph, [79.0, 758.0, 1009.0, 18.0], XbIUOFch8p, 5694412]
[paragraph, [79.0, 776.0, 1009.0, 18.0], XbIUOFch8p, 5694412]
[paragraph, [79.0, 794.0, 1009.0, 18.0], XbIUOFch8p, 5694412]
[paragraph, [79.0, 812.0, 1009.0, 18.0], XbIUOFch8p, 5694412]
[paragraph, [79.0, 830.0, 1009.0, 18.0], XbIUOFch8p, 5694412]
[paragraph, [79.0, 848.0, 1009.0, 18.0], XbIUOFch8p, 5694412]
[paragraph, [78.0, 875.0, 1003.0, 18.0], FgurLYSaBR, 5694412]
[paragraph, [78.0, 893.0, 1003.0, 18.0], FgurLYSaBR, 5694412]
[paragraph, [78.0, 911.0, 1003.0, 18.0], FgurLYSaBR, 5694412]
[paragraph, [78.0, 929.0, 1003.0, 18.0], FgurLYSaBR, 5694412]
[paragraph, [78.0, 947.0, 1003.0, 18.0], FgurLYSaBR, 5694412]
[paragraph, [78.0, 965.0, 1003.0, 18.0], FgurLYSaBR, 5694412]
[paragraph, [78.0, 983.0, 1003.0, 18.0], FgurLYSaBR, 5694412]
[paragraph, [78.0, 1001.0, 1003.0, 18.0], FgurLYSaBR, 5694412]
[paragraph, [78.0, 1019.0, 1003.0, 18.0], FgurLYSaBR, 5694412]
[paragraph, [78.0, 1037.0, 1003.0, 18.0], FgurLYSaBR, 5694412]
[paragraph, [78.0, 1055.0, 1003.0, 18.0], FgurLYSaBR, 5694412]
[paragraph, [78.0, 1073.0, 1003.0, 18.0], FgurLYSaBR, 5694412]
[paragraph, [78.0, 1091.0, 1003.0, 18.0], FgurLYSaBR, 5694412]
[paragraph, [78.0, 1109.0, 1003.0, 18.0], FgurLYSaBR, 5694412]
[paragraph, [75.0, 1147.0, 1006.0, 18.0], gF9efbLODc, 5694412]
[paragraph, [75.0, 1165.0, 1006.0, 18.0], gF9efbLODc, 5694412]
[paragraph, [80.0, 1200.0, 1015.0, 18.0], 6VhzYCLfgu, 5694412]
[paragraph, [80.0, 1218.0, 1015.0, 18.0], 6VhzYCLfgu, 5694412]
[paragraph, [80.0, 1236.0, 1015.0, 18.0], 6VhzYCLfgu, 5694412]
