[2339, 1656]
[paragraph, [187.0, 198.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 234.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 270.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 306.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 342.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 378.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 414.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 450.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 486.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 522.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 558.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 594.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 630.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 666.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 702.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 738.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 774.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 810.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 846.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 882.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 918.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 954.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 990.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 1026.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 1062.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 1098.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 1134.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 1170.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 1206.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [187.0, 1242.0, 1285.0, 36.0], shoonya_0s9ZJBVRB4AIT0, 5753025]
[paragraph, [182.0, 1336.0, 1301.0, 36.0], L3wMeufBrI, 5753025]
[paragraph, [182.0, 1372.0, 1301.0, 36.0], L3wMeufBrI, 5753025]
[paragraph, [182.0, 1408.0, 1301.0, 36.0], L3wMeufBrI, 5753025]
[paragraph, [182.0, 1444.0, 1301.0, 36.0], L3wMeufBrI, 5753025]
[paragraph, [182.0, 1480.0, 1301.0, 36.0], L3wMeufBrI, 5753025]
[paragraph, [182.0, 1516.0, 1301.0, 36.0], L3wMeufBrI, 5753025]
[paragraph, [182.0, 1552.0, 1301.0, 36.0], L3wMeufBrI, 5753025]
[paragraph, [182.0, 1588.0, 1301.0, 36.0], L3wMeufBrI, 5753025]
[paragraph, [182.0, 1624.0, 1301.0, 36.0], L3wMeufBrI, 5753025]
[paragraph, [182.0, 1660.0, 1301.0, 36.0], L3wMeufBrI, 5753025]
[paragraph, [182.0, 1696.0, 1301.0, 36.0], L3wMeufBrI, 5753025]
[paragraph, [182.0, 1732.0, 1301.0, 36.0], L3wMeufBrI, 5753025]
[paragraph, [182.0, 1768.0, 1301.0, 36.0], L3wMeufBrI, 5753025]
[paragraph, [182.0, 1804.0, 1301.0, 36.0], L3wMeufBrI, 5753025]
[paragraph, [182.0, 1840.0, 1301.0, 36.0], L3wMeufBrI, 5753025]
[folio, [1115.0, 2158.0, 507.0, 36.0], eAQg6I0vvu, 5753025]
[folio, [1115.0, 2194.0, 507.0, 36.0], eAQg6I0vvu, 5753025]
[folio, [1115.0, 2230.0, 507.0, 36.0], eAQg6I0vvu, 5753025]
[folio, [1115.0, 2266.0, 507.0, 36.0], eAQg6I0vvu, 5753025]
