[1275, 750]
[folio, [295.0, 70.0, 132.0, 18.0], shoonya_0sEV6GTEWPQXBR, 5767507]
[folio, [295.0, 88.0, 132.0, 18.0], shoonya_0sEV6GTEWPQXBR, 5767507]
[paragraph, [60.0, 127.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 145.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 163.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 181.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 199.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 217.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 235.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 253.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 271.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 289.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 307.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 325.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 343.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 361.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 379.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 397.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 415.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 433.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 451.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 469.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 487.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 505.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 523.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 541.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 559.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 577.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 595.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 613.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 631.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 649.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 667.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 685.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 703.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 721.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 739.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 757.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 775.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 793.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 811.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 829.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 847.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 865.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 883.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 901.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 919.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 937.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 955.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 973.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 991.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 1009.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 1027.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 1045.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 1063.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 1081.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 1099.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 1117.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 1135.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 1153.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 1171.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
[paragraph, [60.0, 1189.0, 633.0, 18.0], shoonya_2sSE4PRYNBGD1J, 5767507]
