[1374, 862]
[figure-caption, [79.0, 764.0, 681.0, 18.0], shoonya_1sFD8NB5SYZX0B, 5782117]
[figure-caption, [79.0, 782.0, 681.0, 18.0], shoonya_1sFD8NB5SYZX0B, 5782117]
[section-title, [86.0, 822.0, 340.0, 30.0], shoonya_4sO3V9KWG4BN78, 5782117]
[ordered-list, [99.0, 893.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[ordered-list, [99.0, 911.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[ordered-list, [99.0, 929.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[ordered-list, [99.0, 947.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[ordered-list, [99.0, 965.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[ordered-list, [99.0, 983.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[ordered-list, [99.0, 1001.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[ordered-list, [99.0, 1019.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[ordered-list, [99.0, 1037.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[ordered-list, [99.0, 1055.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[ordered-list, [99.0, 1073.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[ordered-list, [99.0, 1091.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[ordered-list, [99.0, 1109.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[ordered-list, [99.0, 1127.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[ordered-list, [99.0, 1145.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[ordered-list, [99.0, 1163.0, 668.0, 18.0], qRt_zANpPh, 5782117]
[sub-ordered-list, [127.0, 921.0, 636.0, 18.0], shoonya_5s4HOUWD8211MP, 5782117]
[sub-ordered-list, [127.0, 939.0, 636.0, 18.0], shoonya_5s4HOUWD8211MP, 5782117]
[sub-ordered-list, [127.0, 957.0, 636.0, 18.0], shoonya_5s4HOUWD8211MP, 5782117]
[sub-ordered-list, [127.0, 975.0, 636.0, 18.0], shoonya_5s4HOUWD8211MP, 5782117]
[sub-ordered-list, [127.0, 993.0, 636.0, 18.0], shoonya_5s4HOUWD8211MP, 5782117]
[sub-ordered-list, [127.0, 1011.0, 636.0, 18.0], shoonya_5s4HOUWD8211MP, 5782117]
[sub-ordered-list, [127.0, 1029.0, 636.0, 18.0], shoonya_5s4HOUWD8211MP, 5782117]
[sub-ordered-list, [127.0, 1047.0, 636.0, 18.0], shoonya_5s4HOUWD8211MP, 5782117]
[sub-ordered-list, [127.0, 1065.0, 636.0, 18.0], shoonya_5s4HOUWD8211MP, 5782117]
[sub-ordered-list, [127.0, 1083.0, 636.0, 18.0], shoonya_5s4HOUWD8211MP, 5782117]
[sub-ordered-list, [127.0, 1101.0, 636.0, 18.0], shoonya_5s4HOUWD8211MP, 5782117]
[sub-ordered-list, [127.0, 1119.0, 636.0, 18.0], shoonya_5s4HOUWD8211MP, 5782117]
[sub-ordered-list, [127.0, 1137.0, 636.0, 18.0], shoonya_5s4HOUWD8211MP, 5782117]
[subsub-ordered-list, [150.0, 947.0, 607.0, 18.0], 6hC6OImEi3, 5782117]
[subsub-ordered-list, [150.0, 965.0, 607.0, 18.0], 6hC6OImEi3, 5782117]
[subsub-ordered-list, [150.0, 983.0, 607.0, 18.0], 6hC6OImEi3, 5782117]
[subsub-ordered-list, [150.0, 1001.0, 607.0, 18.0], 6hC6OImEi3, 5782117]
[subsub-ordered-list, [151.0, 1078.0, 606.0, 18.0], MRdeDNSOAG, 5782117]
[subsub-ordered-list, [151.0, 1096.0, 606.0, 18.0], MRdeDNSOAG, 5782117]
[subsub-ordered-list, [151.0, 1114.0, 606.0, 18.0], MRdeDNSOAG, 5782117]
[subsub-ordered-list, [151.0, 1132.0, 606.0, 18.0], MRdeDNSOAG, 5782117]
