[1200, 825]
[paragraph, [137.0, 107.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 125.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 143.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 161.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 179.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 197.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 215.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 233.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 251.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 269.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 287.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 305.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 323.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 341.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 359.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 377.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 395.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 413.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 431.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 449.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 467.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 485.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 503.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 521.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [137.0, 539.0, 549.0, 18.0], shoonya_0s5GHI20VPUNLG, 5691087]
[paragraph, [139.0, 572.0, 548.0, 18.0], 0YcNdXarmR, 5691087]
[paragraph, [139.0, 590.0, 548.0, 18.0], 0YcNdXarmR, 5691087]
[paragraph, [139.0, 608.0, 548.0, 18.0], 0YcNdXarmR, 5691087]
[paragraph, [139.0, 626.0, 548.0, 18.0], 0YcNdXarmR, 5691087]
[paragraph, [139.0, 644.0, 548.0, 18.0], 0YcNdXarmR, 5691087]
[paragraph, [139.0, 662.0, 548.0, 18.0], 0YcNdXarmR, 5691087]
[paragraph, [139.0, 680.0, 548.0, 18.0], 0YcNdXarmR, 5691087]
[paragraph, [139.0, 698.0, 548.0, 18.0], 0YcNdXarmR, 5691087]
[paragraph, [139.0, 716.0, 548.0, 18.0], 0YcNdXarmR, 5691087]
[paragraph, [139.0, 734.0, 548.0, 18.0], 0YcNdXarmR, 5691087]
[paragraph, [139.0, 752.0, 548.0, 18.0], 0YcNdXarmR, 5691087]
[paragraph, [139.0, 770.0, 548.0, 18.0], 0YcNdXarmR, 5691087]
[paragraph, [139.0, 788.0, 548.0, 18.0], 0YcNdXarmR, 5691087]
[paragraph, [149.0, 898.0, 527.0, 18.0], xi5BF3eaOb, 5691087]
[paragraph, [149.0, 916.0, 527.0, 18.0], xi5BF3eaOb, 5691087]
[paragraph, [149.0, 934.0, 527.0, 18.0], xi5BF3eaOb, 5691087]
[paragraph, [149.0, 952.0, 527.0, 18.0], xi5BF3eaOb, 5691087]
[paragraph, [149.0, 970.0, 527.0, 18.0], xi5BF3eaOb, 5691087]
[paragraph, [149.0, 988.0, 527.0, 18.0], xi5BF3eaOb, 5691087]
