[1392, 941]
[folio, [228.0, 16.0, 425.0, 18.0], 9_Hl9329oE, 5695875]
[folio, [228.0, 34.0, 425.0, 18.0], 9_Hl9329oE, 5695875]
[folio, [228.0, 52.0, 425.0, 18.0], 9_Hl9329oE, 5695875]
[headline, [27.0, 75.0, 878.0, 25.5], CZTzrG-aCF, 5695875]
[headline, [27.0, 100.5, 878.0, 25.5], CZTzrG-aCF, 5695875]
[headline, [27.0, 126.0, 878.0, 25.5], CZTzrG-aCF, 5695875]
[headline, [27.0, 151.5, 878.0, 25.5], CZTzrG-aCF, 5695875]
[headline, [27.0, 177.0, 878.0, 25.5], CZTzrG-aCF, 5695875]
[headline, [27.0, 202.5, 878.0, 25.5], CZTzrG-aCF, 5695875]
[headline, [27.0, 228.0, 878.0, 25.5], CZTzrG-aCF, 5695875]
[headline, [27.0, 253.5, 878.0, 25.5], CZTzrG-aCF, 5695875]
[headline, [27.0, 279.0, 878.0, 25.5], CZTzrG-aCF, 5695875]
[section-title, [30.0, 315.0, 372.0, 30.0], DeCLSZC8lX, 5695875]
[section-title, [30.0, 345.0, 372.0, 30.0], DeCLSZC8lX, 5695875]
[section-title, [30.0, 375.0, 372.0, 30.0], DeCLSZC8lX, 5695875]
[section-title, [30.0, 405.0, 372.0, 30.0], DeCLSZC8lX, 5695875]
[folio, [17.0, 473.0, 421.0, 18.0], zhgLliC_iV, 5695875]
[folio, [17.0, 491.0, 421.0, 18.0], zhgLliC_iV, 5695875]
[folio, [17.0, 509.0, 421.0, 18.0], zhgLliC_iV, 5695875]
[folio, [17.0, 527.0, 421.0, 18.0], zhgLliC_iV, 5695875]
[folio, [17.0, 545.0, 421.0, 18.0], zhgLliC_iV, 5695875]
[folio, [17.0, 563.0, 421.0, 18.0], zhgLliC_iV, 5695875]
[folio, [17.0, 581.0, 421.0, 18.0], zhgLliC_iV, 5695875]
[folio, [17.0, 599.0, 421.0, 18.0], zhgLliC_iV, 5695875]
[folio, [17.0, 617.0, 421.0, 18.0], zhgLliC_iV, 5695875]
[folio, [17.0, 635.0, 421.0, 18.0], zhgLliC_iV, 5695875]
[folio, [17.0, 653.0, 421.0, 18.0], zhgLliC_iV, 5695875]
[folio, [17.0, 671.0, 421.0, 18.0], zhgLliC_iV, 5695875]
[folio, [445.0, 474.0, 432.0, 18.0], LYU78AkGaE, 5695875]
[folio, [445.0, 492.0, 432.0, 18.0], LYU78AkGaE, 5695875]
[folio, [445.0, 510.0, 432.0, 18.0], LYU78AkGaE, 5695875]
[folio, [445.0, 528.0, 432.0, 18.0], LYU78AkGaE, 5695875]
[folio, [445.0, 546.0, 432.0, 18.0], LYU78AkGaE, 5695875]
[folio, [445.0, 564.0, 432.0, 18.0], LYU78AkGaE, 5695875]
[folio, [445.0, 582.0, 432.0, 18.0], LYU78AkGaE, 5695875]
[folio, [445.0, 600.0, 432.0, 18.0], LYU78AkGaE, 5695875]
[folio, [445.0, 618.0, 432.0, 18.0], LYU78AkGaE, 5695875]
[folio, [445.0, 636.0, 432.0, 18.0], LYU78AkGaE, 5695875]
[folio, [445.0, 654.0, 432.0, 18.0], LYU78AkGaE, 5695875]
[folio, [445.0, 672.0, 432.0, 18.0], LYU78AkGaE, 5695875]
[folio, [445.0, 690.0, 432.0, 18.0], LYU78AkGaE, 5695875]
[folio, [445.0, 708.0, 432.0, 18.0], LYU78AkGaE, 5695875]
[folio, [445.0, 726.0, 432.0, 18.0], LYU78AkGaE, 5695875]
[contact-info, [32.0, 699.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[contact-info, [32.0, 717.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[contact-info, [32.0, 735.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[contact-info, [32.0, 753.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[contact-info, [32.0, 771.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[contact-info, [32.0, 789.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[contact-info, [32.0, 807.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[contact-info, [32.0, 825.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[contact-info, [32.0, 843.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[contact-info, [32.0, 861.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[contact-info, [32.0, 879.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[contact-info, [32.0, 897.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[contact-info, [32.0, 915.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[contact-info, [32.0, 933.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[contact-info, [32.0, 951.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[contact-info, [32.0, 969.0, 865.0, 18.0], oRUa8nGiv5, 5695875]
[paragraph, [21.0, 998.0, 886.0, 18.0], 5jnwhUSGAK, 5695875]
[paragraph, [21.0, 1016.0, 886.0, 18.0], 5jnwhUSGAK, 5695875]
[contact-info, [239.0, 1060.0, 661.0, 18.0], OapTdHS65C, 5695875]
[contact-info, [239.0, 1078.0, 661.0, 18.0], OapTdHS65C, 5695875]
[contact-info, [239.0, 1096.0, 661.0, 18.0], OapTdHS65C, 5695875]
[contact-info, [239.0, 1114.0, 661.0, 18.0], OapTdHS65C, 5695875]
[contact-info, [239.0, 1132.0, 661.0, 18.0], OapTdHS65C, 5695875]
[contact-info, [239.0, 1150.0, 661.0, 18.0], OapTdHS65C, 5695875]
[contact-info, [239.0, 1168.0, 661.0, 18.0], OapTdHS65C, 5695875]
[contact-info, [239.0, 1186.0, 661.0, 18.0], OapTdHS65C, 5695875]
[contact-info, [239.0, 1204.0, 661.0, 18.0], OapTdHS65C, 5695875]
[contact-info, [239.0, 1222.0, 661.0, 18.0], OapTdHS65C, 5695875]
[contact-info, [239.0, 1240.0, 661.0, 18.0], OapTdHS65C, 5695875]
[contact-info, [239.0, 1258.0, 661.0, 18.0], OapTdHS65C, 5695875]
[unordered-list, [21.0, 1305.0, 896.0, 18.0], vnoAlKj-U2, 5695875]
[unordered-list, [21.0, 1323.0, 896.0, 18.0], vnoAlKj-U2, 5695875]
[unordered-list, [21.0, 1341.0, 896.0, 18.0], vnoAlKj-U2, 5695875]
