[3508, 2481]
[contact-info, [803.0, 399.0, 868.0, 52.5], 9VrprNT-gj, 6534750]
[contact-info, [803.0, 451.5, 868.0, 52.5], 9VrprNT-gj, 6534750]
[contact-info, [803.0, 504.0, 868.0, 52.5], 9VrprNT-gj, 6534750]
[section-title, [1012.0, 589.0, 430.0, 93.0], x1KTAHOH9G, 6534750]
[sub-section-title, [756.0, 800.0, 967.0, 73.5], -SNC0O7EMA, 6534750]
[dateline, [1048.0, 1054.0, 387.0, 52.5], VeR2xv1M2g, 6534750]
[dateline, [1048.0, 1106.5, 387.0, 52.5], VeR2xv1M2g, 6534750]
[paragraph, [207.0, 1321.0, 328.0, 52.5], _LJWdXrqxA, 6534750]
[paragraph, [204.0, 1451.0, 2093.0, 52.5], HTQMF9U3xX, 6534750]
[paragraph, [204.0, 1503.5, 2093.0, 52.5], HTQMF9U3xX, 6534750]
[paragraph, [204.0, 1556.0, 2093.0, 52.5], HTQMF9U3xX, 6534750]
[paragraph, [204.0, 1608.5, 2093.0, 52.5], HTQMF9U3xX, 6534750]
[paragraph, [204.0, 1661.0, 2093.0, 52.5], HTQMF9U3xX, 6534750]
[paragraph, [204.0, 1713.5, 2093.0, 52.5], HTQMF9U3xX, 6534750]
[paragraph, [210.0, 1789.0, 2065.0, 52.5], tVqeVWhXH8, 6534750]
[paragraph, [210.0, 1841.5, 2065.0, 52.5], tVqeVWhXH8, 6534750]
[paragraph, [210.0, 1894.0, 2065.0, 52.5], tVqeVWhXH8, 6534750]
[paragraph, [210.0, 1946.5, 2065.0, 52.5], tVqeVWhXH8, 6534750]
[paragraph, [210.0, 1999.0, 2065.0, 52.5], tVqeVWhXH8, 6534750]
[paragraph, [210.0, 2051.5, 2065.0, 52.5], tVqeVWhXH8, 6534750]
[paragraph, [210.0, 2104.0, 2065.0, 52.5], tVqeVWhXH8, 6534750]
[paragraph, [210.0, 2156.5, 2065.0, 52.5], tVqeVWhXH8, 6534750]
[paragraph, [210.0, 2273.0, 2043.0, 52.5], n8bg6nh29U, 6534750]
[paragraph, [210.0, 2325.5, 2043.0, 52.5], n8bg6nh29U, 6534750]
[paragraph, [210.0, 2378.0, 2043.0, 52.5], n8bg6nh29U, 6534750]
[paragraph, [210.0, 2430.5, 2043.0, 52.5], n8bg6nh29U, 6534750]
[paragraph, [210.0, 2483.0, 2043.0, 52.5], n8bg6nh29U, 6534750]
[paragraph, [210.0, 2535.5, 2043.0, 52.5], n8bg6nh29U, 6534750]
[paragraph, [210.0, 2588.0, 2043.0, 52.5], n8bg6nh29U, 6534750]
[paragraph, [210.0, 2640.5, 2043.0, 52.5], n8bg6nh29U, 6534750]
[ordered-list, [266.0, 2748.0, 1997.0, 52.5], 3gb94GU4JP, 6534750]
[ordered-list, [266.0, 2800.5, 1997.0, 52.5], 3gb94GU4JP, 6534750]
[ordered-list, [266.0, 2853.0, 1997.0, 52.5], 3gb94GU4JP, 6534750]
[ordered-list, [266.0, 2905.5, 1997.0, 52.5], 3gb94GU4JP, 6534750]
[ordered-list, [266.0, 2958.0, 1997.0, 52.5], 3gb94GU4JP, 6534750]
[ordered-list, [266.0, 3010.5, 1997.0, 52.5], 3gb94GU4JP, 6534750]
[ordered-list, [266.0, 3063.0, 1997.0, 52.5], 3gb94GU4JP, 6534750]
[ordered-list, [266.0, 3115.5, 1997.0, 52.5], 3gb94GU4JP, 6534750]
[ordered-list, [266.0, 3168.0, 1997.0, 52.5], 3gb94GU4JP, 6534750]
