[1298, 853]
[section-title, [241.0, 65.0, 362.0, 30.0], _3gYUuPnjf, 5710484]
[paragraph, [68.0, 120.0, 721.0, 18.0], shoonya_1sFHCAU8291TUS, 5710484]
[paragraph, [68.0, 138.0, 721.0, 18.0], shoonya_1sFHCAU8291TUS, 5710484]
[paragraph, [68.0, 156.0, 721.0, 18.0], shoonya_1sFHCAU8291TUS, 5710484]
[paragraph, [68.0, 174.0, 721.0, 18.0], shoonya_1sFHCAU8291TUS, 5710484]
[paragraph, [68.0, 202.0, 720.0, 18.0], FTN8ETp2En, 5710484]
[paragraph, [68.0, 220.0, 720.0, 18.0], FTN8ETp2En, 5710484]
[paragraph, [68.0, 238.0, 720.0, 18.0], FTN8ETp2En, 5710484]
[paragraph, [68.0, 256.0, 720.0, 18.0], FTN8ETp2En, 5710484]
[paragraph, [68.0, 274.0, 720.0, 18.0], FTN8ETp2En, 5710484]
[paragraph, [68.0, 292.0, 720.0, 18.0], FTN8ETp2En, 5710484]
[paragraph, [68.0, 310.0, 720.0, 18.0], FTN8ETp2En, 5710484]
[paragraph, [68.0, 328.0, 720.0, 18.0], FTN8ETp2En, 5710484]
[paragraph, [69.0, 358.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 376.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 394.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 412.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 430.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 448.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 466.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 484.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 502.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 520.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 538.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 556.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 574.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 592.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 610.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 628.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 646.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 664.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 682.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 700.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 718.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 736.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [69.0, 754.0, 715.0, 18.0], 7x3rBbuF6f, 5710484]
[paragraph, [71.0, 777.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 795.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 813.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 831.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 849.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 867.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 885.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 903.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 921.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 939.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 957.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 975.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 993.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 1011.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 1029.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 1047.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 1065.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 1083.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 1101.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 1119.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 1137.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
[paragraph, [71.0, 1155.0, 715.0, 18.0], shoonya_0sJWQLGVFF4J1F, 5710484]
