[1468, 909]
[folio, [356.0, 70.0, 170.0, 18.0], PyLd-UhAUo, 5770599]
[folio, [356.0, 88.0, 170.0, 18.0], PyLd-UhAUo, 5770599]
[paragraph, [69.0, 135.0, 375.0, 18.0], xeZZCd2ieR, 5770599]
[paragraph, [69.0, 153.0, 375.0, 18.0], xeZZCd2ieR, 5770599]
[paragraph, [69.0, 171.0, 375.0, 18.0], xeZZCd2ieR, 5770599]
[paragraph, [453.0, 135.0, 373.0, 18.0], R-8LBLcf-N, 5770599]
[paragraph, [453.0, 153.0, 373.0, 18.0], R-8LBLcf-N, 5770599]
[paragraph, [453.0, 171.0, 373.0, 18.0], R-8LBLcf-N, 5770599]
[paragraph, [453.0, 189.0, 373.0, 18.0], R-8LBLcf-N, 5770599]
[paragraph, [453.0, 207.0, 373.0, 18.0], R-8LBLcf-N, 5770599]
[paragraph, [453.0, 225.0, 373.0, 18.0], R-8LBLcf-N, 5770599]
[paragraph, [453.0, 243.0, 373.0, 18.0], R-8LBLcf-N, 5770599]
[paragraph, [453.0, 261.0, 373.0, 18.0], R-8LBLcf-N, 5770599]
[paragraph, [453.0, 279.0, 373.0, 18.0], R-8LBLcf-N, 5770599]
[paragraph, [453.0, 297.0, 373.0, 18.0], R-8LBLcf-N, 5770599]
[paragraph, [453.0, 315.0, 373.0, 18.0], R-8LBLcf-N, 5770599]
[paragraph, [453.0, 333.0, 373.0, 18.0], R-8LBLcf-N, 5770599]
[paragraph, [453.0, 351.0, 373.0, 18.0], R-8LBLcf-N, 5770599]
[paragraph, [70.0, 207.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 225.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 243.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 261.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 279.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 297.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 315.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 333.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 351.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 369.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 387.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 405.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 423.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 441.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 459.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 477.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 495.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 513.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 531.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 549.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 567.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 585.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 603.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 621.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 639.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 657.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 675.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 693.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 711.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 729.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 747.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 765.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 783.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 801.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 819.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 837.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 855.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 873.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 891.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 909.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 927.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 945.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 963.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 981.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 999.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1017.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1035.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1053.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1071.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1089.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1107.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1125.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1143.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1161.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1179.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1197.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1215.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1233.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1251.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1269.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1287.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1305.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1323.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1341.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1359.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [70.0, 1377.0, 388.0, 18.0], 7_-HFIU1Si, 5770599]
[paragraph, [465.0, 372.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 390.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 408.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 426.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 444.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 462.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 480.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 498.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 516.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 534.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 552.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 570.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 588.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 606.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 624.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 642.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 660.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 678.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 696.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 714.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 732.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 750.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 768.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 786.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 804.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 822.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 840.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 858.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 876.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 894.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 912.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [465.0, 930.0, 358.0, 18.0], cXJ_RPnDEy, 5770599]
[paragraph, [461.0, 952.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 970.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 988.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1006.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1024.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1042.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1060.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1078.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1096.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1114.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1132.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1150.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1168.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1186.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1204.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1222.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1240.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1258.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1276.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1294.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1312.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1330.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1348.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
[paragraph, [461.0, 1366.0, 379.0, 18.0], ZstUSgfqwW, 5770599]
