[1387, 987]
[paragraph, [87.0, 95.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [87.0, 113.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [87.0, 131.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [87.0, 149.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [87.0, 167.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [87.0, 185.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [87.0, 203.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [87.0, 221.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [87.0, 239.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [87.0, 257.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [87.0, 275.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [87.0, 293.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [87.0, 311.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [87.0, 329.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [87.0, 347.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [87.0, 365.0, 804.0, 18.0], shoonya_0sMEOT4DCSBSRA, 5651460]
[paragraph, [92.0, 387.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 405.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 423.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 441.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 459.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 477.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 495.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 513.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 531.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 549.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 567.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 585.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 603.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 621.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 639.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 657.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 675.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 693.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 711.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 729.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 747.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 765.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 783.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 801.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 819.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 837.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 855.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 873.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [92.0, 891.0, 786.0, 18.0], shoonya_1sJ3EKQJGMD7ZX, 5651460]
[paragraph, [91.0, 933.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
[paragraph, [91.0, 951.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
[paragraph, [91.0, 969.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
[paragraph, [91.0, 987.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
[paragraph, [91.0, 1005.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
[paragraph, [91.0, 1023.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
[paragraph, [91.0, 1041.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
[paragraph, [91.0, 1059.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
[paragraph, [91.0, 1077.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
[paragraph, [91.0, 1095.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
[paragraph, [91.0, 1113.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
[paragraph, [91.0, 1131.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
[paragraph, [91.0, 1149.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
[paragraph, [91.0, 1167.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
[paragraph, [91.0, 1185.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
[paragraph, [91.0, 1203.0, 793.0, 18.0], shoonya_2s2A90KTS3SO0E, 5651460]
